start,end,count,Attacker,Victim,1,2,3,4
65000,65000,1,3,2,0.0,-1.0,1.0,0.0
110000,110000,1,3,4,0.0,-1.0,2.0,-1.0
114000,120000,2,3,2,0.0,-1.0,2.0,-1.0
313000,313000,1,1,2,1.0,-2.0,2.0,-1.0
314000,314000,1,3,2,1.0,-2.0,2.0,-1.0
323000,323000,1,1,4,2.0,-2.0,2.0,-2.0
390000,390000,1,3,2,2.0,-2.0,2.0,-2.0
396000,396000,1,3,4,2.0,-2.0,2.0,-2.0
419000,419000,1,3,2,2.0,-2.0,2.0,-2.0
421000,421000,1,3,4,2.0,-2.0,2.0,-2.0
440000,440000,1,3,2,2.0,-2.0,2.0,-2.0
481000,481000,1,3,4,2.0,-2.0,2.0,-2.0
513000,513000,1,3,2,2.0,-2.0,2.0,-2.0
644000,644000,1,2,3,2.111111111111111,-1.6666666666666665,1.6666666666666665,-2.111111111111111
645000,645000,1,1,4,2.111111111111111,-1.6666666666666665,1.6666666666666665,-2.111111111111111
663000,663000,1,2,1,0.6111111111111112,-0.16666666666666652,2.166666666666667,-2.611111111111111
670000,670000,1,2,3,0.7000000000000001,0.09999999999999998,1.8999999999999997,-2.7
723000,723000,1,2,1,0.20000000000000007,0.6000000000000003,2.0666666666666664,-2.8666666666666667
724000,724000,1,1,3,3.0000000000000004,0.46666666666666634,0.3999999999999999,-3.8666666666666667
731000,732000,2,1,4,3.0000000000000004,0.46666666666666634,0.3999999999999999,-3.8666666666666667
791000,791000,1,1,2,3.5000000000000004,-0.19999999999999996,0.3999999999999999,-3.7
798000,798000,1,1,4,3.5000000000000004,-0.19999999999999996,0.3999999999999999,-3.7
799000,799000,1,1,3,3.5000000000000004,-0.19999999999999996,0.3999999999999999,-3.7
802000,802000,1,1,2,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
804000,804000,1,1,3,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
823000,982000,6,1,4,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
985000,985000,1,1,3,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
1028000,1028000,1,1,4,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
1031000,1031000,1,1,3,3.7999999999999994,-0.5999999999999999,0.40000000000000036,-3.6
1092000,1092000,1,1,2,4.0,-0.8666666666666667,0.3999999999999999,-3.533333333333333
1118000,1118000,1,1,3,4.0,-0.8666666666666667,0.3999999999999999,-3.533333333333333
1148000,1148000,1,3,2,4.000000000000001,-0.9393939393939397,0.4545454545454548,-3.515151515151515
1148000,1148000,1,4,2,4.666666666666668,-3.9393939393939394,1.2727272727272727,-2.0
1161000,1161000,1,3,2,4.666666666666668,-4.0,1.333333333333333,-2.0
1348000,1348000,1,4,2,4.666666666666668,-4.0,1.333333333333333,-2.0
1403000,1403000,1,4,3,4.666666666666667,-4.0,0.533333333333333,-1.2000000000000004
1406000,1406000,1,2,3,4.666666666666668,-3.7435897435897436,0.2769230769230768,-1.2
1610000,1613000,2,3,4,4.666666666666667,-3.743589743589744,0.505494505494505,-1.4285714285714286
1614000,1614000,1,3,2,4.666666666666667,-3.8095238095238098,0.5714285714285712,-1.4285714285714284
1622000,1622000,1,3,1,4.095238095238095,-3.80952380952381,1.1428571428571423,-1.4285714285714284
1699000,1699000,1,3,2,4.095238095238095,-3.866666666666667,1.1999999999999995,-1.4285714285714288
1699000,1699000,1,3,4,4.095238095238096,-3.8666666666666667,1.2714285714285716,-1.5
1701000,1701000,1,3,2,4.095238095238095,-3.916666666666667,1.3214285714285712,-1.5000000000000002
1737000,1737000,1,1,4,4.095238095238095,-3.916666666666667,1.3214285714285712,-1.5000000000000002
1754000,1945000,4,3,2,4.095238095238096,-4.066666666666666,1.4714285714285715,-1.5
2118000,2118000,1,2,4,4.095238095238095,-2.733333333333333,1.471428571428571,-2.833333333333333
2220000,2220000,1,2,3,4.095238095238095,-2.571428571428571,1.3095238095238098,-2.833333333333333
2264000,2264000,1,4,2,4.095238095238095,-2.904761904761905,1.3095238095238093,-2.5
2272000,2336000,4,2,4,4.095238095238095,-1.404761904761905,1.3095238095238095,-4.0
2338000,2338000,1,2,3,4.095238095238095,-1.2575757575757578,1.1623376623376627,-4.0
2341000,2341000,1,3,4,4.095238095238094,-1.2575757575757573,1.2178932178932178,-4.055555555555555
2343000,2349000,2,3,2,4.095238095238096,-1.3333333333333337,1.2936507936507935,-4.055555555555555
2369000,2369000,1,3,1,3.666666666666666,-1.3333333333333333,1.7222222222222219,-4.055555555555555
2371000,2371000,1,3,2,3.666666666666667,-1.3666666666666663,1.7555555555555555,-4.055555555555555
2491000,2491000,1,3,4,3.666666666666667,-1.3666666666666667,1.8,-4.1
2493000,2493000,1,3,2,3.666666666666667,-1.3974358974358978,1.8307692307692314,-4.1
2494000,2499000,2,3,4,3.666666666666667,-1.3974358974358974,1.8974358974358976,-4.166666666666666
2500000,2500000,1,1,2,3.857142857142857,-1.5879120879120876,1.8974358974358976,-4.166666666666666
2503000,2503000,1,3,2,3.8571428571428568,-1.6164021164021165,1.925925925925926,-4.166666666666666
2518000,2518000,1,2,4,3.8571428571428577,-1.4497354497354493,1.9259259259259265,-4.333333333333332
2538000,2540000,3,3,2,3.857142857142857,-1.5238095238095237,1.9999999999999998,-4.333333333333333
2544000,2544000,1,3,4,3.8571428571428577,-1.5238095238095237,2.0256410256410255,-4.358974358974359
2546000,2546000,1,3,2,3.857142857142858,-1.5453149001536097,2.047146401985112,-4.358974358974359
2558000,2624000,4,3,4,3.857142857142858,-1.5453149001536097,2.1195445920303606,-4.431372549019608
2630000,2763000,2,3,2,3.8571428571428577,-1.5844155844155843,2.1586452762923356,-4.431372549019607
2775000,2775000,1,3,4,3.8571428571428577,-1.5844155844155843,2.171717171717172,-4.444444444444444
2820000,2859000,2,3,2,3.8571428571428568,-1.619047619047619,2.206349206349206,-4.444444444444445
2950000,2952000,2,3,4,3.8571428571428577,-1.6190476190476186,2.228571428571428,-4.466666666666667
3042000,3068000,3,3,2,3.857142857142857,-1.664160401002506,2.2736842105263158,-4.466666666666666
3329000,3421000,2,3,4,3.8571428571428585,-1.664160401002506,2.2918660287081343,-4.484848484848484
3607000,3768000,2,2,4,3.8571428571428577,-1.4217361585782635,2.2918660287081347,-4.727272727272727
3897000,3897000,1,3,2,3.8571428571428577,-1.4352314352314353,2.305361305361305,-4.7272727272727275
3899000,3899000,1,3,4,3.8571428571428577,-1.4352314352314355,2.3132664437012265,-4.735177865612648
3964000,3964000,1,3,2,3.8571428571428577,-1.4480519480519478,2.326086956521739,-4.735177865612648
3964000,3964000,1,4,3,3.8571428571428577,-1.4480519480519485,2.1666666666666665,-4.575757575757576
3965000,3968000,2,3,4,3.857142857142858,-1.4480519480519483,2.1923076923076925,-4.601398601398602
4010000,4012000,2,2,4,3.857142857142858,-1.2802197802197801,2.192307692307693,-4.76923076923077
4020000,4020000,1,3,2,3.8571428571428577,-1.292414902171,2.2045028142589116,-4.76923076923077
4038000,4038000,1,4,2,3.8571428571428568,-1.5121951219512193,2.204502814258912,-4.549450549450549
4041000,4041000,1,3,2,3.8571428571428577,-1.523809523809524,2.216117216117216,-4.54945054945055
4044000,4044000,1,3,4,3.857142857142857,-1.5238095238095237,2.227513227513228,-4.560846560846561
4045000,4045000,1,3,2,3.857142857142857,-1.5348837209302324,2.2385874246339363,-4.560846560846561
4049000,4049000,1,3,4,3.857142857142857,-1.5348837209302322,2.249169435215947,-4.571428571428572
4055000,4105000,3,3,2,3.8571428571428577,-1.5652173913043477,2.279503105590063,-4.571428571428572
4110000,4110000,1,3,4,3.8571428571428577,-1.565217391304348,2.28935532233883,-4.58128078817734
4117000,4153000,2,3,1,3.2571428571428562,-1.5652173913043481,2.8893553223388295,-4.58128078817734
4154000,4154000,1,1,3,3.402597402597403,-1.5652173913043481,2.7439007768842845,-4.58128078817734
4234000,4234000,1,3,2,3.402597402597403,-1.5744680851063828,2.7531514706863196,-4.58128078817734
4236000,4236000,1,2,4,3.4025974025974017,-1.4982776089159069,2.75315147068632,-4.657471264367816
4243000,4243000,1,1,4,3.4025974025974017,-1.4982776089159069,2.75315147068632,-4.657471264367816
4317000,4317000,1,3,4,3.4025974025974017,-1.4982776089159069,2.762346872985171,-4.666666666666667
4489000,4489000,1,1,2,3.545454545454545,-1.64113475177305,2.7623468729851703,-4.666666666666667
4533000,4533000,1,2,3,3.5454545454545454,-1.5666666666666664,2.687878787878788,-4.666666666666667
4541000,4541000,1,3,4,3.545454545454546,-1.5666666666666669,2.696480938416422,-4.675268817204301
4634000,4634000,1,2,4,3.5454545454545463,-1.4999999999999998,2.696480938416422,-4.741935483870968
4669000,4669000,1,2,1,3.212121212121212,-1.166666666666667,2.696480938416422,-4.741935483870968
4678000,4678000,1,3,1,3.0,-1.1666666666666665,2.908602150537635,-4.741935483870968
4681000,4683000,2,3,2,3.0000000000000004,-1.1866666666666668,2.9286021505376345,-4.741935483870968
4688000,4688000,1,3,4,3.0000000000000004,-1.1866666666666663,2.9366666666666665,-4.75
4690000,4690000,1,3,2,2.9999999999999996,-1.196078431372549,2.9460784313725483,-4.75
4694000,4694000,1,3,4,3.0,-1.1960784313725492,2.953654188948306,-4.757575757575758
5056000,5056000,1,4,3,3.0000000000000004,-1.1960784313725492,2.8431372549019613,-4.647058823529411
5058000,5066000,3,3,4,3.000000000000001,-1.1960784313725492,2.8717541070482255,-4.675675675675675
5187000,5530000,9,3,2,3.0,-1.2666666666666668,2.942342342342343,-4.675675675675675
5533000,5533000,1,3,1,2.820512820512821,-1.2666666666666668,3.121829521829522,-4.675675675675675
5546000,5571000,2,3,4,2.8205128205128203,-1.2666666666666664,3.138461538461538,-4.6923076923076925
5628000,5628000,1,3,2,2.820512820512821,-1.273224043715847,3.1450189155107187,-4.6923076923076925
5899000,5899000,1,3,1,2.666666666666667,-1.273224043715847,3.298865069356872,-4.6923076923076925
5902000,5902000,1,3,2,2.666666666666667,-1.279569892473118,3.3052109181141445,-4.6923076923076925
5903000,5917000,2,3,4,2.6666666666666674,-1.2795698924731183,3.3202202989771843,-4.7073170731707314
5955000,5955000,1,3,1,2.533333333333333,-1.2795698924731185,3.4535536323105167,-4.7073170731707314
5959000,5959000,1,2,4,2.533333333333333,-1.220746363061354,3.453553632310517,-4.766140602582496
5973000,5973000,1,2,1,2.2666666666666666,-0.9540796963946867,3.4535536323105163,-4.766140602582496
5993000,6014000,3,3,1,1.9555555555555562,-0.9540796963946867,3.764664743421629,-4.766140602582496
6020000,6020000,1,3,4,1.9555555555555557,-0.9540796963946874,3.77163338453661,-4.773109243697479
6025000,6117000,2,3,1,1.7999999999999996,-0.9540796963946869,3.927188940092165,-4.773109243697479
6120000,6120000,1,3,4,1.7999999999999996,-0.9540796963946869,3.933833458364591,-4.7797537619699035
6120000,6120000,1,3,2,1.8000000000000003,-0.9602240896358543,3.939977851605758,-4.779753761969904
6121000,6123000,3,3,4,1.8000000000000003,-0.9602240896358545,3.9581780538302276,-4.797953964194374
