count,intransitive,stateMatch,start,end,states,idxs
4,[],1,2964000.0,3641000.0,['12'],[1]
2,[],2,3645000.0,4184000.0,"['12', '13']",[2]
1,[],12,4679000.0,4679000.0,"['12', '13', '42']",[3]
2,[],14,4686000.0,4690000.0,"['12', '13', '24']",[4]
1,"[['13', '21', '32']]",19,5398000.0,5398000.0,"['12', '14', '31', '43']",[5]
6,[],16,5403000.0,5601000.0,"['12', '13', '14', '43']","[6, 7, 8, 9]"
2,[],28,8445000.0,8448000.0,"['12', '13', '14', '42', '43']",[10]
4,[],29,8459000.0,8800000.0,"['12', '13', '14', '24', '43']",[11]
1,[],38,8807000.0,8807000.0,"['12', '13', '14', '23', '24', '43']",[12]
3,"[['13', '34', '41']]",40,8909000.0,8917000.0,"['12', '13', '23', '24', '41', '43']",[13]
1,[],38,8921000.0,8921000.0,"['12', '13', '14', '23', '24', '43']",[14]
9,"[['13', '34', '41']]",40,8957000.0,9418000.0,"['12', '13', '23', '24', '41', '43']",[15]
9,[],38,9498000.0,10183000.0,"['12', '13', '14', '23', '24', '43']",[16]
3,"[['13', '34', '41']]",40,10188000.0,10710000.0,"['12', '13', '23', '24', '41', '43']",[17]
6,[],38,10776000.0,11009000.0,"['12', '13', '14', '23', '24', '43']",[18]
1,"[['13', '21', '32']]",39,11012000.0,11012000.0,"['12', '13', '14', '24', '32', '43']",[19]
28,[],38,11434000.0,13496000.0,"['12', '13', '14', '23', '24', '43']","[20, 21, 22]"
2,"[['14', '21', '42'], ['13', '21', '32']]",41,13499000.0,13606000.0,"['12', '13', '24', '32', '41', '43']",[23]
13,[],38,13711000.0,15068000.0,"['12', '13', '14', '23', '24', '43']",[24]
1,"[['13', '34', '41']]",40,15071000.0,15071000.0,"['12', '13', '23', '24', '41', '43']",[25]
1,[],38,15076000.0,15076000.0,"['12', '13', '14', '23', '24', '43']",[26]
1,"[['13', '34', '41']]",40,15078000.0,15078000.0,"['12', '13', '23', '24', '41', '43']",[27]
1,[],38,15156000.0,15156000.0,"['12', '13', '14', '23', '24', '43']",[28]
1,"[['13', '34', '41']]",40,15158000.0,15158000.0,"['12', '13', '23', '24', '41', '43']",[29]
6,[],38,15163000.0,15515000.0,"['12', '13', '14', '23', '24', '43']",[30]
2,"[['12', '24', '41'], ['24', '32', '43']]",41,15519000.0,15524000.0,"['12', '13', '24', '32', '41', '43']",[31]
1,[],38,15525000.0,15525000.0,"['12', '13', '14', '23', '24', '43']",[32]
3,"[['12', '24', '41'], ['24', '32', '43']]",41,15526000.0,15529000.0,"['12', '13', '24', '32', '41', '43']",[33]
3,[],38,15530000.0,15532000.0,"['12', '13', '14', '23', '24', '43']","[34, 35]"
8,"[['12', '24', '41']]",40,15533000.0,15631000.0,"['12', '13', '23', '24', '41', '43']",[36]
49,[],38,15701000.0,17987000.0,"['12', '13', '14', '23', '24', '43']",[37]
8,"[['12', '23', '31'], ['14', '31', '43']]",41,17995000.0,18022000.0,"['12', '13', '24', '32', '41', '43']",[38]
3,"[['12', '23', '31']]",40,18029000.0,18038000.0,"['12', '13', '23', '24', '41', '43']",[39]
1,"[['12', '23', '31'], ['23', '34', '42']]",41,18041000.0,18041000.0,"['12', '13', '24', '32', '41', '43']",[40]
8,"[['12', '23', '31']]",40,18050000.0,20515000.0,"['12', '13', '23', '24', '41', '43']",[41]
48,"[['12', '23', '31'], ['23', '34', '42']]",41,20531000.0,25884000.0,"['12', '13', '24', '32', '41', '43']","[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]"
1,"[['23', '34', '42']]",39,25937000.0,25937000.0,"['12', '13', '14', '24', '32', '43']",[53]
15,[],38,26177000.0,27650000.0,"['12', '13', '14', '23', '24', '43']","[54, 55]"
1,"[['14', '31', '43']]",40,27661000.0,27661000.0,"['12', '13', '23', '24', '41', '43']",[56]
3,[],38,27665000.0,27671000.0,"['12', '13', '14', '23', '24', '43']","[57, 58]"
1,"[['14', '31', '43'], ['24', '32', '43']]",41,27675000.0,27675000.0,"['12', '13', '24', '32', '41', '43']",[59]
21,[],38,27677000.0,32250000.0,"['12', '13', '14', '23', '24', '43']","[60, 61]"
1,"[['14', '31', '43'], ['24', '32', '43']]",41,32255000.0,32255000.0,"['12', '13', '24', '32', '41', '43']",[62]
1,[],38,32259000.0,32259000.0,"['12', '13', '14', '23', '24', '43']",[63]
1,"[['14', '21', '42']]",39,33085000.0,33085000.0,"['12', '13', '14', '24', '32', '43']",[64]
3,[],38,33086000.0,33095000.0,"['12', '13', '14', '23', '24', '43']",[65]
2,"[['14', '21', '42']]",39,33096000.0,33107000.0,"['12', '13', '14', '24', '32', '43']",[66]
9,[],38,33108000.0,34563000.0,"['12', '13', '14', '23', '24', '43']","[67, 68]"
1,"[['14', '31', '43']]",39,34567000.0,34567000.0,"['12', '13', '14', '24', '32', '43']",[69]
6,"[['14', '31', '43'], ['24', '32', '43']]",41,34589000.0,46265000.0,"['12', '13', '24', '32', '41', '43']","[70, 71]"
8,"[['24', '32', '43']]",39,48336000.0,48951000.0,"['12', '13', '14', '24', '32', '43']",[72]
1,"[['14', '31', '43'], ['24', '32', '43']]",41,48958000.0,48958000.0,"['12', '13', '24', '32', '41', '43']",[73]
3,"[['24', '32', '43']]",39,48961000.0,48978000.0,"['12', '13', '14', '24', '32', '43']",[74]
28,[],38,48980000.0,105508000.0,"['12', '13', '14', '23', '24', '43']",[75]
3,"[['12', '23', '31'], ['14', '31', '43']]",41,105540000.0,105953000.0,"['12', '13', '24', '32', '41', '43']",[76]
4,[],38,105976000.0,107232000.0,"['12', '13', '14', '23', '24', '43']",[77]
1,"[['24', '32', '43']]",39,107469000.0,107469000.0,"['12', '13', '14', '24', '32', '43']",[78]
2,[],38,107473000.0,107477000.0,"['12', '13', '14', '23', '24', '43']",[79]
17,"[['24', '32', '43']]",39,107480000.0,130430000.0,"['12', '13', '14', '24', '32', '43']",[80]
