Time,Attacker,Victim,Attack Type,2,1,3,4
13000,1,2,I,-1.0,1.0,0.0,0.0
14000,2,1,I,0.0,0.0,0.0,0.0
17000,1,2,I,-0.33333333333333326,0.33333333333333337,0.0,0.0
19000,2,3,I,0.6666666666666665,0.9999999999999999,-1.6666666666666665,0.0
20000,1,2,I,0.5,1.25,-1.75,0.0
21000,2,1,I,0.8,0.8,-1.6,0.0
23000,2,3,I,0.8,0.8,-1.6,0.0
24000,1,2,I,0.6666666666666665,0.9999999999999999,-1.6666666666666665,0.0
30000,2,1,I,0.8571428571428573,0.7142857142857143,-1.5714285714285714,0.0
33000,2,1,I,1.0,0.5,-1.5,0.0
38000,2,1,I,1.1111111111111112,0.33333333333333326,-1.4444444444444444,0.0
43000,2,1,I,1.2,0.20000000000000007,-1.4,0.0
44000,1,2,I,1.0909090909090908,0.36363636363636365,-1.4545454545454546,0.0
45000,2,1,I,1.1666666666666667,0.2500000000000001,-1.4166666666666667,0.0
46000,1,2,I,1.0769230769230766,0.38461538461538464,-1.4615384615384617,0.0
57000,1,2,I,1.0,0.5,-1.5,0.0
59000,1,2,I,0.9333333333333333,0.6000000000000001,-1.5333333333333332,0.0
61000,1,2,I,0.875,0.6875,-1.5625,0.0
63000,3,2,I,0.20833333333333337,0.3541666666666667,-0.5624999999999999,0.0
64000,1,3,I,0.3125000000000001,1.6874999999999998,-1.9999999999999998,0.0
67000,2,1,I,0.41176470588235303,1.5882352941176467,-1.9999999999999998,0.0
70000,3,2,I,-0.08823529411764697,1.5882352941176472,-1.5,0.0
72000,3,1,I,-0.08823529411764697,0.08823529411764719,0.0,0.0
82000,1,2,I,-0.16666666666666674,0.16666666666666663,0.0,0.0
86000,1,3,I,-0.16666666666666674,0.6666666666666669,-0.5,0.0
88000,1,2,I,-0.23684210526315796,0.7368421052631579,-0.5,0.0
89000,2,1,I,-0.15000000000000013,0.65,-0.4999999999999998,0.0
94000,1,2,I,-0.21428571428571397,0.7142857142857144,-0.4999999999999998,0.0
101000,1,2,I,-0.2727272727272727,0.7727272727272725,-0.4999999999999998,0.0
102000,2,1,I,-0.19565217391304324,0.6956521739130437,-0.5,0.0
107000,1,2,I,-0.25,0.7499999999999999,-0.5,0.0
112000,2,1,I,-0.18000000000000016,0.6799999999999998,-0.5,0.0
114000,2,1,I,-0.1153846153846152,0.6153846153846152,-0.4999999999999998,0.0
115000,1,2,I,-0.16666666666666674,0.6666666666666669,-0.5,0.0
116000,2,1,I,-0.10714285714285676,0.607142857142857,-0.4999999999999998,0.0
118000,2,1,I,-0.05172413793103425,0.5517241379310349,-0.4999999999999998,0.0
127000,2,3,I,0.24827586206896557,0.5517241379310344,-0.7999999999999998,0.0
128000,3,2,I,-0.05172413793103425,0.5517241379310349,-0.4999999999999998,0.0
129000,1,3,I,-0.0517241379310347,0.8017241379310347,-0.75,0.0
132000,1,3,I,-0.05172413793103425,0.9517241379310346,-0.8999999999999999,0.0
133000,3,1,I,-0.05172413793103425,0.5517241379310349,-0.4999999999999998,0.0
139000,1,2,I,-0.09999999999999987,0.5999999999999999,-0.4999999999999998,0.0
143000,1,2,I,-0.14516129032258052,0.6451612903225805,-0.5,0.0
145000,1,2,I,-0.1875,0.6874999999999998,-0.5,0.0
146000,2,1,I,-0.13636363636363624,0.6363636363636364,-0.5,0.0
150000,2,3,I,0.07792207792207795,0.636363636363636,-0.7142857142857142,0.0
151000,1,2,I,0.037815126050420145,0.6764705882352942,-0.7142857142857144,0.0
155000,1,2,I,0.0,0.7142857142857142,-0.7142857142857144,0.0
159000,2,3,I,0.16071428571428603,0.7142857142857144,-0.875,0.0
164000,1,2,I,0.125,0.7500000000000001,-0.875,0.0
165000,2,1,I,0.17229729729729715,0.7027027027027027,-0.875,0.0
167000,2,1,I,0.21710526315789447,0.6578947368421053,-0.8749999999999998,0.0
173000,2,1,I,0.2596153846153848,0.6153846153846153,-0.875,0.0
175000,3,1,I,0.25961538461538525,0.32967032967032983,-0.5892857142857142,0.0
176000,1,3,I,0.2596153846153847,0.4903846153846152,-0.75,0.0
178000,2,3,I,0.3846153846153846,0.4903846153846153,-0.875,0.0
180000,2,1,I,0.4249999999999998,0.44999999999999973,-0.875,0.0
183000,3,2,I,0.22499999999999964,0.44999999999999984,-0.6750000000000003,0.0
187000,1,2,I,0.19024390243902456,0.4847560975609757,-0.6749999999999998,0.0
188000,3,1,I,0.19024390243902434,0.2764227642276422,-0.46666666666666634,0.0
190000,1,2,I,0.1571428571428568,0.30952380952380976,-0.46666666666666634,0.0
191000,3,1,I,0.15714285714285736,0.14285714285714302,-0.30000000000000004,0.0
197000,2,1,I,0.19534883720930263,0.10465116279069764,-0.2999999999999998,0.0
201000,3,2,I,0.031712473572938826,0.10465116279069764,-0.13636363636363602,0.0
202000,2,3,I,0.1453488372093028,0.10465116279069775,-0.25,0.0
203000,3,2,I,0.010733452593918225,0.10465116279069764,-0.11538461538461497,0.0
212000,2,1,I,0.0472027972027973,0.06818181818181812,-0.11538461538461497,0.0
213000,1,2,I,0.015384615384615108,0.09999999999999964,-0.1153846153846152,0.0
