count,intransitive,stateMatch,start,end,states,idxs
3,[],1,1576000,1932000,['12'],[1]
7,[],2,2814000,2843000,"['12', '13']",[2]
14,[],6,2854000,2974000,"['12', '13', '14']",[3]
5,[],16,2978000,2984000,"['12', '13', '14', '43']",[4]
4,[],28,3007000,3026000,"['12', '13', '14', '42', '43']",[5]
1,[],29,3068000,3068000,"['12', '13', '14', '24', '43']",[6]
15,[],28,3070000,3187000,"['12', '13', '14', '42', '43']",[7]
3,"[['14', '21', '42']]",34,3190000,3196000,"['13', '14', '21', '42', '43']",[8]
3,[],28,3199000,3325000,"['12', '13', '14', '42', '43']",[9]
2,[],38,3421000,3423000,"['12', '13', '14', '23', '24', '43']",[10]
3,"[['14', '21', '42']]",40,3425000,3428000,"['12', '13', '23', '24', '41', '43']",[11]
12,[],38,3431000,3699000,"['12', '13', '14', '23', '24', '43']","[12, 13, 14]"
2,"[['14', '21', '42']]",40,3933000,3936000,"['12', '13', '23', '24', '41', '43']",[15]
387,[],38,3942000,18516000,"['12', '13', '14', '23', '24', '43']","[16, 17, 18, 19, 20, 21]"
1,"[['12', '23', '31'], ['14', '31', '43']]",41,18517000,18517000,"['12', '13', '24', '32', '41', '43']",[22]
540,[],38,18525000,39571000,"['12', '13', '14', '23', '24', '43']","[23, 24, 25, 26, 27, 28, 29, 30, 31]"
1,"[['24', '32', '43']]",39,40079000,40079000,"['12', '13', '14', '24', '32', '43']",[32]
108,[],38,40080000,42692000,"['12', '13', '14', '23', '24', '43']","[33, 34, 35]"
12,"[['24', '32', '43']]",39,86446000,86627000,"['12', '13', '14', '24', '32', '43']",[36]
19,[],38,86628000,86652000,"['12', '13', '14', '23', '24', '43']","[37, 38]"
12,"[['13', '34', '41']]",40,86657000,86733000,"['12', '13', '23', '24', '41', '43']",[39]
15,[],38,86851000,87042000,"['12', '13', '14', '23', '24', '43']",[40]
25,"[['13', '34', '41']]",40,87043000,87189000,"['12', '13', '23', '24', '41', '43']",[41]
3,"[['13', '34', '41'], ['12', '24', '41']]",41,87295000,87298000,"['12', '13', '24', '32', '41', '43']","[42, 43]"
89,[],38,87298000,93588000,"['12', '13', '14', '23', '24', '43']","[44, 45]"
1,"[['12', '23', '31'], ['14', '31', '43']]",41,93968000,93968000,"['12', '13', '24', '32', '41', '43']",[46]
1013,[],38,93974000,107509000,"['12', '13', '14', '23', '24', '43']","[47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
