count,intransitive,stateMatch,start,end,states,idxs
6,[],1,1028000,1041000,['12'],[1]
2,[],2,1044000,1047000,"['12', '13']",[2]
15,[],12,1071000,1303000,"['12', '13', '42']",[3]
11,[],16,1306000,5219000,"['12', '13', '14', '43']",[4]
3,[],17,5224000,5242000,"['12', '13', '41', '43']",[5]
1,[],16,5244000,5244000,"['12', '13', '14', '43']",[6]
3,[],17,5257000,5271000,"['12', '13', '41', '43']",[7]
19,[],16,5273000,6807000,"['12', '13', '14', '43']",[8]
8,[],17,6826000,6868000,"['12', '13', '41', '43']",[9]
8,[],28,6875000,6975000,"['12', '13', '14', '42', '43']",[10]
2,[],29,6982000,6989000,"['12', '13', '14', '24', '43']",[11]
1,[],28,6991000,6991000,"['12', '13', '14', '42', '43']",[12]
1,[],29,6998000,6998000,"['12', '13', '14', '24', '43']",[13]
12,[],28,7012000,7447000,"['12', '13', '14', '42', '43']",[14]
45,[],38,7655000,10726000,"['12', '13', '14', '23', '24', '43']","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
28,"[['12', '23', '31']]",40,10798000,12510000,"['12', '13', '23', '24', '41', '43']",[28]
47,[],38,12513000,14559000,"['12', '13', '14', '23', '24', '43']","[29, 30]"
7,"[['13', '21', '32']]",40,14709000,14833000,"['12', '13', '23', '24', '41', '43']",[31]
1,[],38,14861000,14861000,"['12', '13', '14', '23', '24', '43']",[32]
8,"[['13', '21', '32']]",40,14864000,17577000,"['12', '13', '23', '24', '41', '43']",[33]
157,[],38,17605000,32698000,"['12', '13', '14', '23', '24', '43']","[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]"
1,"[['13', '21', '32']]",40,32949000,32949000,"['12', '13', '23', '24', '41', '43']",[45]
1,[],38,32955000,32955000,"['12', '13', '14', '23', '24', '43']",[46]
1,"[['13', '21', '32']]",40,33095000,33095000,"['12', '13', '23', '24', '41', '43']",[47]
3,[],38,33114000,33264000,"['12', '13', '14', '23', '24', '43']",[48]
6,"[['13', '21', '32']]",40,33446000,33963000,"['12', '13', '23', '24', '41', '43']",[49]
48,[],38,33968000,42066000,"['12', '13', '14', '23', '24', '43']",[50]
1,"[['14', '31', '43'], ['24', '32', '43']]",41,45489000,45489000,"['12', '13', '24', '32', '41', '43']",[51]
2,[],38,45523000,46065000,"['12', '13', '14', '23', '24', '43']",[52]
1,"[['13', '21', '32']]",40,46152000,46152000,"['12', '13', '23', '24', '41', '43']",[53]
33,[],38,46776000,105791000,"['12', '13', '14', '23', '24', '43']","[54, 55, 56, 57, 58, 59]"
4,"[['12', '23', '31']]",40,106604000,107028000,"['12', '13', '23', '24', '41', '43']",[60]
2,[],38,107629000,107705000,"['12', '13', '14', '23', '24', '43']",[61]
5,"[['12', '23', '31']]",40,107749000,117519000,"['12', '13', '23', '24', '41', '43']",[62]
3,[],38,119577000,121127000,"['12', '13', '14', '23', '24', '43']",[63]
