Time,Attacker,Victim,Attack Type,2,1,4,3
199000,1,2,T,-1.0,1.0,0.0,0.0
202000,1,2,T,-1.0,1.0,0.0,0.0
222000,1,4,T,-1.0,2.0,-1.0,0.0
2584000,1,3,B,-1.0,3.0,-1.0,-1.0
2765000,4,2,T,-3.0,4.0,0.0,-1.0
2814000,4,2,B,-3.0,4.0,0.0,-1.0
2831000,1,2,C,-3.0,4.0,0.0,-1.0
2832000,1,2,T,-3.0,4.0,0.0,-1.0
2835000,1,2,T,-3.0,4.0,0.0,-1.0
2838000,1,4,T,-3.0,4.0,0.0,-1.0
2847000,1,2,T,-3.0,4.0,0.0,-1.0
2848000,1,2,T,-3.0,4.0,0.0,-1.0
2872000,1,2,T,-3.0,4.0,0.0,-1.0
2876000,2,4,T,-1.9999999999999998,4.0,-0.9999999999999999,-1.0
2877000,2,3,T,-1.0,5.0,-0.33333333333333337,-3.6666666666666665
2882000,2,3,C,-1.0,5.0,-0.33333333333333337,-3.6666666666666665
2885000,2,3,C,-1.0,5.0,-0.33333333333333337,-3.6666666666666665
2888000,2,4,T,-0.5,5.0,-1.0,-3.5
2894000,2,3,T,-0.5,5.0,-1.0,-3.5
2897000,2,3,C,-0.5,5.0,-1.0,-3.5
2903000,2,3,T,-0.5,5.0,-1.0,-3.5
3009000,2,3,T,-0.5,5.0,-1.0,-3.5
3011000,2,3,C,-0.5,5.0,-1.0,-3.5
3019000,4,3,T,0.0,6.0,0.0,-6.0
3024000,3,2,T,-0.44444444444444464,6.0,-2.220446049250313e-16,-5.555555555555555
3025000,2,3,T,-0.40000000000000036,6.0,-2.220446049250313e-16,-5.6000000000000005
3026000,2,3,T,-0.3636363636363633,6.0,0.0,-5.636363636363637
3030000,3,2,C,-0.6666666666666667,6.0,1.1102230246251565e-16,-5.333333333333334
3032000,3,2,T,-0.9230769230769234,6.0,0.0,-5.076923076923077
3033000,3,2,C,-1.1428571428571428,6.0,0.0,-4.857142857142858
3035000,3,2,C,-1.3333333333333333,6.0,-1.1102230246251565e-16,-4.666666666666667
3036000,3,2,T,-1.5,6.0,0.0,-4.5
3038000,3,2,C,-1.6470588235294112,6.0,2.220446049250313e-16,-4.352941176470589
3041000,3,2,T,-1.7777777777777777,6.0,1.1102230246251565e-16,-4.222222222222221
3062000,3,2,T,-1.8947368421052633,6.0,-3.3306690738754696e-16,-4.105263157894737
3063000,1,3,T,-1.8947368421052633,6.0,-3.3306690738754696e-16,-4.105263157894737
3067000,2,3,C,-1.7999999999999996,6.0,1.1102230246251565e-16,-4.199999999999999
3071000,2,3,C,-1.7142857142857142,6.0,1.1102230246251565e-16,-4.285714285714286
3084000,2,4,T,-1.314285714285715,6.0,-0.40000000000000013,-4.285714285714286
3109000,2,4,C,-1.0476190476190474,6.0,-0.6666666666666665,-4.285714285714285
3116000,2,1,T,-0.6031746031746028,5.555555555555555,-0.6666666666666665,-4.285714285714285
3119000,2,1,C,-0.24761904761904785,5.199999999999999,-0.6666666666666663,-4.285714285714286
3120000,2,1,B,0.043290043290043156,4.909090909090909,-0.6666666666666667,-4.285714285714286
3124000,2,1,C,0.28571428571428603,4.666666666666667,-0.6666666666666665,-4.285714285714285
3128000,2,4,T,0.47619047619047583,4.666666666666667,-0.8571428571428574,-4.285714285714286
3131000,2,4,C,0.6190476190476186,4.666666666666666,-1.0,-4.285714285714286
3134000,2,3,T,0.6969696969696968,4.666666666666667,-1.0,-4.363636363636363
3135000,2,3,C,0.7681159420289854,4.666666666666666,-1.0,-4.434782608695652
3136000,2,4,T,0.879227053140097,4.666666666666666,-1.111111111111111,-4.434782608695652
3145000,2,4,C,0.9681159420289853,4.666666666666668,-1.2,-4.434782608695652
3154000,2,4,T,1.040843214756258,4.666666666666667,-1.272727272727273,-4.434782608695652
3155000,2,4,T,1.1014492753623186,4.666666666666668,-1.3333333333333335,-4.434782608695652
3158000,2,1,T,1.3065774804905246,4.461538461538462,-1.3333333333333337,-4.434782608695652
