count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
3,14,null,[],1,3,1020000,1139000,['14'],"[3, 0, 0, 0]","[0, 0, 0, 3]",[3],"[1.0, 0.0, 0.0, -1.0]"
13,13,null,[],2,3,1367000,3822000,"['14', '13']","[13, 0, 0, 0]","[0, 0, 11, 2]","[2, 11]","[2.0, 0.0, -1.0, -1.0]"
8,12,null,[],6,1,13836000,15412000,"['14', '13', '12']","[8, 0, 0, 0]","[0, 2, 6, 0]","[0, 6, 2]","[3.0, -1.0, -1.0, -1.0]"
2,42,null,[],16,3,18408000,18534000,"['14', '13', '12', '42']","[1, 0, 0, 1]","[0, 2, 0, 0]","[0, 0, 1, 1]","[4.0, -3.0, -1.0, 0.0]"
13,43,null,[],28,1,18567000,19050000,"['14', '13', '12', '42', '43']","[12, 0, 0, 1]","[0, 1, 11, 1]","[1, 10, 1, 0, 1]","[5.0, -3.0, -3.0, 1.0]"
2,21,21,"[['14', '21', '42']]",34,1,19054000,19058000,"['14', '13', '21', '42', '43']","[0, 2, 0, 0]","[2, 0, 0, 0]","[0, 0, 2, 0, 0]","[4.000000000000001, -1.6666666666666667, -3.333333333333333, 1.0000000000000002]"
2,12,12,[],28,1,19061000,19067000,"['14', '13', '12', '42', '43']","[2, 0, 0, 0]","[0, 2, 0, 0]","[0, 0, 2, 0, 0]","[4.25, -2.0, -3.25, 1.0]"
1,21,21,"[['14', '21', '42']]",34,1,19068000,19068000,"['14', '13', '21', '42', '43']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0]","[4.000000000000001, -1.6666666666666667, -3.333333333333333, 1.0000000000000002]"
2,12,12,[],28,1,19072000,19075000,"['14', '13', '12', '42', '43']","[2, 0, 0, 0]","[0, 2, 0, 0]","[0, 0, 2, 0, 0]","[4.1818181818181825, -1.9090909090909092, -3.2727272727272725, 0.9999999999999998]"
5,24,24,[],29,1,19078000,19325000,"['14', '13', '12', '24', '43']","[1, 4, 0, 0]","[0, 1, 0, 4]","[0, 0, 1, 4, 0]","[4.25, 1.1999999999999997, -4.05, -1.4000000000000001]"
7,23,null,[],38,2,19560000,20992000,"['14', '13', '12', '24', '43', '23']","[6, 1, 0, 0]","[0, 6, 1, 0]","[0, 0, 6, 0, 0, 1]","[5.333333333333333, 1.866666666666667, -6.0, -1.2000000000000002]"
2,34,34,[],38,1,22242000,22244000,"['14', '13', '12', '24', '34', '23']","[0, 0, 2, 0]","[0, 0, 0, 2]","[0, 0, 0, 0, 2, 0]","[5.333333333333333, 1.8666666666666665, -3.3333333333333335, -3.8666666666666667]"
1,31,31,"[['12', '23', '31']]",40,2,22247000,22247000,"['14', '31', '12', '24', '34', '23']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[5.19047619047619, 1.8666666666666667, -3.1904761904761907, -3.866666666666667]"
51,13,13,[],38,1,22277000,44149000,"['14', '13', '12', '24', '34', '23']","[18, 7, 26, 0]","[0, 10, 13, 28]","[1, 7, 10, 1, 26, 6]","[5.457142857142856, 1.761904761904762, -2.023645320197044, -5.195402298850575]"
3,21,21,[],38,7,44160000,44176000,"['14', '13', '21', '24', '34', '23']","[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 0, 3, 0, 0, 0]","[5.111520737327189, 2.10752688172043, -2.023645320197044, -5.195402298850575]"
20,12,12,[],38,1,44177000,100516000,"['14', '13', '12', '24', '34', '23']","[7, 0, 13, 0]","[0, 4, 1, 15]","[2, 1, 4, 0, 13, 0]","[5.2031746031746025, 2.019047619047619, -1.9841269841269842, -5.238095238095239]"
3,31,31,"[['12', '23', '31']]",40,2,100567000,115251000,"['14', '31', '12', '24', '34', '23']","[1, 0, 2, 0]","[1, 1, 0, 1]","[0, 1, 1, 0, 1, 0]","[5.117117117117118, 1.9999999999999996, -1.8768070395977376, -5.24031007751938]"
4,32,32,[],38,9,116289000,132956000,"['14', '31', '12', '24', '34', '32']","[2, 0, 2, 0]","[0, 1, 0, 3]","[2, 0, 0, 0, 1, 1]","[5.117117117117118, 1.5000000000000002, -1.3746928746928746, -5.242424242424242]"
3,13,13,[],38,3,133964000,137045000,"['14', '13', '12', '24', '34', '32']","[2, 0, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 0, 1, 0]","[5.140825035561878, 1.481981981981982, -1.378362573099415, -5.244444444444444]"
