count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
2,13,null,[],1,2,36000,40000,['13'],"[2, 0, 0, 0]","[0, 0, 2, 0]",[2],"[1.0, 0.0, -1.0, 0.0]"
3,32,null,[],3,15,75000,111000,"['13', '32']","[2, 0, 1, 0]","[0, 1, 2, 0]","[2, 1]","[2.0, -2.0, 0.0, 0.0]"
1,12,null,[],10,3,132000,132000,"['13', '32', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 1]","[3.0, -3.0, 0.0, 0.0]"
18,14,null,[],16,4,282000,802000,"['13', '32', '12', '14']","[17, 0, 1, 0]","[0, 4, 7, 7]","[7, 1, 3, 7]","[4.0, -3.0, 0.0, -1.0]"
1,41,41,[],20,4,802000,802000,"['13', '32', '12', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 1]","[3.75, -3.125, -0.125, -0.5]"
1,23,23,[],20,6,1038000,1038000,"['13', '23', '12', '41']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 1, 0, 0]","[3.75, -2.125, -1.125, -0.5]"
1,32,32,[],20,4,1079000,1079000,"['13', '32', '12', '41']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[3.75, -2.375, -0.875, -0.5]"
3,43,null,[],31,4,1107000,1141000,"['13', '32', '12', '41', '43']","[0, 0, 0, 3]","[2, 0, 1, 0]","[0, 0, 0, 2, 1]","[4.1000000000000005, -3.3, -2.75, 1.9500000000000002]"
1,34,34,"[['13', '34', '41']]",34,4,1172000,1172000,"['13', '32', '12', '41', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1]","[4.1, -2.8, -1.25, -0.0499999999999996]"
1,43,43,[],31,4,1185000,1185000,"['13', '32', '12', '41', '43']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1]","[4.1000000000000005, -2.966666666666667, -1.75, 0.6166666666666667]"
41,14,14,[],29,4,1197000,1870000,"['13', '32', '12', '14', '43']","[41, 0, 0, 0]","[0, 12, 19, 10]","[19, 0, 12, 10, 0]","[4.549999999999999, -2.8166666666666664, -1.75, 0.016666666666666607]"
3,31,31,"[['14', '31', '43']]",34,23,1918000,2270000,"['31', '32', '12', '14', '43']","[2, 0, 1, 0]","[1, 2, 0, 0]","[1, 0, 2, 0, 0]","[4.420967741935484, -2.8166666666666664, -1.620967741935484, 0.016666666666666496]"
1,41,41,[],31,23,3371000,3371000,"['31', '32', '12', '41', '43']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 1, 0]","[4.299539170506912, -2.8571428571428568, -1.6209677419354838, 0.17857142857142827]"
1,13,13,[],31,4,4046000,4046000,"['13', '32', '12', '41', '43']","[1, 0, 0, 0]","[0, 0, 1, 0]","[1, 0, 0, 0, 0]","[4.303571428571428, -2.857142857142857, -1.6249999999999998, 0.1785714285714286]"
4,14,14,[],29,4,4049000,4059000,"['13', '32', '12', '14', '43']","[4, 0, 0, 0]","[0, 0, 2, 2]","[2, 0, 0, 2, 0]","[4.360613810741688, -2.8405797101449277, -1.6323529411764706, 0.11231884057970976]"
5,24,null,"[['24', '32', '43']]",39,1,4416000,4424000,"['13', '32', '12', '14', '43', '24']","[4, 1, 0, 0]","[0, 1, 2, 2]","[2, 0, 1, 1, 0, 1]","[5.222222222222221, -0.9999999999999998, -1.5555555555555554, -2.666666666666667]"
1,21,21,"[['24', '32', '43'], ['13', '21', '32']]",41,5,4614000,4614000,"['13', '32', '21', '14', '43', '24']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.022222222222222, -0.8, -1.5555555555555554, -2.666666666666667]"
7,23,23,[],38,8,4614000,4636000,"['13', '23', '21', '14', '43', '24']","[0, 7, 0, 0]","[2, 0, 2, 3]","[0, 2, 2, 0, 0, 3]","[4.6767676767676765, 0.545454545454545, -2.555555555555556, -2.666666666666667]"
8,12,12,[],38,2,4815000,5081000,"['13', '23', '12', '14', '43', '24']","[6, 2, 0, 0]","[0, 3, 2, 3]","[2, 0, 3, 1, 0, 2]","[4.774736842105264, 0.4800000000000004, -2.56140350877193, -2.6933333333333334]"
14,32,32,"[['24', '32', '43']]",39,1,5088000,5698000,"['13', '32', '12', '14', '43', '24']","[6, 0, 8, 0]","[0, 10, 2, 2]","[2, 8, 2, 2, 0, 0]","[4.862962962962964, -0.6984126984126979, -1.423809523809524, -2.740740740740741]"
5,23,23,[],38,2,5760000,5765000,"['13', '23', '12', '14', '43', '24']","[0, 5, 0, 0]","[0, 0, 4, 1]","[0, 4, 0, 0, 0, 1]","[4.862962962962964, 0.0, -2.1222222222222213, -2.740740740740741]"
57,34,34,[],38,1,5855000,6819000,"['13', '23', '12', '14', '34', '24']","[24, 27, 6, 0]","[0, 0, 21, 36]","[8, 13, 0, 16, 6, 14]","[5.100129198966407, 1.0250896057347672, -1.386200716845878, -4.739018087855297]"
270,21,21,[],38,7,7007000,9659000,"['13', '23', '21', '14', '34', '24']","[134, 134, 2, 0]","[8, 0, 187, 75]","[96, 91, 8, 38, 2, 35]","[4.5175485008818335, 2.8964871194379387, -2.3388392117900314, -5.075196408529742]"
24,43,43,[],38,8,9673000,10053000,"['13', '23', '21', '14', '43', '24']","[9, 13, 0, 2]","[0, 0, 17, 7]","[5, 10, 0, 4, 2, 3]","[4.527776211155604, 2.923809523809524, -2.8705902598520048, -4.580995475113122]"
3,34,34,[],38,7,10116000,10121000,"['13', '23', '21', '14', '34', '24']","[0, 1, 2, 0]","[0, 0, 0, 3]","[0, 0, 0, 0, 2, 1]","[4.527776211155604, 2.923809523809524, -2.7064876957494413, -4.745098039215686]"
1,43,43,[],38,8,10128000,10128000,"['13', '23', '21', '14', '43', '24']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[4.527776211155604, 2.923809523809524, -2.8898210290827744, -4.561764705882354]"
175,34,34,[],38,7,10197000,12033000,"['13', '23', '21', '14', '34', '24']","[99, 70, 6, 0]","[4, 0, 100, 71]","[74, 26, 4, 25, 6, 40]","[4.298146696352974, 3.25998052580331, -2.6126726767017394, -4.945454545454545]"
40,43,43,[],38,8,12056000,12595000,"['13', '23', '21', '14', '43', '24']","[28, 11, 0, 1]","[0, 0, 13, 27]","[9, 3, 0, 19, 1, 8]","[4.320266074476179, 3.265169612995699, -2.7529449560933816, -4.832490731378496]"
44,12,12,[],38,2,12605000,12995000,"['13', '23', '12', '14', '43', '24']","[32, 12, 0, 0]","[0, 1, 21, 22]","[14, 7, 1, 17, 0, 5]","[4.374150796302484, 3.2380952380952372, -2.765313336363177, -4.846932698034544]"
174,21,21,[],38,8,13105000,86889000,"['13', '23', '21', '14', '43', '24']","[107, 67, 0, 0]","[5, 0, 40, 129]","[24, 16, 5, 83, 0, 46]","[4.137538411774219, 3.538647342995169, -2.789533011272142, -4.886652743497247]"
10,12,12,[],38,2,86894000,86932000,"['13', '23', '12', '14', '43', '24']","[8, 2, 0, 0]","[0, 2, 5, 3]","[4, 1, 2, 2, 0, 1]","[4.214009731015477, 3.464289821736631, -2.791041882885742, -4.887257669866366]"
11,21,21,[],38,8,86933000,87195000,"['13', '23', '21', '14', '43', '24']","[8, 3, 0, 0]","[1, 0, 1, 9]","[1, 0, 1, 7, 0, 2]","[4.168227654698243, 3.5121621621621624, -2.7910949684862727, -4.889294848374131]"
1,32,32,"[['24', '32', '43'], ['13', '21', '32']]",41,5,87234000,87234000,"['13', '32', '21', '14', '43', '24']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[4.168227654698243, 3.491935483870968, -2.770868290195078, -4.889294848374131]"
28,23,23,[],38,8,87238000,89815000,"['13', '23', '21', '14', '43', '24']","[17, 9, 0, 2]","[3, 0, 11, 14]","[8, 1, 3, 9, 2, 5]","[4.038735455269932, 3.625668449197861, -3.009181232403016, -4.655222672064777]"
459,34,34,[],38,7,89820000,106088000,"['13', '23', '21', '14', '34', '24']","[257, 193, 9, 0]","[5, 0, 174, 280]","[100, 74, 5, 157, 9, 114]","[3.878523603945623, 3.88752052545156, -2.7468245603814587, -5.019219569015725]"
13,12,12,[],38,1,106115000,106512000,"['13', '23', '12', '14', '34', '24']","[9, 2, 2, 0]","[0, 1, 4, 8]","[2, 2, 1, 6, 2, 0]","[3.9154982800682414, 3.8525782135948243, -2.6959897727958566, -5.072086720867209]"
5,21,21,[],38,7,106653000,106773000,"['13', '23', '21', '14', '34', '24']","[0, 5, 0, 0]","[1, 0, 3, 1]","[0, 3, 1, 0, 0, 1]","[3.8816204821251072, 3.8885143894218297, -2.69804815067973, -5.072086720867208]"
7,12,12,[],38,1,106800000,107027000,"['13', '23', '12', '14', '34', '24']","[6, 1, 0, 0]","[0, 1, 2, 4]","[2, 0, 1, 3, 0, 1]","[3.9170248575057407, 3.8534471772651964, -2.698101843756678, -5.072370191014258]"
18,32,32,[],38,3,107031000,107595000,"['13', '32', '12', '14', '34', '24']","[10, 1, 7, 0]","[0, 1, 7, 10]","[7, 1, 0, 3, 6, 1]","[3.9174878721897564, 3.8391417507776295, -2.5569959233336865, -5.199633699633701]"
