count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,23,null,[],1,7,126000,126000,['23'],"[0, 1, 0, 0]","[0, 0, 1, 0]",[1],"[0.0, 1.0, -1.0, 0.0]"
1,34,null,[],3,23,134000,134000,"['23', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 1]","[0.0, 2.0, 0.0, -2.0]"
1,32,32,[],2,11,142000,142000,"['32', '34']","[0, 0, 1, 0]","[0, 1, 0, 0]","[1, 0]","[0.0, 0.5, 1.0, -1.5]"
1,42,null,[],10,23,147000,147000,"['32', '34', '42']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 1]","[0.0, -1.5, 1.5, 0.0]"
2,14,null,[],21,10,148000,159000,"['32', '34', '42', '14']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 0, 0, 2]","[2.0, -2.5, 1.5, -1.0]"
7,12,null,[],33,9,165000,310000,"['32', '34', '42', '14', '12']","[2, 0, 5, 0]","[0, 4, 0, 3]","[3, 2, 0, 1, 1]","[3.2, -4.4, 2.1999999999999997, -1.0]"
14,13,null,[],38,5,319000,591000,"['32', '34', '42', '14', '12', '13']","[6, 0, 6, 2]","[0, 6, 5, 3]","[3, 3, 2, 0, 1, 5]","[6.0, -5.5, 1.5, -2.0]"
10,24,24,[],38,3,629000,884000,"['32', '34', '24', '14', '12', '13']","[2, 2, 6, 0]","[0, 2, 2, 6]","[2, 4, 2, 0, 0, 2]","[6.0, -4.0, 1.6, -3.6]"
2,23,23,[],38,1,912000,913000,"['23', '34', '24', '14', '12', '13']","[0, 2, 0, 0]","[0, 0, 2, 0]","[2, 0, 0, 0, 0, 0]","[6.0, -3.4, 0.9999999999999999, -3.5999999999999996]"
4,21,21,[],38,7,919000,925000,"['23', '34', '24', '14', '21', '13']","[0, 4, 0, 0]","[2, 0, 0, 2]","[0, 0, 2, 0, 2, 0]","[3.999999999999999, -0.7142857142857142, 1.0, -4.285714285714286]"
3,32,32,"[['13', '21', '32']]",40,5,939000,952000,"['32', '34', '24', '14', '21', '13']","[0, 2, 1, 0]","[0, 1, 0, 2]","[1, 0, 2, 0, 0, 0]","[4.0, -0.4102564102564099, 1.0769230769230764, -4.666666666666666]"
3,23,23,[],38,7,979000,993000,"['23', '34', '24', '14', '21', '13']","[1, 2, 0, 0]","[0, 0, 3, 0]","[2, 0, 0, 0, 0, 1]","[4.0, 0.0, 0.6666666666666669, -4.666666666666666]"
10,12,12,[],38,1,1011000,1103000,"['23', '34', '24', '14', '12', '13']","[9, 0, 1, 0]","[0, 1, 7, 2]","[0, 1, 0, 1, 1, 7]","[4.3999999999999995, -0.40000000000000013, 0.6666666666666666, -4.666666666666666]"
6,32,32,[],38,3,1115000,1129000,"['32', '34', '24', '14', '12', '13']","[0, 0, 6, 0]","[0, 4, 0, 2]","[4, 2, 0, 0, 0, 0]","[4.4, -0.6807017543859644, 0.9473684210526321, -4.666666666666666]"
24,31,31,[],38,9,1132000,1352000,"['32', '34', '24', '14', '12', '31']","[4, 0, 20, 0]","[9, 7, 0, 8]","[5, 6, 0, 2, 2, 9]","[3.357142857142857, -1.357142857142857, 2.666666666666667, -4.666666666666667]"
9,42,42,[],38,11,1361000,1408000,"['32', '34', '42', '14', '12', '31']","[1, 0, 7, 1]","[4, 2, 0, 3]","[1, 2, 1, 1, 0, 4]","[2.9999999999999996, -1.6571428571428575, 3.057142857142858, -4.4]"
1,13,13,[],38,5,1416000,1416000,"['32', '34', '42', '14', '12', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[3.064039408866995, -1.6571428571428575, 2.993103448275862, -4.3999999999999995]"
1,21,21,"[['14', '21', '42'], ['13', '21', '32']]",41,21,1450000,1450000,"['32', '34', '42', '14', '21', '13']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 0, 1, 0]","[2.7068965517241375, -1.2999999999999998, 2.9931034482758614, -4.4]"
2,24,24,"[['13', '21', '32']]",40,5,1514000,1549000,"['32', '34', '24', '14', '21', '13']","[0, 2, 0, 0]","[0, 0, 0, 2]","[0, 0, 2, 0, 0, 0]","[2.706896551724139, -1.0333333333333328, 2.993103448275863, -4.666666666666666]"
100,12,12,[],38,3,1568000,2345000,"['32', '34', '24', '14', '12', '13']","[100, 0, 0, 0]","[0, 21, 32, 47]","[0, 0, 0, 47, 21, 32]","[4.733747880158282, -2.1195402298850574, 2.0524590163934424, -4.666666666666666]"
111,42,42,[],38,5,2350000,3209000,"['32', '34', '42', '14', '12', '13']","[108, 0, 1, 2]","[0, 25, 40, 46]","[0, 1, 2, 45, 23, 40]","[5.254379284082255, -2.6835164835164838, 1.7148514851485148, -4.285714285714286]"
135,24,24,[],38,3,3214000,4359000,"['32', '34', '24', '14', '12', '13']","[122, 1, 12, 0]","[0, 23, 48, 64]","[5, 7, 1, 56, 18, 48]","[5.479578139980825, -2.7619047619047623, 1.6823266219239374, -4.4]"
26,23,23,[],38,1,4368000,4580000,"['23', '34', '24', '14', '12', '13']","[24, 1, 1, 0]","[0, 6, 10, 10]","[1, 1, 0, 9, 6, 9]","[5.512991339107263, -2.667911714770798, 1.5549203756635355, -4.4]"
