count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
8,14,null,[],1,3,1352000,1438000,['14'],"[8, 0, 0, 0]","[0, 0, 0, 8]",[8],"[1.0, 0.0, 0.0, -1.0]"
1,13,null,[],2,3,1442000,1442000,"['14', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 1]","[2.0, 0.0, -1.0, -1.0]"
2,21,null,[],7,3,1450000,1459000,"['14', '13', '21']","[0, 2, 0, 0]","[2, 0, 0, 0]","[0, 0, 2]","[1.0, 3.0, -2.0, -2.0]"
5,12,12,[],6,1,1463000,1488000,"['14', '13', '12']","[5, 0, 0, 0]","[0, 4, 0, 1]","[1, 0, 4]","[2.333333333333333, 0.33333333333333326, -1.3333333333333333, -1.3333333333333333]"
30,32,null,[],16,4,1491000,3251000,"['14', '13', '12', '32']","[29, 0, 1, 0]","[0, 10, 17, 3]","[3, 17, 9, 1]","[3.6, -2.466666666666667, -2.7755575615628914e-17, -1.1333333333333333]"
4,24,null,[],29,5,3254000,3277000,"['14', '13', '12', '32', '24']","[3, 1, 0, 0]","[0, 1, 2, 1]","[0, 2, 1, 0, 1]","[4.5, -1.5, 1.0, -4.0]"
1,42,42,[],30,3,3287000,3287000,"['14', '13', '12', '32', '42']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 0, 1]","[4.5, -3.0, 0.5, -2.0]"
69,43,null,[],38,6,3295000,5033000,"['14', '13', '12', '32', '42', '43']","[66, 0, 1, 2]","[0, 32, 23, 14]","[14, 22, 30, 1, 1, 1]","[5.826086956521738, -4.492753623188406, -2.0, 0.6666666666666664]"
90,23,23,[],38,4,5210000,9260000,"['14', '13', '12', '23', '42', '43']","[87, 3, 0, 0]","[0, 33, 31, 26]","[26, 28, 33, 3, 0, 0]","[5.8987341772151884, -2.165400843881857, -4.4, 0.6666666666666667]"
6,32,32,[],38,6,9273000,9405000,"['14', '13', '12', '32', '42', '43']","[5, 0, 1, 0]","[0, 3, 2, 1]","[1, 2, 2, 1, 0, 0]","[5.901234567901234, -2.567901234567901, -3.9999999999999996, 0.6666666666666664]"
4,24,24,"[['24', '32', '43']]",39,1,9513000,9618000,"['14', '13', '12', '32', '24', '43']","[2, 2, 0, 0]","[0, 1, 0, 3]","[1, 0, 1, 0, 2, 0]","[5.902439024390245, -1.502439024390244, -4.0, -0.40000000000000013]"
101,34,34,[],38,3,9662000,14153000,"['14', '13', '12', '32', '24', '34']","[95, 2, 4, 0]","[0, 40, 16, 45]","[40, 16, 39, 1, 2, 3]","[5.9338842975206605, -1.36245572609209, -0.7142857142857149, -3.857142857142857]"
