Time,Attacker,Victim,Attack Type,4,2,3,1
1028000,2,4,C,-1.0,1.0,0.0,0.0
1029000,2,4,M,-1.0,1.0,0.0,0.0
1031000,2,4,F,-1.0,1.0,0.0,0.0
1033000,2,4,C,-1.0,1.0,0.0,0.0
1035000,2,4,F,-1.0,1.0,0.0,0.0
1041000,2,4,F,-1.0,1.0,0.0,0.0
1044000,2,3,M,-1.0,2.0,-1.0,0.0
1047000,2,3,F,-1.0,2.0,-1.0,0.0
1071000,1,4,S,-2.0,2.0,-1.0,1.0
1075000,1,4,F,-2.0,2.0,-1.0,1.0
1085000,2,4,M,-2.0,2.0,-1.0,1.0
1089000,2,4,F,-2.0,2.0,-1.0,1.0
1100000,2,4,M,-2.0,2.0,-1.0,1.0
1111000,2,3,M,-2.0,2.0,-1.0,1.0
1275000,2,4,M,-2.0,2.0,-1.0,1.0
1277000,2,4,M,-2.0,2.0,-1.0,1.0
1282000,2,3,M,-2.0,2.0,-1.0,1.0
1287000,2,4,F,-2.0,2.0,-1.0,1.0
1289000,2,4,F,-2.0,2.0,-1.0,1.0
1292000,2,4,F,-2.0,2.0,-1.0,1.0
1294000,2,4,M,-2.0,2.0,-1.0,1.0
1297000,2,3,S,-2.0,2.0,-1.0,1.0
1303000,2,4,S,-2.0,2.0,-1.0,1.0
1306000,2,1,M,-3.0,4.0,-1.0,0.0
1313000,2,3,S,-3.0,4.0,-1.0,0.0
1320000,1,4,S,-3.0,4.0,-1.0,0.0
2981000,1,4,C,-3.0,4.0,-1.0,0.0
3316000,2,4,M,-3.0,4.0,-1.0,0.0
3604000,1,4,M,-3.0,4.0,-1.0,0.0
4194000,1,4,M,-3.0,4.0,-1.0,0.0
4667000,1,4,M,-3.0,4.0,-1.0,0.0
4869000,1,4,C,-3.0,4.0,-1.0,0.0
4971000,1,4,S,-3.0,4.0,-1.0,0.0
5219000,1,4,S,-3.0,4.0,-1.0,0.0
5224000,1,2,M,-3.0,2.5,-1.5,2.0
5237000,2,4,F,-3.0,2.5,-1.5,2.0
5242000,2,4,F,-3.0,2.5,-1.5,2.0
5244000,2,1,F,-3.0,2.9999999999999996,-1.3333333333333333,1.3333333333333335
5257000,1,2,F,-3.0,2.5,-1.5,2.0
5268000,2,4,F,-3.0,2.5,-1.5,2.0
5271000,2,4,F,-3.0,2.5,-1.5,2.0
5273000,2,1,F,-3.0,2.8,-1.4,1.5999999999999999
5276000,2,3,F,-3.0,2.8,-1.4,1.5999999999999999
5283000,1,4,S,-3.0,2.8,-1.4,1.5999999999999999
5295000,2,1,F,-3.0,2.9999999999999996,-1.3333333333333333,1.3333333333333335
5299000,2,1,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
5925000,1,4,S,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6766000,1,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6768000,2,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6771000,2,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6773000,2,3,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6776000,2,4,S,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6780000,2,3,S,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6784000,2,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6788000,2,3,S,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6792000,2,3,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6793000,1,4,S,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6798000,2,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6800000,2,4,F,-3.0,3.1428571428571432,-1.2857142857142856,1.1428571428571426
6807000,2,1,M,-3.0,3.25,-1.25,1.0
6826000,1,2,F,-3.0,2.9999999999999996,-1.3333333333333333,1.3333333333333335
6832000,1,2,C,-3.0,2.8,-1.4,1.5999999999999999
6841000,1,2,F,-3.0,2.6363636363636362,-1.4545454545454546,1.8181818181818183
6850000,1,2,F,-3.0,2.5,-1.5,2.0
6853000,1,4,S,-3.0,2.5,-1.5,2.0
6856000,1,2,C,-3.0,2.384615384615385,-1.5384615384615383,2.1538461538461537
6866000,1,2,C,-3.0,2.285714285714286,-1.5714285714285714,2.285714285714286
6868000,1,2,F,-3.0,2.2,-1.6,2.4000000000000004
6875000,1,3,F,-3.0,2.5999999999999996,-3.0,3.4000000000000004
6889000,1,2,F,-3.0,2.5,-3.0,3.5
6914000,1,4,S,-3.0,2.5,-3.0,3.5
6922000,2,4,F,-3.0,2.5,-3.0,3.5
6935000,2,4,F,-3.0,2.5,-3.0,3.5
6939000,2,4,F,-3.0,2.5,-3.0,3.5
6960000,2,3,S,-3.0,2.5,-3.0,3.5
