count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,24,null,[],1,8,34559200,34559200,['24'],"[0, 1, 0, 0]","[0, 0, 0, 1]",[1],"[0.0, 1.0, 0.0, -1.0]"
1,42,42,[],1,10,34586200,34586200,['42'],"[0, 0, 0, 1]","[0, 1, 0, 0]",[1],"[0.0, 0.0, 0.0, 0.0]"
3,12,null,[],4,5,34683300,34694700,"['42', '12']","[3, 0, 0, 0]","[0, 3, 0, 0]","[0, 3]","[1.5, -1.0, 0.0, -0.5]"
1,21,21,[],3,8,34699500,34699500,"['42', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1]","[0.75, -0.5, 0.0, -0.25]"
2,12,12,[],4,5,34701400,34707600,"['42', '12']","[2, 0, 0, 0]","[0, 2, 0, 0]","[0, 2]","[0.9999999999999999, -0.6666666666666667, 0.0, -0.3333333333333335]"
1,21,21,[],3,8,34710100,34710100,"['42', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1]","[0.6428571428571428, -0.4285714285714286, 0.0, -0.2142857142857144]"
1,12,12,[],4,5,34714000,34714000,"['42', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0.75, -0.5, 0.0, -0.25]"
1,21,21,[],3,8,34714000,34714000,"['42', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1]","[0.5, -0.33333333333333337, 0.0, -0.16666666666666663]"
2,12,12,[],4,5,34725300,34726600,"['42', '12']","[2, 0, 0, 0]","[0, 2, 0, 0]","[0, 2]","[0.681818181818182, -0.4545454545454546, 0.0, -0.2272727272727273]"
1,21,21,[],3,8,34730500,34730500,"['42', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1]","[0.5, -0.33333333333333337, 0.0, -0.16666666666666663]"
1,12,12,[],4,5,34736800,34736800,"['42', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0.5769230769230769, -0.3846153846153846, 0.0, -0.1923076923076923]"
7,13,null,[],12,1,34755700,35419200,"['42', '12', '13']","[7, 0, 0, 0]","[0, 1, 6, 0]","[0, 1, 6]","[1.642857142857143, -0.14285714285714302, -1.2857142857142856, -0.2142857142857144]"
1,24,24,[],14,1,35794600,35794600,"['24', '12', '13']","[0, 1, 0, 0]","[0, 0, 0, 1]","[1, 0, 0]","[1.8095238095238098, 0.19047619047619035, -1.2857142857142856, -0.7142857142857143]"
