Species,Group,X,Y
Mice,1,46.733188,403.622513
Mice,10,87.388031,-287.12256
Mice,11,-503.559044,110.01434
Mice,12,61.070609,-95.96579
Mice,13,45.781872,4.160783
Mice,14,42.872518,-145.044394
Mice,2,60.035855,31.431324
Mice,3,53.679203,59.768996
Mice,4,60.417178,-22.451727
Mice,5,-391.027447,24.381622
Mice,6,-3.231594,135.64841
Mice,7,737.181001,-3.751193
Mice,8,-313.042485,-261.253499
Mice,9,15.701115,46.561176
