count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,21,null,[],1,4,41000,41000,['21'],"[0, 1, 0, 0]","[1, 0, 0, 0]",[1],"[-1.0, 1.0, 0.0, 0.0]"
1,23,null,[],2,4,56000,56000,"['21', '23']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 1]","[-1.0, 2.0, -1.0, 0.0]"
13,24,null,[],6,2,67000,118000,"['21', '23', '24']","[0, 13, 0, 0]","[6, 0, 3, 4]","[6, 3, 4]","[-1.0, 3.0, -1.0, -1.0]"
4,13,null,[],16,20,137000,139000,"['21', '23', '24', '13']","[4, 0, 0, 0]","[0, 0, 4, 0]","[0, 0, 0, 4]","[0.0, 4.0, -3.0, -1.0]"
4,14,null,[],28,10,140000,146000,"['21', '23', '24', '13', '14']","[4, 0, 0, 0]","[0, 0, 0, 4]","[0, 0, 0, 0, 4]","[1.0, 5.0, -3.0, -3.0]"
62,12,12,[],28,3,148000,577000,"['12', '23', '24', '13', '14']","[62, 0, 0, 0]","[0, 20, 19, 23]","[20, 0, 0, 19, 23]","[3.962962962962963, 2.037037037037037, -3.0, -3.0]"
11,21,21,[],28,10,660000,740000,"['21', '23', '24', '13', '14']","[2, 9, 0, 0]","[9, 0, 2, 0]","[9, 0, 0, 2, 0]","[3.2222222222222223, 2.7777777777777777, -3.0, -3.0]"
4,12,12,[],28,3,744000,760000,"['12', '23', '24', '13', '14']","[4, 0, 0, 0]","[0, 3, 1, 0]","[3, 0, 0, 1, 0]","[3.3589743589743586, 2.6410256410256405, -3.0, -3.0]"
1,21,21,[],28,10,792000,792000,"['21', '23', '24', '13', '14']","[0, 1, 0, 0]","[1, 0, 0, 0]","[1, 0, 0, 0, 0]","[3.3000000000000003, 2.7, -3.0, -3.0]"
11,12,12,[],28,3,795000,901000,"['12', '23', '24', '13', '14']","[11, 0, 0, 0]","[0, 5, 6, 0]","[5, 0, 0, 6, 0]","[3.4888888888888894, 2.511111111111111, -3.0, -3.0]"
6,41,41,"[['12', '24', '41']]",34,6,907000,1004000,"['12', '23', '24', '13', '41']","[5, 0, 0, 1]","[1, 3, 2, 0]","[3, 0, 0, 2, 1]","[3.4761904761904767, 2.416666666666667, -3.0357142857142856, -2.857142857142857]"
3,32,32,"[['12', '24', '41']]",35,5,1039000,1053000,"['12', '32', '24', '13', '41']","[0, 0, 3, 0]","[0, 3, 0, 0]","[0, 3, 0, 0, 0]","[3.476190476190476, 1.1309523809523814, -1.3214285714285714, -3.2857142857142856]"
2,23,23,"[['12', '24', '41']]",34,6,1139000,4204000,"['12', '23', '24', '13', '41']","[1, 1, 0, 0]","[0, 1, 1, 0]","[1, 1, 0, 0, 0]","[3.5051020408163267, 1.2627551020408165, -1.5357142857142856, -3.2321428571428568]"
1,14,14,[],28,3,4209000,4209000,"['12', '23', '24', '13', '14']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1]","[3.508796622097115, 1.2627551020408163, -1.5344827586206897, -3.237068965517241]"
1,34,null,[],38,1,4244000,4244000,"['12', '23', '24', '13', '14', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[4.474313863476425, 1.8877551020408163, -0.5, -5.862068965517242]"
5,32,32,[],38,3,4245000,4258000,"['12', '32', '24', '13', '14', '34']","[1, 0, 4, 0]","[0, 3, 0, 2]","[1, 2, 0, 0, 0, 2]","[4.502068965517242, 1.36, -3.3306690738754696e-16, -5.862068965517242]"
30,31,31,[],38,9,4259000,4372000,"['12', '32', '24', '31', '14', '34']","[3, 0, 27, 0]","[1, 16, 0, 13]","[1, 15, 0, 1, 2, 11]","[4.423348694316435, 0.13333333333333286, 1.314285714285714, -5.870967741935484]"
