count,intransitive,stateMatch,start,end,states,idxs
4,[],1,32016200,32154700,['12'],"[1, 2]"
5,[],2,32482900,32936100,"['12', '13']",[3]
2,[],14,33057100,33071500,"['12', '13', '24']",[4]
19,[],16,33102800,34554400,"['12', '13', '14', '43']",[5]
134,[],29,34720900,47662100,"['12', '13', '14', '24', '43']",[6]
441,[],38,47753500,141633500,"['12', '13', '14', '23', '24', '43']","[7, 8, 9]"
