Time,Attacker,Victim,Attack Type,3,1,4,2
8391000,1,3,C,-1.0,1.0,0.0,0.0
9183000,1,4,C,-1.0,2.0,-1.0,0.0
9185000,1,4,F,-1.0,2.0,-1.0,0.0
9191000,1,4,F,-1.0,2.0,-1.0,0.0
9195000,1,4,S,-1.0,2.0,-1.0,0.0
9198000,1,4,F,-1.0,2.0,-1.0,0.0
9241000,1,2,S,-1.0,3.0,-1.0,-1.0
9248000,1,2,R,-1.0,3.0,-1.0,-1.0
9250000,1,2,S,-1.0,3.0,-1.0,-1.0
9275000,1,4,S,-1.0,3.0,-1.0,-1.0
9280000,1,4,S,-1.0,3.0,-1.0,-1.0
9291000,1,4,F,-1.0,3.0,-1.0,-1.0
9310000,1,3,C,-1.0,3.0,-1.0,-1.0
9313000,1,3,C,-1.0,3.0,-1.0,-1.0
9359000,1,3,M,-1.0,3.0,-1.0,-1.0
9384000,1,3,C,-1.0,3.0,-1.0,-1.0
9514000,1,4,F,-1.0,3.0,-1.0,-1.0
9532000,1,4,F,-1.0,3.0,-1.0,-1.0
9541000,1,4,S,-1.0,3.0,-1.0,-1.0
10383000,1,4,M,-1.0,3.0,-1.0,-1.0
10389000,1,4,F,-1.0,3.0,-1.0,-1.0
10396000,1,4,S,-1.0,3.0,-1.0,-1.0
10399000,1,4,F,-1.0,3.0,-1.0,-1.0
10403000,1,4,F,-1.0,3.0,-1.0,-1.0
10407000,1,3,M,-1.0,3.0,-1.0,-1.0
10412000,1,3,F,-1.0,3.0,-1.0,-1.0
10416000,1,3,C,-1.0,3.0,-1.0,-1.0
10417000,1,3,M,-1.0,3.0,-1.0,-1.0
10419000,1,3,F,-1.0,3.0,-1.0,-1.0
10426000,1,3,F,-1.0,3.0,-1.0,-1.0
10433000,1,4,S,-1.0,3.0,-1.0,-1.0
10436000,1,3,F,-1.0,3.0,-1.0,-1.0
10440000,1,3,F,-1.0,3.0,-1.0,-1.0
10445000,1,3,F,-1.0,3.0,-1.0,-1.0
10454000,1,4,F,-1.0,3.0,-1.0,-1.0
10459000,1,4,S,-1.0,3.0,-1.0,-1.0
