Species,Group,X,Y
Chicken,1,165.37355,101.375636
Chicken,10,77.7967,-205.772333
Chicken,11,-120.72635,-48.180592
Chicken,12,157.63972,86.857284
Chicken,14,-104.62596,-648.196145
Chicken,5,-633.31152,669.428607
Chicken,13,78.70045,128.326497
Chicken,2,-1053.68556,-303.253864
Chicken,3,72.82369,-38.055104
Chicken,4,85.12701,-4.777813
Chicken,6,-13.41141,285.051906
Chicken,7,1344.60895,-4.620085
Chicken,8,78.73939,79.505516
Chicken,9,-135.04866,-97.68951
