count,intransitive,stateMatch,start,end,states,idxs
8,[],1,1352000,1438000,['12'],[1]
1,[],2,1442000,1442000,"['12', '13']",[2]
2,[],7,1450000,1459000,"['12', '13', '41']",[3]
5,[],6,1463000,1488000,"['12', '13', '14']",[4]
30,[],16,1491000,3251000,"['12', '13', '14', '43']",[5]
4,[],29,3254000,3277000,"['12', '13', '14', '24', '43']",[6]
1,[],30,3287000,3287000,"['12', '13', '14', '24', '34']",[7]
165,[],38,3295000,9405000,"['12', '13', '14', '23', '24', '43']","[8, 9, 10]"
4,"[['24', '32', '43']]",39,9513000,9618000,"['12', '13', '14', '24', '32', '43']",[11]
403,[],38,9662000,34293000,"['12', '13', '14', '23', '24', '43']","[12, 13, 14, 15, 16, 17, 18]"
65,"[['24', '32', '43']]",39,34331000,42393000,"['12', '13', '14', '24', '32', '43']",[19]
58,[],38,42399000,48512000,"['12', '13', '14', '23', '24', '43']",[20]
2,"[['24', '32', '43']]",39,48526000,48529000,"['12', '13', '14', '24', '32', '43']",[21]
146,[],38,48543000,171757000,"['12', '13', '14', '23', '24', '43']","[22, 23, 24, 25, 26, 27, 28]"
