count,intransitive,stateMatch,start,end,states,idxs
1,[],1,485000,485000,['12'],[1]
13,[],2,489000,566000,"['12', '13']",[2]
44,[],6,582000,1095000,"['12', '13', '14']",[3]
53,[],16,1099000,1497000,"['12', '13', '14', '43']",[4]
1,[],30,1527000,1527000,"['12', '13', '14', '24', '34']",[5]
135,[],38,1548000,3350000,"['12', '13', '14', '23', '24', '43']","[6, 7, 8, 9, 10, 11, 12, 13, 14]"
13,"[['24', '32', '43']]",39,3352000,3408000,"['12', '13', '14', '24', '32', '43']",[15]
10,[],38,3408000,3423000,"['12', '13', '14', '23', '24', '43']","[16, 17]"
2,"[['23', '34', '42']]",39,3425000,3428000,"['12', '13', '14', '24', '32', '43']",[18]
113,[],38,3429000,3868000,"['12', '13', '14', '23', '24', '43']","[19, 20, 21]"
52,"[['23', '34', '42']]",39,3875000,4173000,"['12', '13', '14', '24', '32', '43']",[22]
286,[],38,4175000,6206000,"['12', '13', '14', '23', '24', '43']","[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
9,"[['24', '32', '43']]",39,6217000,6253000,"['12', '13', '14', '24', '32', '43']",[37]
103,[],38,6254000,6859000,"['12', '13', '14', '23', '24', '43']","[38, 39, 40]"
1,"[['24', '32', '43']]",39,6862000,6862000,"['12', '13', '14', '24', '32', '43']",[41]
397,[],38,6870000,9546000,"['12', '13', '14', '23', '24', '43']","[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
7,"[['23', '34', '42']]",39,9551000,9576000,"['12', '13', '14', '24', '32', '43']",[70]
376,[],38,9580000,12776000,"['12', '13', '14', '23', '24', '43']","[71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]"
7,"[['24', '32', '43']]",39,12790000,12842000,"['12', '13', '14', '24', '32', '43']",[89]
25,[],38,12845000,12984000,"['12', '13', '14', '23', '24', '43']",[90]
2,"[['12', '23', '31'], ['14', '31', '43']]",41,12986000,12987000,"['12', '13', '24', '32', '41', '43']","[91, 92]"
24,[],38,12990000,13123000,"['12', '13', '14', '23', '24', '43']","[93, 94]"
10,"[['24', '32', '43']]",39,13128000,13164000,"['12', '13', '14', '24', '32', '43']",[95]
119,[],38,13168000,13750000,"['12', '13', '14', '23', '24', '43']","[96, 97, 98]"
5,"[['24', '32', '43']]",39,13751000,13779000,"['12', '13', '14', '24', '32', '43']",[99]
75,[],38,13783000,14057000,"['12', '13', '14', '23', '24', '43']",[100]
8,"[['24', '32', '43']]",39,14058000,14106000,"['12', '13', '14', '24', '32', '43']",[101]
27,[],38,14113000,14306000,"['12', '13', '14', '23', '24', '43']","[102, 103]"
7,"[['23', '34', '42']]",39,14310000,14380000,"['12', '13', '14', '24', '32', '43']",[104]
21,[],38,14401000,14789000,"['12', '13', '14', '23', '24', '43']","[105, 106, 107, 108]"
13,"[['24', '32', '43']]",39,14791000,15041000,"['12', '13', '14', '24', '32', '43']",[109]
116,[],38,15080000,16222000,"['12', '13', '14', '23', '24', '43']","[110, 111, 112, 113, 114]"
8,"[['24', '32', '43']]",39,16233000,16399000,"['12', '13', '14', '24', '32', '43']",[115]
51,[],38,16403000,16748000,"['12', '13', '14', '23', '24', '43']","[116, 117]"
24,"[['23', '34', '42']]",39,16756000,16907000,"['12', '13', '14', '24', '32', '43']",[118]
265,[],38,16915000,19593000,"['12', '13', '14', '23', '24', '43']","[119, 120, 121, 122]"
12,"[['24', '32', '43']]",39,19604000,19685000,"['12', '13', '14', '24', '32', '43']",[123]
162,[],38,19693000,21287000,"['12', '13', '14', '23', '24', '43']","[124, 125, 126]"
32,"[['24', '32', '43']]",39,21291000,21691000,"['12', '13', '14', '24', '32', '43']",[127]
31,[],38,21700000,22163000,"['12', '13', '14', '23', '24', '43']","[128, 129]"
