count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,32,null,[],1,9,65000,65000,['32'],"[0, 0, 1, 0]","[0, 1, 0, 0]",[1],"[0.0, -1.0, 1.0, 0.0]"
3,34,null,[],2,11,110000,120000,"['32', '34']","[0, 0, 3, 0]","[0, 2, 0, 1]","[2, 1]","[0.0, -1.0, 2.0, -1.0]"
2,12,null,[],12,21,313000,314000,"['32', '34', '12']","[1, 0, 1, 0]","[0, 2, 0, 0]","[1, 0, 1]","[1.0, -2.0, 2.0, -1.0]"
8,14,null,[],24,2,323000,513000,"['32', '34', '12', '14']","[1, 0, 7, 0]","[0, 4, 0, 4]","[4, 3, 0, 1]","[2.0, -2.0, 2.0, -2.0]"
2,23,23,[],26,2,644000,645000,"['23', '34', '12', '14']","[1, 1, 0, 0]","[0, 0, 1, 1]","[1, 0, 0, 1]","[2.111111111111111, -1.6666666666666665, 1.6666666666666665, -2.111111111111111]"
3,21,21,[],25,4,663000,723000,"['23', '34', '21', '14']","[0, 3, 0, 0]","[2, 0, 1, 0]","[1, 0, 2, 0]","[0.20000000000000007, 0.6000000000000003, 2.0666666666666664, -2.8666666666666667]"
3,13,null,[],31,2,724000,732000,"['23', '34', '21', '14', '13']","[3, 0, 0, 0]","[0, 0, 1, 2]","[0, 0, 0, 2, 1]","[3.0000000000000004, 0.46666666666666634, 0.3999999999999999, -3.8666666666666667]"
16,12,12,[],29,2,791000,1118000,"['23', '34', '12', '14', '13']","[16, 0, 0, 0]","[0, 3, 5, 8]","[0, 0, 3, 8, 5]","[4.0, -0.8666666666666667, 0.3999999999999999, -3.533333333333333]"
1,32,32,[],28,2,1148000,1148000,"['32', '34', '12', '14', '13']","[0, 0, 1, 0]","[0, 1, 0, 0]","[1, 0, 0, 0, 0]","[4.000000000000001, -0.9393939393939397, 0.4545454545454548, -3.515151515151515]"
3,42,null,[],38,5,1148000,1348000,"['32', '34', '12', '14', '13', '42']","[0, 0, 1, 2]","[0, 3, 0, 0]","[1, 0, 0, 0, 0, 2]","[4.666666666666668, -4.0, 1.333333333333333, -2.0]"
1,43,43,[],38,6,1403000,1403000,"['32', '43', '12', '14', '13', '42']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[4.666666666666667, -4.0, 0.533333333333333, -1.2000000000000004]"
1,23,23,[],38,4,1406000,1406000,"['23', '43', '12', '14', '13', '42']","[0, 1, 0, 0]","[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[4.666666666666668, -3.7435897435897436, 0.2769230769230768, -1.2]"
2,34,34,"[['23', '34', '42']]",39,2,1610000,1613000,"['23', '34', '12', '14', '13', '42']","[0, 0, 2, 0]","[0, 0, 0, 2]","[0, 2, 0, 0, 0, 0]","[4.666666666666667, -3.743589743589744, 0.505494505494505, -1.4285714285714286]"
1,32,32,[],38,5,1614000,1614000,"['32', '34', '12', '14', '13', '42']","[0, 0, 1, 0]","[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[4.666666666666667, -3.8095238095238098, 0.5714285714285712, -1.4285714285714284]"
9,31,31,[],38,11,1622000,1945000,"['32', '34', '12', '14', '31', '42']","[1, 0, 8, 0]","[1, 6, 0, 2]","[6, 1, 0, 1, 1, 0]","[4.095238095238096, -4.066666666666666, 1.4714285714285715, -1.5]"
1,24,24,[],38,9,2118000,2118000,"['32', '34', '12', '14', '31', '24']","[0, 1, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[4.095238095238095, -2.733333333333333, 1.471428571428571, -2.833333333333333]"
1,23,23,"[['12', '23', '31']]",40,2,2220000,2220000,"['23', '34', '12', '14', '31', '24']","[0, 1, 0, 0]","[0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[4.095238095238095, -2.571428571428571, 1.3095238095238098, -2.833333333333333]"
1,42,42,"[['12', '23', '31'], ['23', '34', '42']]",41,2,2264000,2264000,"['23', '34', '12', '14', '31', '42']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[4.095238095238095, -2.904761904761905, 1.3095238095238093, -2.5]"
6,24,24,"[['12', '23', '31']]",40,2,2272000,2341000,"['23', '34', '12', '14', '31', '24']","[0, 5, 1, 0]","[0, 0, 1, 5]","[1, 1, 0, 0, 0, 4]","[4.095238095238094, -1.2575757575757573, 1.2178932178932178, -4.055555555555555]"
37,32,32,[],38,9,2343000,3964000,"['32', '34', '12', '14', '31', '24']","[1, 3, 33, 0]","[1, 19, 0, 17]","[18, 14, 1, 0, 1, 3]","[3.8571428571428577, -1.4480519480519478, 2.326086956521739, -4.735177865612648]"
1,43,43,"[['14', '31', '43'], ['24', '32', '43']]",41,4,3964000,3964000,"['32', '43', '12', '14', '31', '24']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[3.8571428571428577, -1.4480519480519485, 2.1666666666666665, -4.575757575757576]"
