count,intransitive,stateMatch,start,end,states,idxs
2,[],1,32643100,32647600,['12'],[1]
1,[],2,32784200,32784200,"['12', '13']",[2]
1,[],14,33029900,33029900,"['12', '13', '24']",[3]
2,[],17,33042400,33056900,"['12', '13', '41', '43']",[4]
148,[],28,33177700,53683900,"['12', '13', '14', '42', '43']",[5]
16,[],29,120642700,123837900,"['12', '13', '14', '24', '43']",[6]
154,[],38,124075300,142094500,"['12', '13', '14', '23', '24', '43']","[7, 8, 9]"
