count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
3,42,null,[],1,10,171000,194000,['42'],"[0, 0, 0, 3]","[0, 3, 0, 0]",[3],"[0.0, -1.0, 0.0, 1.0]"
1,41,null,[],2,7,196000,196000,"['42', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 1]","[-1.0, -1.0, 0.0, 2.0]"
2,14,14,[],3,16,205000,206000,"['42', '14']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 2]","[0.9999999999999999, -1.6666666666666665, 0.0, 0.6666666666666665]"
2,43,null,[],7,12,226000,243000,"['42', '14', '43']","[0, 0, 0, 2]","[0, 0, 2, 0]","[0, 0, 2]","[1.6666666666666665, -1.6666666666666665, -1.6666666666666665, 1.6666666666666665]"
4,12,null,[],17,24,356000,395000,"['42', '14', '43', '12']","[4, 0, 0, 0]","[0, 3, 0, 1]","[0, 1, 0, 3]","[3.0, -3.0, -1.75, 1.75]"
3,32,null,[],32,18,413000,446000,"['42', '14', '43', '12', '32']","[2, 0, 1, 0]","[0, 3, 0, 0]","[0, 0, 0, 2, 1]","[3.0, -5.0, -0.75, 2.75]"
73,13,null,[],38,6,448000,933000,"['42', '14', '43', '12', '32', '13']","[72, 0, 0, 1]","[0, 30, 28, 15]","[0, 15, 1, 30, 0, 27]","[5.7894736842105265, -6.0, -2.0, 2.210526315789474]"
41,34,34,[],38,5,938000,1398000,"['42', '14', '34', '12', '32', '13']","[38, 0, 3, 0]","[0, 15, 9, 17]","[0, 14, 3, 15, 0, 9]","[5.878787878787879, -6.0, 0.0, 0.12121212121212122]"
53,43,43,[],38,6,1400000,2455000,"['42', '14', '43', '12', '32', '13']","[51, 0, 0, 2]","[0, 11, 29, 13]","[1, 13, 1, 10, 0, 28]","[5.913043478260869, -6.0, -0.28571428571428537, 0.3726708074534161]"
10,24,24,"[['24', '32', '43']]",39,1,2459000,2541000,"['24', '14', '43', '12', '32', '13']","[9, 1, 0, 0]","[0, 8, 0, 2]","[1, 1, 0, 8, 0, 0]","[5.914893617021277, -5.199999999999999, -0.2857142857142855, -0.4291793313069905]"
25,42,42,[],38,6,2543000,2931000,"['42', '14', '43', '12', '32', '13']","[24, 0, 0, 1]","[0, 11, 0, 14]","[1, 14, 0, 10, 0, 0]","[5.934426229508197, -5.333333333333334, -0.2857142857142855, -0.31537861046057736]"
