count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,24,null,[],1,8,1104000,1104000,['24'],"[0, 1, 0, 0]","[0, 0, 0, 1]",[1],"[0.0, 1.0, 0.0, -1.0]"
4,23,null,[],2,10,1114000,1127000,"['24', '23']","[0, 4, 0, 0]","[0, 0, 1, 3]","[3, 1]","[0.0, 2.0, -1.0, -1.0]"
9,21,null,[],6,2,1129000,1251000,"['24', '23', '21']","[0, 9, 0, 0]","[5, 0, 2, 2]","[2, 2, 5]","[-1.0, 3.0, -1.0, -1.0]"
1,41,null,[],16,13,1297000,1297000,"['24', '23', '21', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 1]","[-3.0, 4.0, -1.0, 0.0]"
3,12,12,"[['12', '24', '41']]",19,13,1321000,1366000,"['24', '23', '12', '41']","[1, 0, 0, 2]","[2, 1, 0, 0]","[0, 0, 1, 2]","[-2.3333333333333335, 3.5, -1.1666666666666667, 8.326672684688674e-17]"
1,42,42,[],18,13,1398000,1398000,"['42', '23', '12', '41']","[0, 0, 0, 1]","[0, 1, 0, 0]","[1, 0, 0, 0]","[-2.3333333333333335, 3.0714285714285716, -1.3095238095238095, 0.5714285714285714]"
2,24,24,"[['12', '24', '41']]",19,13,1399000,1423000,"['24', '23', '12', '41']","[0, 2, 0, 0]","[0, 0, 1, 1]","[1, 1, 0, 0]","[-2.3333333333333335, 3.125, -1.2916666666666665, 0.5000000000000002]"
5,42,42,[],18,13,1465000,1483000,"['42', '23', '12', '41']","[0, 2, 0, 3]","[0, 3, 2, 0]","[3, 2, 0, 0]","[-2.3333333333333335, 2.409090909090909, -1.5303030303030303, 1.454545454545455]"
1,24,24,"[['12', '24', '41']]",19,13,1595000,1595000,"['24', '23', '12', '41']","[0, 1, 0, 0]","[0, 0, 0, 1]","[1, 0, 0, 0]","[-2.3333333333333335, 2.5, -1.5, 1.3333333333333333]"
4,42,42,[],18,13,1597000,1639000,"['42', '23', '12', '41']","[0, 0, 0, 4]","[3, 1, 0, 0]","[1, 0, 0, 3]","[-2.333333333333334, 2.3461538461538467, -1.5512820512820513, 1.5384615384615388]"
2,24,24,"[['12', '24', '41']]",19,13,1640000,1653000,"['24', '23', '12', '41']","[0, 1, 0, 1]","[1, 0, 0, 1]","[1, 0, 0, 1]","[-2.333333333333334, 2.428571428571429, -1.5238095238095237, 1.428571428571429]"
3,21,21,[],16,13,1696000,2018000,"['24', '23', '21', '41']","[0, 3, 0, 0]","[2, 0, 1, 0]","[0, 1, 2, 0]","[-2.5, 2.5535714285714284, -1.4821428571428572, 1.4285714285714288]"
1,12,12,"[['12', '24', '41']]",19,13,2786000,2786000,"['24', '23', '12', '41']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 1, 0]","[-2.1111111111111107, 2.261904761904762, -1.5793650793650793, 1.4285714285714286]"
3,32,32,"[['12', '24', '41']]",23,13,2850000,4071000,"['24', '32', '12', '41']","[1, 0, 2, 0]","[0, 3, 0, 0]","[0, 2, 1, 0]","[-2.022222222222222, 1.584126984126984, -0.7682539682539682, 1.2063492063492065]"
2,31,null,"[['12', '24', '41']]",37,5,4073000,4076000,"['24', '32', '12', '41', '31']","[0, 0, 2, 0]","[2, 0, 0, 0]","[0, 0, 0, 0, 2]","[-3.8000000000000003, 2.0619047619047626, 0.531746031746032, 1.2063492063492065]"
5,13,13,"[['12', '24', '41']]",35,5,4095000,4523000,"['24', '32', '12', '41', '13']","[5, 0, 0, 0]","[0, 3, 2, 0]","[0, 0, 3, 0, 2]","[-1.6538461538461537, 1.4157509157509158, -1.4682539682539681, 1.7063492063492065]"
2,42,42,[],32,5,4713000,4759000,"['42', '32', '12', '41', '13']","[1, 0, 0, 1]","[0, 2, 0, 0]","[1, 0, 1, 0, 0]","[-1.5, 1.1333333333333335, -1.511111111111111, 1.8777777777777778]"
4,14,14,[],30,3,4815000,5571000,"['42', '32', '12', '14', '13']","[3, 0, 1, 0]","[0, 2, 0, 2]","[0, 1, 1, 2, 0]","[-0.7000000000000002, 0.7666666666666662, -0.9777777777777779, 0.911111111111111]"
24,34,null,[],38,5,5588000,8894000,"['42', '32', '12', '14', '13', '34']","[23, 0, 1, 0]","[0, 10, 6, 8]","[0, 0, 10, 7, 6, 1]","[2.33, 0.31999999999999984, 4.440892098500626e-16, -2.65]"
3,31,31,[],38,11,9308000,9510000,"['42', '32', '12', '14', '31', '34']","[2, 0, 1, 0]","[1, 2, 0, 0]","[0, 0, 2, 0, 1, 0]","[2.122053872053872, 0.23703703703703694, 0.290909090909091, -2.6500000000000004]"
1,13,13,[],38,5,9516000,9516000,"['42', '32', '12', '14', '13', '34']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[2.212962962962963, 0.23703703703703694, 0.20000000000000062, -2.6500000000000004]"
35,31,31,[],38,11,10092000,15201000,"['42', '32', '12', '14', '31', '34']","[23, 0, 12, 0]","[3, 22, 0, 10]","[0, 0, 22, 1, 3, 9]","[2.181512605042016, -0.22857142857142865, 0.8000000000000007, -2.7529411764705882]"
19,13,13,[],38,5,15208000,16431000,"['42', '32', '12', '14', '13', '34']","[18, 0, 1, 0]","[0, 9, 2, 8]","[0, 1, 8, 8, 2, 0]","[2.977007223942209, -0.5633173843700159, 0.8663101604278078, -3.2799999999999994]"
21,24,24,[],38,3,16453000,23191000,"['24', '32', '12', '14', '13', '34']","[15, 4, 2, 0]","[0, 11, 0, 10]","[4, 2, 9, 6, 0, 0]","[3.2607670634236103, -0.6850693166482635, 1.2579185520361995, -3.833616298811545]"
82,23,23,[],38,1,23192000,28071000,"['24', '23', '12', '14', '13', '34']","[33, 48, 1, 0]","[0, 18, 11, 53]","[37, 11, 18, 15, 0, 1]","[3.6462063086104, 0.9047619047619049, 0.41176470588235325, -4.962732919254659]"
1,21,21,[],38,7,28073000,28073000,"['24', '23', '21', '14', '13', '34']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[3.60306905370844, 0.9478991596638655, 0.41176470588235325, -4.962732919254659]"
111,12,12,[],38,1,28074000,150538000,"['24', '23', '12', '14', '13', '34']","[89, 20, 2, 0]","[0, 39, 30, 42]","[8, 12, 39, 32, 18, 2]","[4.697246839182324, 1.216397849462366, -0.6476190476190473, -5.2660256410256405]"
