count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,12,null,[],1,1,60000,60000,['12'],"[1, 0, 0, 0]","[0, 1, 0, 0]",[1],"[1.0, -1.0, 0.0, 0.0]"
1,13,null,[],2,1,64000,64000,"['12', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 1]","[2.0, -1.0, -1.0, 0.0]"
6,14,null,[],6,1,83000,102000,"['12', '13', '14']","[6, 0, 0, 0]","[0, 2, 1, 3]","[2, 1, 3]","[3.0, -1.0, -1.0, -1.0]"
5,34,null,[],16,2,104000,134000,"['12', '13', '14', '34']","[4, 0, 1, 0]","[0, 0, 2, 3]","[0, 2, 2, 1]","[4.0, -1.0, 0.0, -3.0]"
1,31,31,[],17,2,137000,137000,"['12', '31', '14', '34']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 1, 0, 0]","[3.3999999999999995, -1.2, 0.7999999999999997, -3.0]"
1,24,null,[],32,1,145000,145000,"['12', '31', '14', '34', '24']","[0, 1, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1]","[4.3999999999999995, -0.2, 0.7999999999999997, -5.0]"
12,13,13,[],30,1,160000,184000,"['12', '13', '14', '34', '24']","[11, 0, 1, 0]","[0, 3, 4, 5]","[3, 4, 4, 1, 0]","[4.666666666666666, -0.1111111111111111, 0.44444444444444464, -5.0]"
20,32,null,[],38,3,185000,295000,"['12', '13', '14', '34', '24', '32']","[17, 1, 2, 0]","[0, 7, 9, 4]","[6, 9, 2, 1, 1, 1]","[5.777777777777778, -2.0, 2.2222222222222223, -6.0]"
15,23,23,[],38,1,296000,1614000,"['12', '13', '14', '34', '24', '23']","[12, 3, 0, 0]","[0, 7, 2, 6]","[7, 0, 5, 0, 1, 2]","[5.777777777777778, 0.6666666666666667, -0.44444444444444464, -6.0]"
25,32,32,[],38,3,1618000,1908000,"['12', '13', '14', '34', '24', '32']","[23, 0, 2, 0]","[0, 18, 7, 0]","[16, 7, 0, 0, 0, 2]","[5.84, -0.4, 0.5599999999999998, -6.0]"
2,31,31,[],38,9,1910000,1916000,"['12', '31', '14', '34', '24', '32']","[1, 0, 1, 0]","[1, 0, 0, 1]","[0, 1, 1, 0, 0, 0]","[5.6923076923076925, -0.40000000000000036, 0.7076923076923073, -6.0]"
9,42,42,[],38,11,1948000,1983000,"['12', '31', '14', '34', '42', '32']","[8, 0, 0, 1]","[0, 7, 0, 2]","[6, 0, 2, 0, 1, 0]","[5.6923076923076925, -1.4000000000000004, 0.7076923076923074, -5.0]"
8,13,13,[],38,5,1984000,2041000,"['12', '13', '14', '34', '42', '32']","[8, 0, 0, 0]","[0, 4, 3, 1]","[4, 3, 1, 0, 0, 0]","[5.724137931034483, -1.4, 0.6758620689655171, -5.0]"
4,41,41,"[['13', '34', '41']]",40,3,2043000,2066000,"['12', '13', '41', '34', '42', '32']","[3, 0, 0, 1]","[1, 2, 1, 0]","[2, 1, 1, 0, 0, 0]","[5.542857142857144, -1.4000000000000006, 0.6666666666666664, -4.80952380952381]"
1,24,24,"[['13', '34', '41'], ['12', '24', '41']]",41,23,2068000,2068000,"['12', '13', '41', '34', '24', '32']","[0, 1, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1, 0]","[5.542857142857144, -1.2, 0.6666666666666664, -5.0095238095238095]"
1,23,23,"[['13', '34', '41'], ['12', '24', '41']]",41,20,2071000,2071000,"['12', '13', '41', '34', '24', '23']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[5.542857142857144, -0.7999999999999998, 0.2666666666666667, -5.0095238095238095]"
1,14,14,[],38,1,2073000,2073000,"['12', '13', '14', '34', '24', '23']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[5.551515151515152, -0.8, 0.26666666666666694, -5.018181818181819]"
1,32,32,[],38,3,2074000,2074000,"['12', '13', '14', '34', '24', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[5.551515151515152, -1.0857142857142856, 0.5523809523809525, -5.018181818181819]"
1,41,41,"[['13', '34', '41'], ['12', '24', '41']]",41,23,2082000,2082000,"['12', '13', '41', '34', '24', '32']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.385507246376811, -1.0857142857142854, 0.5523809523809523, -4.852173913043478]"
12,14,14,[],38,3,2089000,2143000,"['12', '13', '14', '34', '24', '32']","[12, 0, 0, 0]","[0, 1, 5, 6]","[1, 5, 6, 0, 0, 0]","[5.495566502463054, -1.0857142857142854, 0.5142857142857142, -4.924137931034483]"
1,41,41,"[['13', '34', '41'], ['12', '24', '41']]",41,23,2149000,2149000,"['12', '13', '41', '34', '24', '32']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.371428571428572, -1.0857142857142854, 0.5142857142857143, -4.800000000000001]"
75,14,14,[],38,3,2152000,2484000,"['12', '13', '14', '34', '24', '32']","[75, 0, 0, 0]","[0, 49, 13, 13]","[49, 13, 13, 0, 0, 0]","[5.554263565891474, -1.0857142857142854, 0.45238095238095255, -4.92093023255814]"
1,41,41,"[['13', '34', '41'], ['12', '24', '41']]",41,23,2487000,2487000,"['12', '13', '41', '34', '24', '32']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.46969696969697, -1.0857142857142859, 0.45238095238095255, -4.836363636363636]"
67,14,14,[],38,3,2489000,2850000,"['12', '13', '14', '34', '24', '32']","[66, 0, 1, 0]","[0, 47, 10, 10]","[46, 10, 10, 0, 0, 1]","[5.565772669220945, -1.3, 0.6379310344827585, -4.9037037037037035]"
35,42,42,[],38,5,2851000,3071000,"['12', '13', '14', '34', '42', '32']","[32, 0, 2, 1]","[0, 18, 12, 5]","[17, 12, 3, 2, 1, 0]","[5.60501253132832, -1.8333333333333333, 0.6142857142857139, -4.385964912280702]"
61,43,43,[],38,6,3074000,3372000,"['12', '13', '14', '43', '42', '32']","[49, 0, 1, 11]","[0, 23, 29, 9]","[21, 19, 9, 10, 1, 1]","[5.6676881171263185, -2.3809523809523805, -1.9101123595505616, -1.3766233766233764]"
1,34,34,[],38,5,3377000,3377000,"['12', '13', '14', '34', '42', '32']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 1, 0, 0]","[5.6676881171263185, -2.3809523809523805, -1.743445692883895, -1.5432900432900436]"
16,43,43,[],38,6,3383000,3464000,"['12', '13', '14', '43', '42', '32']","[14, 0, 1, 1]","[0, 10, 6, 0]","[9, 5, 0, 1, 0, 1]","[5.672469374597035, -2.5142857142857142, -1.7031289111389236, -1.4550547491723964]"
2,34,34,[],38,5,3466000,3469000,"['12', '13', '14', '34', '42', '32']","[1, 0, 1, 0]","[0, 1, 0, 1]","[1, 0, 0, 1, 0, 0]","[5.672469374597035, -2.5142857142857142, -1.559338061465721, -1.5988455988455985]"
10,43,43,[],38,6,3473000,3508000,"['12', '13', '14', '43', '42', '32']","[1, 0, 0, 9]","[0, 2, 8, 0]","[1, 0, 0, 8, 1, 0]","[5.672469374597034, -2.8, -2.0379705400981996, -0.8344988344988344]"
1,41,41,[],38,12,3509000,3509000,"['12', '13', '41', '43', '42', '32']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.616386154334709, -2.8, -2.037970540098199, -0.7784156142365095]"
11,14,14,[],38,6,3510000,3549000,"['12', '13', '14', '43', '42', '32']","[9, 0, 0, 2]","[0, 3, 3, 5]","[1, 3, 5, 0, 2, 0]","[5.639747995418098, -3.1999999999999997, -2.040602696272799, -0.39914529914529906]"
1,41,41,[],38,12,3550000,3550000,"['12', '13', '41', '43', '42', '32']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.588758649908205, -3.1999999999999993, -2.040602696272799, -0.3481559536354055]"
78,14,14,[],38,6,3552000,3840000,"['12', '13', '14', '43', '42', '32']","[68, 0, 1, 9]","[0, 18, 33, 27]","[12, 29, 27, 4, 5, 1]","[5.696507936507936, -3.8424242424242423, -2.094083694083694, 0.24]"
2,34,34,[],38,5,3845000,3849000,"['12', '13', '14', '34', '42', '32']","[1, 0, 1, 0]","[0, 0, 0, 2]","[0, 0, 1, 1, 0, 0]","[5.698884174131699, -3.8424242424242423, -1.9951589629008981, 0.13869903119344174]"
70,43,43,[],38,6,3850000,4181000,"['12', '13', '14', '43', '42', '32']","[66, 0, 0, 4]","[0, 22, 30, 18]","[20, 28, 18, 2, 2, 0]","[5.746371275783041, -3.967914438502674, -2.069264069264069, 0.2908072319837023]"
2,34,34,[],38,5,4184000,4189000,"['12', '13', '14', '34', '42', '32']","[1, 0, 1, 0]","[0, 1, 0, 1]","[1, 0, 0, 1, 0, 0]","[5.746371275783041, -3.9679144385026737, -1.9801375095492746, 0.20168067226890773]"
35,43,43,[],38,6,4193000,4327000,"['12', '13', '14', '43', '42', '32']","[30, 0, 0, 5]","[0, 14, 10, 11]","[11, 8, 11, 2, 3, 0]","[5.766001899335233, -4.109090909090909, -2.041526374859708, 0.38461538461538436]"
1,31,31,"[['14', '31', '43']]",40,4,4335000,4335000,"['12', '31', '14', '43', '42', '32']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[5.741764983482775, -4.109090909090909, -2.0172894590072503, 0.3846153846153848]"
10,13,13,[],38,6,4335000,4580000,"['12', '13', '14', '43', '42', '32']","[9, 0, 0, 1]","[0, 4, 4, 2]","[3, 4, 2, 0, 1, 0]","[5.7463255307566685, -4.147186147186147, -2.019052803483941, 0.41991341991342]"
20,34,34,[],38,5,4580000,4768000,"['12', '13', '14', '34', '42', '32']","[17, 0, 3, 0]","[0, 7, 9, 4]","[6, 9, 2, 2, 0, 1]","[5.752713704206241, -4.238095238095237, -1.7739234449760763, 0.2593049788650732]"
14,43,43,[],38,6,4770000,4840000,"['12', '13', '14', '43', '42', '32']","[13, 0, 0, 1]","[0, 6, 7, 1]","[6, 6, 1, 1, 0, 0]","[5.756288156288157, -4.238095238095238, -1.8058608058608059, 0.287667887667888]"
40,23,23,[],38,4,4842000,5030000,"['12', '13', '14', '43', '42', '23']","[37, 1, 0, 2]","[0, 11, 13, 16]","[10, 11, 16, 1, 1, 1]","[5.778883436845898, -4.041958041958042, -2.0685930649661217, 0.33166767007826614]"
22,34,34,"[['23', '34', '42']]",39,2,5033000,5117000,"['12', '13', '14', '34', '42', '23']","[20, 1, 1, 0]","[0, 5, 5, 12]","[5, 4, 11, 1, 0, 1]","[5.790938146268096, -3.8441558441558445, -2.1969260156705985, 0.25014371355834797]"
21,32,32,[],38,5,5117000,5162000,"['12', '13', '14', '34', '42', '32']","[20, 0, 1, 0]","[0, 8, 6, 7]","[7, 6, 7, 0, 0, 1]","[5.798874865187862, -3.9393939393939394, -2.1034883255236494, 0.24400739972972607]"
25,43,43,[],38,6,5169000,5228000,"['12', '13', '14', '43', '42', '32']","[22, 0, 1, 2]","[0, 7, 10, 8]","[5, 9, 8, 1, 1, 1]","[5.807803006076112, -4.054347826086957, -2.0505390835579513, 0.2970839035687973]"
