count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
3,24,null,[],1,8,64000,76000,['24'],"[0, 3, 0, 0]","[0, 0, 0, 3]",[3],"[0.0, 1.0, 0.0, -1.0]"
2,13,null,[],5,3,77000,87000,"['24', '13']","[1, 1, 0, 0]","[0, 0, 1, 1]","[1, 1]","[1.0, 1.0, -1.0, -1.0]"
5,34,null,[],13,17,99000,125000,"['24', '13', '34']","[0, 2, 3, 0]","[0, 0, 0, 5]","[2, 0, 3]","[2.0, 1.0, 0.0, -3.0]"
8,32,null,[],20,11,128000,162000,"['24', '13', '34', '32']","[0, 1, 7, 0]","[0, 3, 0, 5]","[1, 0, 4, 3]","[3.0, -1.0, 2.0, -4.0]"
3,23,23,[],21,11,172000,182000,"['24', '13', '34', '23']","[0, 3, 0, 0]","[0, 0, 2, 1]","[1, 0, 0, 2]","[2.6, 0.6, 0.8, -4.0]"
14,31,31,[],17,11,208000,267000,"['24', '31', '34', '23']","[0, 3, 11, 0]","[6, 0, 0, 8]","[3, 6, 5, 0]","[-0.8285714285714285, 1.4571428571428573, 2.5142857142857142, -3.142857142857143]"
2,14,null,[],32,9,280000,283000,"['24', '31', '34', '23', '14']","[1, 0, 1, 0]","[1, 0, 0, 1]","[0, 1, 0, 0, 1]","[0.09999999999999992, 1.475, 3.425, -5.0]"
61,21,null,[],38,13,299000,664000,"['24', '31', '34', '23', '14', '21']","[1, 54, 6, 0]","[20, 0, 10, 31]","[28, 4, 2, 10, 1, 16]","[-1.6666666666666665, 5.199999999999999, 2.466666666666667, -6.0]"
1,41,41,[],38,19,698000,698000,"['24', '31', '34', '23', '41', '21']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 0, 1, 0]","[-3.0, 5.199999999999999, 2.4666666666666663, -4.666666666666666]"
4,14,14,[],38,13,700000,765000,"['24', '31', '34', '23', '14', '21']","[1, 3, 0, 0]","[0, 0, 2, 2]","[1, 0, 0, 2, 1, 0]","[-2.6666666666666665, 5.2941176470588225, 2.372549019607843, -5.0]"
6,32,32,[],38,15,779000,888000,"['24', '31', '34', '32', '14', '21']","[0, 3, 3, 0]","[0, 1, 0, 5]","[3, 0, 2, 1, 0, 0]","[-2.6666666666666665, 5.111111111111111, 2.5555555555555554, -5.0]"
7,13,13,"[['13', '21', '32']]",40,5,960000,980000,"['24', '13', '34', '32', '14', '21']","[5, 0, 2, 0]","[0, 0, 3, 4]","[0, 3, 2, 0, 2, 0]","[-1.6, 5.111111111111112, 1.822222222222222, -5.333333333333334]"
