count,intransitive,stateMatch,start,end,states,idxs
2,[],1,35716700,35719800,['12'],"[1, 2]"
3,[],4,36062400,36098800,"['21', '31']",[3]
5,[],8,36135100,36868600,"['14', '21', '31']",[4]
1,[],7,36930800,36930800,"['12', '13', '41']",[5]
2,[],20,37013800,37015500,"['13', '14', '21', '43']",[6]
1,[],21,37023900,37023900,"['13', '21', '41', '43']",[7]
1,"[['14', '31', '43']]",23,37113000,37113000,"['14', '21', '31', '43']",[8]
1,[],21,37115400,37115400,"['13', '21', '41', '43']",[9]
6,"[['14', '31', '43']]",23,37117600,38901900,"['14', '21', '31', '43']",[10]
1,[],22,38914600,38914600,"['21', '31', '41', '43']",[11]
1,"[['14', '31', '43']]",23,38916700,38916700,"['14', '21', '31', '43']",[12]
2,[],20,39045600,39048200,"['13', '14', '21', '43']",[13]
2,"[['14', '31', '43']]",23,39049600,39288500,"['14', '21', '31', '43']",[14]
1,[],22,39453500,39453500,"['21', '31', '41', '43']",[15]
2,"[['14', '31', '43']]",23,39456100,39458300,"['14', '21', '31', '43']",[16]
3,[],22,39459800,39659000,"['21', '31', '41', '43']",[17]
2,[],30,39726900,39736300,"['12', '13', '14', '24', '34']",[18]
3,[],32,39739000,39743600,"['12', '14', '24', '31', '34']",[19]
1,[],30,39746800,39746800,"['12', '13', '14', '24', '34']",[20]
1,[],32,39748600,39748600,"['12', '14', '24', '31', '34']",[21]
14,[],30,39750500,41803200,"['12', '13', '14', '24', '34']",[22]
12,[],29,41872000,43082200,"['12', '13', '14', '24', '43']",[23]
28,[],30,43444600,44571300,"['12', '13', '14', '24', '34']",[24]
14,[],29,44592800,45937900,"['12', '13', '14', '24', '43']",[25]
8,[],30,45938800,46064300,"['12', '13', '14', '24', '34']",[26]
92,[],29,46114100,47712300,"['12', '13', '14', '24', '43']",[27]
7,[],30,48770300,49115400,"['12', '13', '14', '24', '34']",[28]
9,[],29,49466600,49529200,"['12', '13', '14', '24', '43']",[29]
3,[],30,49530500,50507100,"['12', '13', '14', '24', '34']",[30]
5,[],29,50707800,51038600,"['12', '13', '14', '24', '43']",[31]
17,[],30,51040400,53468000,"['12', '13', '14', '24', '34']",[32]
4,[],29,53755500,53763500,"['12', '13', '14', '24', '43']",[33]
79,[],30,53769500,56638800,"['12', '13', '14', '24', '34']",[34]
237,[],38,56829300,141755200,"['12', '13', '14', '23', '24', '43']","[35, 36, 37]"
