count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
2,13,null,[],1,2,2466000.0,2469000.0,['13'],"[2, 0, 0, 0]","[0, 0, 2, 0]",[2],"[1.0, 0.0, -1.0, 0.0]"
2,14,null,[],2,3,2471000.0,2478000.0,"['13', '14']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 2]","[2.0, 0.0, -1.0, -1.0]"
1,31,31,[],3,6,2494000.0,2494000.0,"['31', '14']","[0, 0, 1, 0]","[1, 0, 0, 0]","[1, 0]","[1.3333333333333335, 0.0, 0.0, -1.3333333333333333]"
1,13,13,[],2,3,2496000.0,2496000.0,"['13', '14']","[1, 0, 0, 0]","[0, 0, 1, 0]","[1, 0]","[1.5, 0.0, -0.25, -1.25]"
1,31,31,[],3,6,2497000.0,2497000.0,"['31', '14']","[0, 0, 1, 0]","[1, 0, 0, 0]","[1, 0]","[1.2, 0.0, 0.20000000000000007, -1.4]"
9,12,null,[],7,2,2534000.0,3041000.0,"['31', '14', '12']","[7, 0, 2, 0]","[2, 3, 0, 4]","[2, 4, 3]","[1.857142857142857, -1.5714285714285714, 1.2857142857142856, -1.5714285714285714]"
1,13,13,[],6,1,3049000.0,3049000.0,"['13', '14', '12']","[1, 0, 0, 0]","[0, 0, 1, 0]","[1, 0, 0]","[2.0, -1.5, 1.0, -1.5]"
4,43,null,[],16,1,3052000.0,3068000.0,"['13', '14', '12', '43']","[3, 0, 0, 1]","[0, 0, 1, 3]","[0, 3, 0, 1]","[2.5, -1.5, -1.0, 0.0]"
11,34,34,[],16,2,3089000.0,3490000.0,"['13', '14', '12', '34']","[7, 0, 4, 0]","[0, 2, 0, 9]","[0, 5, 2, 4]","[2.5, -1.5, 1.3999999999999997, -2.4000000000000004]"
43,32,null,[],28,2,3499000.0,5124000.0,"['13', '14', '12', '34', '32']","[39, 0, 4, 0]","[0, 12, 18, 13]","[18, 10, 11, 3, 1]","[4.384615384615384, -3.125, 1.2403846153846152, -2.5]"
6,31,31,[],28,11,5138000.0,5573000.0,"['31', '14', '12', '34', '32']","[4, 0, 2, 0]","[1, 1, 0, 4]","[1, 3, 1, 1, 0]","[4.259259259259259, -3.1111111111111107, 1.4074074074074074, -2.5555555555555554]"
105,13,13,[],28,2,5662000.0,10416000.0,"['13', '14', '12', '34', '32']","[72, 0, 33, 0]","[0, 25, 32, 48]","[32, 21, 19, 27, 6]","[4.661016949152542, -3.0277777777777777, 1.2556497175141241, -2.8888888888888893]"
3,24,null,[],38,3,10443000.0,10609000.0,"['13', '14', '12', '34', '32', '24']","[0, 1, 2, 0]","[0, 0, 0, 3]","[0, 0, 0, 2, 0, 1]","[5.661016949152542, -1.9999999999999998, 2.2337198929527204, -5.894736842105264]"
1,31,31,[],38,9,10875000.0,10875000.0,"['31', '14', '12', '34', '32', '24']","[0, 0, 1, 0]","[1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[5.6000000000000005, -2.0, 2.294736842105263, -5.894736842105264]"
97,13,13,[],38,3,10877000.0,15272000.0,"['13', '14', '12', '34', '32', '24']","[53, 1, 43, 0]","[0, 14, 25, 58]","[25, 17, 11, 40, 3, 1]","[5.7176470588235295, -2.0, 2.2310708898944194, -5.948717948717949]"
2,31,31,[],38,9,15291000.0,15294000.0,"['31', '14', '12', '34', '32', '24']","[0, 0, 2, 0]","[2, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[5.6321839080459775, -2.0, 2.3165340406719714, -5.948717948717949]"
