start,end,count,Attacker,Victim,1,2,3,4
1545000,1545000,1,1,4,1.0,0.0,0.0,-1.0
1560000,1560000,1,1,2,2.0,-1.0,0.0,-1.0
1566000,1575000,2,4,1,0.6666666666666665,-1.6666666666666665,0.0,0.9999999999999999
1576000,1576000,1,1,2,0.6666666666666665,-1.6666666666666665,0.0,0.9999999999999999
1600000,1611000,2,1,3,1.666666666666667,-1.6666666666666665,-1.6666666666666665,1.666666666666667
2921000,2938000,3,1,2,1.666666666666667,-1.6666666666666665,-1.6666666666666665,1.666666666666667
3215000,3215000,1,2,1,1.3333333333333337,-1.0,-1.8333333333333333,1.5000000000000002
4471000,4471000,1,1,2,1.380952380952381,-1.0952380952380951,-1.8095238095238095,1.523809523809524
6260000,6806000,4,1,4,2.1428571428571432,-0.7142857142857142,-1.4285714285714286,0.0
7106000,7106000,1,4,1,1.9642857142857146,-0.8035714285714285,-1.5178571428571428,0.35714285714285715
7116000,7116000,1,1,3,1.9642857142857146,-0.8035714285714285,-1.5178571428571428,0.35714285714285715
7126000,7126000,1,4,1,1.825396825396826,-0.8730158730158728,-1.5873015873015872,0.6349206349206351
7133000,7133000,1,1,3,1.825396825396826,-0.8730158730158728,-1.5873015873015872,0.6349206349206351
7135000,7135000,1,1,4,1.9142857142857146,-0.8285714285714285,-1.542857142857143,0.4571428571428573
8443000,8443000,1,2,3,2.7714285714285714,0.17142857142857137,-3.4,0.4571428571428573
8663000,8663000,1,2,4,3.2285714285714286,1.5714285714285714,-3.4,-1.4
8858000,12635000,6,1,4,3.6785714285714284,1.5714285714285714,-3.25,-2.0
12641000,12641000,1,2,1,3.25,2.0,-3.25,-2.0
12649000,12649000,1,1,4,3.2941176470588234,2.0000000000000004,-3.235294117647059,-2.0588235294117645
12652000,12652000,1,2,1,2.9607843137254903,2.333333333333333,-3.235294117647059,-2.0588235294117645
12658000,12658000,1,1,2,3.094117647058823,2.1999999999999997,-3.235294117647059,-2.0588235294117645
12660000,12664000,2,1,3,3.094117647058823,2.1999999999999997,-3.235294117647059,-2.0588235294117645
12665000,12665000,1,1,4,3.1333333333333337,2.1999999999999997,-3.2222222222222223,-2.1111111111111107
12667000,12670000,2,1,2,3.333333333333333,2.0,-3.2222222222222223,-2.111111111111111
12687000,12687000,1,2,1,3.102564102564102,2.2307692307692304,-3.2222222222222223,-2.111111111111111
12690000,12721000,5,1,2,3.4444444444444438,1.888888888888889,-3.2222222222222223,-2.111111111111111
12728000,12732000,2,1,4,3.511111111111111,1.888888888888889,-3.2,-2.2
16703000,16703000,1,1,2,3.557894736842105,1.842105263157894,-3.2,-2.2
16717000,16732000,4,1,4,3.6578947368421053,1.8421052631578942,-3.1666666666666665,-2.333333333333334
16734000,16734000,1,2,1,3.5,2.0,-3.1666666666666665,-2.3333333333333335
16738000,16740000,2,1,4,3.538461538461538,2.0,-3.1538461538461537,-2.3846153846153846
16741000,16741000,1,2,1,3.3956043956043955,2.142857142857143,-3.1538461538461537,-2.3846153846153846
16743000,16743000,1,1,4,3.4126984126984126,2.142857142857143,-3.148148148148148,-2.4074074074074074
16746000,16755000,2,2,1,3.1642512077294684,2.391304347826087,-3.148148148148148,-2.4074074074074074
16758000,16758000,1,2,3,3.1642512077294684,2.391304347826087,-3.148148148148148,-2.4074074074074074
16762000,16762000,1,2,1,3.0555555555555562,2.5,-3.148148148148148,-2.4074074074074074
16769000,20196000,19,1,2,3.718346253229974,1.837209302325581,-3.148148148148148,-2.4074074074074074
20881000,20911000,8,2,4,3.718346253229974,1.837209302325581,-3.148148148148148,-2.4074074074074074
20919000,20926000,2,2,1,3.577777777777778,1.9777777777777779,-3.148148148148148,-2.4074074074074074
20927000,20927000,1,1,3,3.577777777777778,1.9777777777777779,-3.148148148148148,-2.4074074074074074
20934000,20938000,3,1,4,3.622222222222222,1.9777777777777779,-3.1333333333333333,-2.466666666666667
21356000,21402000,10,2,4,3.622222222222222,1.9777777777777779,-3.1333333333333333,-2.466666666666667
21417000,21417000,1,1,2,3.643478260869565,1.9565217391304344,-3.1333333333333333,-2.466666666666667
21632000,21682000,10,2,4,3.643478260869565,1.9565217391304344,-3.1333333333333333,-2.466666666666667
22704000,22707000,2,2,3,3.643478260869565,1.9565217391304344,-3.1333333333333333,-2.466666666666667
23478000,105608000,10,1,2,3.8142857142857136,1.7857142857142858,-3.1333333333333333,-2.466666666666667
105713000,105805000,4,2,4,3.8142857142857136,1.7857142857142858,-3.1333333333333333,-2.466666666666667
109147000,109147000,1,1,4,3.827188940092166,1.785714285714285,-3.129032258064516,-2.4838709677419355
111458000,111513000,2,3,4,4.6981566820276495,2.785714285714285,-2.0,-5.483870967741936
112837000,112922000,2,2,3,4.6981566820276495,2.785714285714285,-2.0,-5.483870967741936
118009000,118123000,2,1,4,4.729437229437229,2.785714285714285,-2.0,-5.515151515151516
