count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
5,13,null,[],1,2,35603400,35606500,['13'],"[5, 0, 0, 0]","[0, 0, 5, 0]",[5],"[1.0, 0.0, -1.0, 0.0]"
1,32,null,[],3,15,35613500,35613500,"['13', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[2.0, -2.0, 0.0, 0.0]"
1,14,null,[],14,5,35647200,35647200,"['13', '32', '14']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1]","[3.0, -2.0, 0.0, -1.0]"
15,12,null,[],16,4,35875700,37691400,"['13', '32', '14', '12']","[15, 0, 0, 0]","[0, 14, 1, 0]","[1, 0, 0, 14]","[4.0, -3.0, 0.0, -1.0]"
28,24,null,[],29,5,37697400,40911200,"['13', '32', '14', '12', '24']","[25, 1, 2, 0]","[0, 12, 12, 4]","[12, 2, 3, 10, 1]","[5.0, -2.0, 1.0, -4.0]"
237,23,23,[],28,3,41002100,125554800,"['13', '23', '14', '12', '24']","[124, 113, 0, 0]","[0, 45, 124, 68]","[57, 67, 22, 45, 46]","[5.0, 0.8714285714285714, -2.8285714285714287, -3.0428571428571427]"
3,21,21,[],28,10,125584900,125597100,"['13', '23', '14', '21', '24']","[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 0, 0, 3, 0]","[4.833333333333334, 1.0380952380952382, -2.8285714285714287, -3.0428571428571427]"
167,12,12,[],28,3,125601000,130062000,"['13', '23', '14', '12', '24']","[26, 141, 0, 0]","[0, 12, 119, 36]","[5, 114, 9, 12, 27]","[4.857142857142858, 1.093944099378882, -2.9347826086956523, -3.016304347826087]"
120,34,null,[],38,1,130069800,131617100,"['13', '23', '14', '12', '24', '34']","[15, 103, 2, 0]","[0, 2, 72, 46]","[10, 62, 3, 2, 41, 2]","[5.8604651162790695, 2.090754395916052, -1.9512195121951221, -6.0]"
2,21,21,[],38,7,131646500,131716900,"['13', '23', '14', '21', '24', '34']","[0, 2, 0, 0]","[1, 0, 0, 1]","[0, 0, 0, 1, 1, 0]","[5.816091954022989, 2.135127558172133, -1.9512195121951217, -6.0]"
445,12,12,[],38,1,131722600,138768200,"['13', '23', '14', '12', '24', '34']","[58, 375, 12, 0]","[0, 24, 366, 55]","[17, 349, 17, 24, 26, 12]","[5.855855855855856, 2.1239760769172533, -1.9798319327731093, -6.0]"
2,21,21,[],38,7,138776800,138790700,"['13', '23', '14', '21', '24', '34']","[0, 2, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 2, 0, 0]","[5.787610619469027, 2.192221313304083, -1.9798319327731093, -6.0]"
85,12,12,[],38,1,138793900,139580500,"['13', '23', '14', '12', '24', '34']","[18, 64, 3, 0]","[0, 3, 65, 17]","[7, 58, 8, 3, 6, 3]","[5.793103448275862, 2.1885198289063736, -1.9816232771822357, -6.0]"
