count,intransitive,stateMatch,start,end,states,idxs
2,[],1,36233700,36236700,['12'],"[1, 2]"
2,[],5,36372600,36374700,"['12', '34']",[3]
4,[],14,36523400,37159200,"['12', '13', '24']",[4]
3,[],18,37928100,38249800,"['12', '31', '41', '43']",[5]
17,[],31,38250900,39598300,"['13', '14', '21', '24', '43']",[6]
10,[],29,39607300,39830900,"['12', '13', '14', '24', '43']",[7]
1,[],31,39835500,39835500,"['13', '14', '21', '24', '43']",[8]
95,[],38,40034000,46929600,"['12', '13', '14', '23', '24', '43']","[9, 10, 11]"
1,"[['12', '24', '41']]",40,46945600,46945600,"['12', '13', '23', '24', '41', '43']",[12]
314,[],38,46983800,138745800,"['12', '13', '14', '23', '24', '43']","[13, 14, 15, 16]"
6,"[['23', '34', '42']]",39,138754700,139409600,"['12', '13', '14', '24', '32', '43']",[17]
78,[],38,139414400,142376000,"['12', '13', '14', '23', '24', '43']",[18]
