count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
2,12,null,[],1,1,199000,202000,['12'],"[2, 0, 0, 0]","[0, 2, 0, 0]",[2],"[1.0, -1.0, 0.0, 0.0]"
1,14,null,[],2,2,222000,222000,"['12', '14']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 1]","[2.0, -1.0, 0.0, -1.0]"
1,13,null,[],6,1,2584000,2584000,"['12', '14', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1]","[3.0, -1.0, -1.0, -1.0]"
9,42,null,[],16,3,2765000,2872000,"['12', '14', '13', '42']","[7, 0, 0, 2]","[0, 8, 0, 1]","[6, 1, 0, 2]","[4.0, -3.0, -1.0, 0.0]"
1,24,24,[],16,5,2876000,2876000,"['12', '14', '13', '24']","[0, 1, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 1]","[4.0, -1.9999999999999998, -1.0, -0.9999999999999999]"
9,23,null,[],28,3,2877000,3011000,"['12', '14', '13', '24', '23']","[0, 9, 0, 0]","[0, 0, 8, 1]","[0, 0, 0, 1, 8]","[5.0, -0.5, -3.5, -1.0]"
1,43,null,[],38,2,3019000,3019000,"['12', '14', '13', '24', '23', '43']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[6.0, 0.0, -6.0, 0.0]"
1,32,32,"[['24', '32', '43']]",39,1,3024000,3024000,"['12', '14', '13', '24', '32', '43']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0, 1, 0]","[6.0, -0.44444444444444464, -5.555555555555555, -2.220446049250313e-16]"
2,23,23,[],38,2,3025000,3026000,"['12', '14', '13', '24', '23', '43']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 0, 0, 0, 2, 0]","[6.0, -0.3636363636363633, -5.636363636363637, 0.0]"
9,32,32,"[['24', '32', '43']]",39,1,3030000,3063000,"['12', '14', '13', '24', '32', '43']","[1, 0, 8, 0]","[0, 8, 1, 0]","[0, 0, 1, 0, 8, 0]","[6.0, -1.8947368421052633, -4.105263157894737, -3.3306690738754696e-16]"
4,23,23,[],38,2,3067000,3109000,"['12', '14', '13', '24', '23', '43']","[0, 4, 0, 0]","[0, 0, 2, 2]","[0, 0, 0, 2, 2, 0]","[6.0, -1.0476190476190474, -4.285714285714285, -0.6666666666666665]"
15,21,21,[],38,8,3116000,3186000,"['21', '14', '13', '24', '23', '43']","[0, 15, 0, 0]","[7, 0, 2, 6]","[7, 0, 0, 6, 2, 0]","[4.133333333333334, 1.634782608695653, -4.434782608695652, -1.3333333333333335]"
9,41,41,[],38,14,3238000,3306000,"['21', '41', '13', '24', '23', '43']","[0, 2, 0, 7]","[9, 0, 0, 0]","[2, 7, 0, 0, 0, 0]","[0.7712418300653594, 1.8857630008525148, -4.434782608695652, 1.777777777777778]"
4,31,31,[],38,20,3329000,3337000,"['21', '41', '31', '24', '23', '43']","[0, 2, 2, 0]","[4, 0, 0, 0]","[2, 0, 2, 0, 0, 0]","[-1.4269005847953218, 2.0839054157131964, -2.4347826086956523, 1.7777777777777781]"
1,13,13,[],38,14,3476000,3476000,"['21', '41', '13', '24', '23', '43']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[-1.0269005847953216, 2.083905415713197, -2.8347826086956522, 1.7777777777777781]"
2,34,34,"[['13', '34', '41']]",39,4,3476000,3477000,"['21', '41', '13', '24', '23', '34']","[0, 0, 2, 0]","[0, 0, 0, 2]","[0, 0, 0, 0, 0, 2]","[-1.0269005847953216, 2.083905415713197, -0.16811594202898572, -0.8888888888888893]"
13,31,31,[],38,19,3478000,3664000,"['21', '41', '31', '24', '23', '34']","[0, 5, 7, 1]","[9, 0, 0, 4]","[5, 1, 3, 0, 0, 4]","[-2.3666666666666667, 2.4347826086956523, 1.4937888198757765, -1.5619047619047621]"
1,12,12,"[['12', '23', '31'], ['12', '24', '41']]",41,11,3665000,3665000,"['12', '41', '31', '24', '23', '34']","[1, 0, 0, 0]","[0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[-2.2600000000000002, 2.328115942028986, 1.4937888198757765, -1.5619047619047617]"
6,21,21,[],38,19,3665000,4342000,"['21', '41', '31', '24', '23', '34']","[0, 1, 4, 1]","[5, 0, 0, 1]","[1, 1, 3, 0, 0, 1]","[-2.797202797202798, 2.383500557413601, 1.9743083003952575, -1.5606060606060606]"
20,14,14,[],38,13,4342000,4913000,"['21', '14', '31', '24', '23', '34']","[1, 17, 2, 0]","[8, 0, 6, 6]","[7, 1, 1, 4, 6, 1]","[-2.909090909090909, 3.1677115987460818, 1.796934865900383, -2.0555555555555554]"
