count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,42,null,[],1,10,16000.0,16000.0,['42'],"[0, 0, 0, 1]","[0, 1, 0, 0]",[1],"[0.0, -1.0, 0.0, 1.0]"
1,24,24,[],1,8,17000.0,17000.0,['24'],"[0, 1, 0, 0]","[0, 0, 0, 1]",[1],"[0.0, 0.0, 0.0, 0.0]"
2,23,null,[],2,10,31000.0,35000.0,"['24', '23']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 2]","[0.0, 1.0, -1.5, 0.5]"
1,32,32,[],3,20,36000.0,36000.0,"['24', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[0.0, 0.33333333333333337, -0.5, 0.16666666666666663]"
2,23,23,[],2,10,38000.0,41000.0,"['24', '23']","[0, 2, 0, 0]","[0, 0, 1, 1]","[1, 1]","[0.0, 0.8333333333333334, -0.5833333333333333, -0.25]"
1,32,32,[],3,20,42000.0,42000.0,"['24', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[0.0, 0.5333333333333331, -0.13333333333333325, -0.4]"
4,23,23,[],2,10,43000.0,51000.0,"['24', '23']","[0, 4, 0, 0]","[0, 0, 4, 0]","[0, 4]","[0.0, 0.8888888888888888, -0.6666666666666667, -0.2222222222222222]"
1,32,32,[],3,20,53000.0,53000.0,"['24', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[0.0, 0.7333333333333335, -0.4333333333333333, -0.29999999999999993]"
5,23,23,[],2,10,57000.0,71000.0,"['24', '23']","[0, 5, 0, 0]","[0, 0, 5, 0]","[0, 5]","[0.0, 0.9333333333333333, -0.7333333333333334, -0.19999999999999996]"
1,32,32,[],3,20,72000.0,72000.0,"['24', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[0.0, 0.8333333333333334, -0.5833333333333333, -0.25]"
3,34,null,[],10,21,74000.0,79000.0,"['24', '32', '34']","[0, 0, 3, 0]","[0, 0, 0, 3]","[0, 0, 3]","[0.0, 1.25, 0.75, -2.0]"
2,23,23,[],10,19,82000.0,84000.0,"['24', '23', '34']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 2, 0]","[0.0, 1.3333333333333337, 0.6666666666666666, -2.0]"
6,32,32,[],10,21,88000.0,98000.0,"['24', '32', '34']","[0, 4, 2, 0]","[0, 1, 0, 5]","[4, 1, 1]","[0.0, 1.781954887218045, 0.7894736842105263, -2.571428571428571]"
2,23,23,[],10,19,110000.0,116000.0,"['24', '23', '34']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 2, 0]","[0.0, 1.8571428571428568, 0.7142857142857144, -2.571428571428571]"
1,32,32,[],10,21,118000.0,118000.0,"['24', '32', '34']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0]","[0.0, 1.7532467532467533, 0.8181818181818179, -2.571428571428571]"
5,23,23,[],10,19,120000.0,132000.0,"['24', '23', '34']","[0, 5, 0, 0]","[0, 0, 2, 3]","[3, 2, 0]","[0.0, 1.9500000000000002, 0.75, -2.6999999999999997]"
2,42,42,"[['23', '34', '42']]",11,7,137000.0,152000.0,"['42', '23', '34']","[0, 1, 0, 1]","[0, 1, 1, 0]","[1, 1, 0]","[0.0, 1.7345454545454544, 0.7199999999999999, -2.454545454545455]"
1,32,32,[],10,23,153000.0,153000.0,"['42', '32', '34']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0]","[0.0, 1.6468531468531467, 0.8076923076923075, -2.4545454545454546]"
2,23,23,"[['23', '34', '42']]",11,7,154000.0,159000.0,"['42', '23', '34']","[0, 1, 1, 0]","[0, 0, 1, 1]","[0, 1, 1]","[0.0, 1.6767676767676765, 0.7777777777777779, -2.4545454545454546]"
11,24,24,[],10,19,172000.0,224000.0,"['24', '23', '34']","[0, 7, 4, 0]","[0, 0, 3, 8]","[4, 3, 4]","[0.0, 1.9000000000000001, 0.7, -2.6]"
2,43,43,[],10,20,226000.0,243000.0,"['24', '23', '43']","[0, 1, 0, 1]","[0, 0, 1, 1]","[1, 0, 1]","[0.0, 1.9250000000000003, 0.39999999999999997, -2.325]"
1,32,32,"[['24', '32', '43']]",11,8,246000.0,246000.0,"['24', '32', '43']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0]","[0.0, 1.850806451612904, 0.4741935483870968, -2.3249999999999997]"
4,23,23,[],10,20,247000.0,255000.0,"['24', '23', '43']","[0, 4, 0, 0]","[0, 0, 1, 3]","[3, 1, 0]","[0.0, 1.9342105263157896, 0.44999999999999996, -2.3842105263157896]"
1,42,42,[],10,22,256000.0,256000.0,"['42', '23', '43']","[0, 0, 0, 1]","[0, 1, 0, 0]","[1, 0, 0]","[0.0, 1.7999999999999998, 0.44999999999999984, -2.25]"
5,24,24,[],10,20,257000.0,265000.0,"['24', '23', '43']","[0, 5, 0, 0]","[0, 0, 0, 5]","[5, 0, 0]","[0.0, 1.8899999999999997, 0.44999999999999984, -2.34]"
3,42,42,[],10,22,270000.0,280000.0,"['42', '23', '43']","[0, 2, 0, 1]","[0, 1, 2, 0]","[1, 2, 0]","[0.0, 1.832579185520362, 0.4058823529411766, -2.2384615384615385]"
2,32,32,[],10,24,285000.0,288000.0,"['42', '32', '43']","[0, 0, 1, 1]","[0, 2, 0, 0]","[1, 1, 0]","[0.0, 1.673015873015873, 0.4714285714285712, -2.1444444444444444]"
2,24,24,"[['24', '32', '43']]",11,8,291000.0,298000.0,"['24', '32', '43']","[0, 1, 0, 1]","[0, 0, 1, 1]","[1, 0, 1]","[0.0, 1.6928571428571424, 0.22597402597402594, -1.9188311688311688]"
2,34,34,[],10,21,299000.0,305000.0,"['24', '32', '34']","[0, 1, 1, 0]","[0, 0, 0, 2]","[1, 0, 1]","[0.0, 1.7113300492610835, 0.2714285714285716, -1.982758620689655]"
1,42,42,[],10,23,306000.0,306000.0,"['42', '32', '34']","[0, 0, 0, 1]","[0, 1, 0, 0]","[1, 0, 0]","[0.0, 1.628571428571429, 0.2714285714285717, -1.9]"
2,24,24,[],10,21,307000.0,309000.0,"['24', '32', '34']","[0, 2, 0, 0]","[0, 0, 0, 2]","[2, 0, 0]","[0.0, 1.6660714285714286, 0.27142857142857146, -1.9375]"
2,23,23,[],10,19,325000.0,333000.0,"['24', '23', '34']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 2, 0]","[0.0, 1.7077702702702702, 0.22972972972972971, -1.9375000000000004]"
2,12,null,[],20,8,336000.0,338000.0,"['24', '23', '34', '12']","[1, 1, 0, 0]","[0, 1, 0, 1]","[1, 0, 0, 1]","[2.574938574938575, 0.724815724815725, -0.5270270270270271, -2.7727272727272725]"
2,42,42,"[['23', '34', '42']]",23,8,339000.0,341000.0,"['42', '23', '34', '12']","[0, 0, 0, 2]","[0, 2, 0, 0]","[2, 0, 0, 0]","[2.5281853281853284, 0.584555984555985, -0.5270270270270269, -2.585714285714286]"
