count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,12,null,[],1,1,485000,485000,['12'],"[1, 0, 0, 0]","[0, 1, 0, 0]",[1],"[1.0, -1.0, 0.0, 0.0]"
13,14,null,[],2,2,489000,566000,"['12', '14']","[13, 0, 0, 0]","[0, 1, 0, 12]","[1, 12]","[2.0, -1.0, 0.0, -1.0]"
44,13,null,[],6,1,582000,1095000,"['12', '14', '13']","[44, 0, 0, 0]","[0, 17, 10, 17]","[17, 17, 10]","[3.0, -1.0, -1.0, -1.0]"
53,24,null,[],16,5,1099000,1497000,"['12', '14', '13', '24']","[52, 1, 0, 0]","[0, 22, 22, 9]","[22, 8, 22, 1]","[4.0, 0.0, -1.0, -3.0]"
1,34,null,[],30,1,1527000,1527000,"['12', '14', '13', '24', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1]","[5.0, 0.0, 0.0, -5.0]"
7,32,null,[],38,3,1548000,1628000,"['12', '14', '13', '24', '34', '32']","[6, 0, 1, 0]","[0, 2, 4, 1]","[1, 1, 4, 0, 0, 1]","[6.0, -2.0, 2.0, -6.0]"
15,23,23,[],38,1,1640000,1699000,"['12', '14', '13', '24', '34', '23']","[12, 1, 2, 0]","[0, 0, 10, 5]","[0, 3, 9, 0, 2, 1]","[6.0, 0.0, 0.0, -6.0]"
1,21,21,[],38,7,1722000,1722000,"['21', '14', '13', '24', '34', '23']","[0, 1, 0, 0]","[1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[5.906976744186046, 0.09302325581395365, 0.0, -6.0]"
26,12,12,[],38,1,1723000,1905000,"['12', '14', '13', '24', '34', '23']","[26, 0, 0, 0]","[0, 11, 9, 6]","[11, 6, 9, 0, 0, 0]","[5.925925925925926, 0.07407407407407418, 3.3306690738754696e-16, -6.0]"
1,43,43,[],38,2,1912000,1912000,"['12', '14', '13', '24', '43', '23']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[5.925925925925926, 0.07407407407407418, -0.9999999999999996, -5.0]"
33,42,42,[],38,4,1917000,2189000,"['12', '14', '13', '42', '43', '23']","[31, 0, 0, 2]","[0, 11, 14, 8]","[10, 8, 13, 1, 1, 0]","[5.9375, -1.9375, -1.5999999999999999, -2.3999999999999995]"
35,24,24,[],38,2,2191000,3031000,"['12', '14', '13', '24', '43', '23']","[31, 3, 0, 1]","[0, 18, 7, 10]","[18, 8, 5, 2, 1, 1]","[5.951219512195122, -0.28455284552845517, -2.666666666666666, -2.9999999999999996]"
16,34,34,[],38,1,3139000,3350000,"['12', '14', '13', '24', '34', '23']","[12, 2, 2, 0]","[0, 2, 6, 8]","[2, 5, 5, 1, 2, 1]","[5.9523809523809526, 0.2476190476190474, -2.5, -3.7]"
1,43,43,[],38,2,3350000,3350000,"['12', '14', '13', '24', '43', '23']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[5.9523809523809526, 0.2476190476190474, -2.7777777777777777, -3.4222222222222225]"
13,32,32,"[['24', '32', '43']]",39,1,3352000,3408000,"['12', '14', '13', '24', '43', '32']","[9, 2, 1, 1]","[0, 5, 6, 2]","[4, 0, 5, 2, 1, 1]","[5.954545454545454, -0.12597402597402607, -2.4000000000000004, -3.428571428571429]"
9,34,34,[],38,3,3408000,3422000,"['12', '14', '13', '24', '34', '32']","[5, 1, 3, 0]","[0, 0, 4, 5]","[0, 1, 4, 1, 3, 0]","[5.954545454545454, -0.0545454545454549, -1.9384615384615387, -3.961538461538462]"
1,42,42,[],38,5,3423000,3423000,"['12', '14', '13', '42', '34', '32']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]","[5.954545454545454, -0.44343434343434396, -1.9384615384615385, -3.5726495726495733]"
2,23,23,"[['23', '34', '42']]",39,2,3425000,3428000,"['12', '14', '13', '42', '34', '23']","[1, 1, 0, 0]","[0, 0, 2, 0]","[0, 0, 1, 0, 0, 1]","[5.954545454545455, -0.17676767676767646, -2.205128205128205, -3.572649572649573]"
5,24,24,[],38,1,3429000,3437000,"['12', '14', '13', '24', '34', '23']","[2, 3, 0, 0]","[0, 0, 1, 4]","[0, 1, 1, 3, 0, 0]","[5.954545454545455, 0.045454545454545414, -2.2051282051282053, -3.7948717948717956]"
3,32,32,[],38,3,3437000,3441000,"['12', '14', '13', '24', '34', '32']","[1, 1, 1, 0]","[0, 1, 1, 1]","[0, 0, 1, 1, 0, 1]","[5.954545454545454, -0.2842157842157842, -1.824175824175824, -3.846153846153846]"
105,23,23,[],38,1,3442000,3868000,"['12', '14', '13', '24', '34', '23']","[80, 25, 0, 0]","[0, 11, 52, 42]","[11, 24, 45, 18, 0, 7]","[5.9595959595959584, 0.9251966671321509, -2.6813186813186816, -4.20347394540943]"
52,42,42,"[['23', '34', '42']]",39,2,3875000,4173000,"['12', '14', '13', '42', '34', '23']","[51, 0, 0, 1]","[0, 17, 21, 14]","[16, 14, 21, 1, 0, 0]","[5.965217391304347, 0.8026397515527949, -2.6813186813186807, -4.086538461538462]"
24,32,32,[],38,5,4175000,4243000,"['12', '14', '13', '42', '34', '32']","[23, 0, 1, 0]","[0, 12, 9, 3]","[11, 3, 9, 0, 0, 1]","[5.968253968253968, 0.5900793650793651, -2.471794871794872, -4.086538461538462]"
35,24,24,[],38,3,4248000,4417000,"['12', '14', '13', '24', '34', '32']","[31, 4, 0, 0]","[0, 10, 10, 15]","[10, 11, 10, 4, 0, 0]","[5.970588235294117, 0.6294117647058821, -2.471794871794872, -4.128205128205128]"
38,23,23,[],38,1,4434000,4674000,"['12', '14', '13', '24', '34', '23']","[36, 2, 0, 0]","[0, 11, 22, 5]","[11, 4, 21, 1, 0, 1]","[5.9727891156462585, 0.7028865600294173, -2.5384615384615383, -4.137214137214137]"
1,43,43,[],38,2,4680000,4680000,"['12', '14', '13', '24', '43', '23']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[5.972789115646258, 0.7028865600294172, -2.714285714285714, -3.9613899613899615]"
6,42,42,[],38,4,4684000,4705000,"['12', '14', '13', '42', '43', '23']","[1, 0, 0, 5]","[0, 4, 1, 1]","[0, 1, 0, 4, 1, 0]","[5.9727891156462585, 0.344284055085449, -2.8666666666666667, -3.4504065040650405]"
15,24,24,[],38,2,4706000,4790000,"['12', '14', '13', '24', '43', '23']","[14, 1, 0, 0]","[0, 6, 4, 5]","[6, 4, 4, 1, 0, 0]","[5.973856209150327, 0.3594771241830068, -2.866666666666667, -3.466666666666667]"
21,42,42,[],38,4,4790000,4999000,"['12', '14', '13', '42', '43', '23']","[20, 0, 0, 1]","[0, 13, 6, 2]","[12, 2, 6, 1, 0, 0]","[5.975757575757576, 0.28005637773079606, -2.8666666666666667, -3.3891472868217054]"
66,24,24,[],38,2,5011000,5615000,"['12', '14', '13', '24', '43', '23']","[54, 10, 0, 2]","[0, 15, 30, 21]","[15, 13, 26, 8, 2, 2]","[5.977777777777779, 0.5058823529411767, -3.2287581699346406, -3.2549019607843137]"
1,42,42,[],38,4,5616000,5616000,"['12', '14', '13', '42', '43', '23']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]","[5.977777777777778, 0.4410256410256408, -3.22875816993464, -3.190045248868778]"
18,24,24,[],38,2,5620000,5763000,"['12', '14', '13', '24', '43', '23']","[12, 6, 0, 0]","[0, 2, 9, 7]","[2, 3, 7, 4, 0, 2]","[5.978021978021978, 0.5791208791208786, -3.31764705882353, -3.239495798319328]"
6,42,42,[],38,4,5773000,5791000,"['12', '14', '13', '42', '43', '23']","[5, 0, 0, 1]","[0, 2, 1, 3]","[1, 3, 1, 1, 0, 0]","[5.978142076502732, 0.5201035375323553, -3.317647058823529, -3.1805985552115583]"
40,24,24,[],38,2,5796000,6088000,"['12', '14', '13', '24', '43', '23']","[18, 22, 0, 0]","[0, 3, 19, 18]","[3, 2, 13, 16, 0, 6]","[5.978494623655914, 0.8581755554800183, -3.502262443438914, -3.3344077356970185]"
1,42,42,[],38,4,6092000,6092000,"['12', '14', '13', '42', '43', '23']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 1, 0, 0]","[5.978494623655914, 0.8115261663648761, -3.5022624434389136, -3.287758346581876]"
14,24,24,[],38,2,6102000,6206000,"['12', '14', '13', '24', '43', '23']","[7, 7, 0, 0]","[0, 1, 8, 5]","[1, 0, 6, 5, 0, 2]","[5.978609625668449, 0.8929997775865237, -3.546218487394958, -3.325390915860015]"
9,32,32,"[['24', '32', '43']]",39,1,6217000,6253000,"['12', '14', '13', '24', '43', '32']","[7, 1, 1, 0]","[0, 2, 6, 1]","[1, 0, 6, 1, 0, 1]","[5.9787234042553195, 0.781621423330888, -3.427991886409736, -3.3323529411764703]"
38,34,34,[],38,3,6254000,6452000,"['12', '14', '13', '24', '34', '32']","[29, 8, 1, 0]","[0, 7, 16, 15]","[7, 6, 16, 8, 1, 0]","[5.97948717948718, 0.8308576480990272, -3.3103448275862064, -3.5]"
64,23,23,[],38,1,6455000,6856000,"['12', '14', '13', '24', '34', '23']","[58, 6, 0, 0]","[0, 13, 48, 3]","[13, 0, 45, 3, 0, 3]","[5.980769230769231, 0.9107142857142859, -3.375, -3.5164835164835164]"
1,32,32,[],38,3,6859000,6859000,"['12', '14', '13', '24', '34', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[5.98076923076923, 0.8084415584415583, -3.2727272727272725, -3.5164835164835164]"
1,43,43,"[['24', '32', '43']]",39,1,6862000,6862000,"['12', '14', '13', '24', '43', '32']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0, 1, 0]","[5.98076923076923, 0.8084415584415581, -3.37799043062201, -3.4112203585887797]"
4,42,42,[],38,6,6870000,6881000,"['12', '14', '13', '42', '43', '32']","[1, 0, 0, 3]","[0, 3, 1, 0]","[1, 0, 0, 2, 1, 0]","[5.980861244019139, 0.7327262437618973, -3.4727272727272727, -3.2408602150537638]"
1,23,23,[],38,4,6884000,6884000,"['12', '14', '13', '42', '43', '23']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[5.980861244019138, 0.7541166180934482, -3.4941176470588236, -3.2408602150537638]"
15,24,24,[],38,2,6886000,6949000,"['12', '14', '13', '24', '43', '23']","[8, 7, 0, 0]","[0, 6, 3, 6]","[6, 0, 2, 6, 0, 1]","[5.98139534883721, 0.8076378401959798, -3.514285714285715, -3.2747474747474747]"
3,42,42,[],38,4,6976000,6977000,"['12', '14', '13', '42', '43', '23']","[1, 0, 0, 2]","[0, 2, 1, 0]","[0, 0, 1, 2, 0, 0]","[5.98139534883721, 0.7388309595079112, -3.5142857142857142, -3.205940594059406]"
7,24,24,[],38,2,6981000,7004000,"['12', '14', '13', '24', '43', '23']","[1, 6, 0, 0]","[0, 0, 3, 4]","[0, 0, 1, 4, 0, 2]","[5.98139534883721, 0.7985274310855706, -3.551351351351351, -3.2285714285714286]"
3,42,42,[],38,4,7008000,7011000,"['12', '14', '13', '42', '43', '23']","[1, 1, 0, 1]","[0, 1, 2, 0]","[0, 0, 1, 1, 0, 1]","[5.98139534883721, 0.7832521188887096, -3.5684210526315785, -3.19622641509434]"
12,24,24,[],38,2,7017000,7095000,"['12', '14', '13', '24', '43', '23']","[2, 10, 0, 0]","[0, 0, 5, 7]","[0, 0, 2, 7, 0, 3]","[5.98139534883721, 0.8668671160883253, -3.6146341463414635, -3.2336283185840706]"
