count,intransitive,stateMatch,start,end,states,idxs
1,[],1,8391000,8391000,['12'],[1]
5,[],2,9183000,9198000,"['12', '13']",[2]
33,[],6,9241000,10498000,"['12', '13', '14']",[3]
13,[],16,10892000,11146000,"['12', '13', '14', '43']",[4]
1,[],17,11147000,11147000,"['12', '13', '41', '43']",[5]
6,[],16,11148000,11372000,"['12', '13', '14', '43']",[6]
1,[],17,11375000,11375000,"['12', '13', '41', '43']",[7]
1,[],16,11376000,11376000,"['12', '13', '14', '43']",[8]
2,[],17,11379000,11382000,"['12', '13', '41', '43']",[9]
5,[],16,11392000,12848000,"['12', '13', '14', '43']",[10]
3,[],28,16052000,17158000,"['12', '13', '14', '42', '43']",[11]
81,[],38,17378000,25811000,"['12', '13', '14', '23', '24', '43']","[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
2,"[['13', '21', '32']]",40,25814000,25818000,"['12', '13', '23', '24', '41', '43']",[24]
4,[],38,25827000,25840000,"['12', '13', '14', '23', '24', '43']",[25]
1,"[['13', '21', '32']]",40,25855000,25855000,"['12', '13', '23', '24', '41', '43']",[26]
1,[],38,25860000,25860000,"['12', '13', '14', '23', '24', '43']",[27]
5,"[['13', '21', '32']]",40,25867000,25871000,"['12', '13', '23', '24', '41', '43']",[28]
1,[],38,25872000,25872000,"['12', '13', '14', '23', '24', '43']",[29]
37,"[['13', '21', '32']]",40,25873000,26375000,"['12', '13', '23', '24', '41', '43']",[30]
110,[],38,26379000,91321000,"['12', '13', '14', '23', '24', '43']","[31, 32, 33]"
1,"[['13', '21', '32']]",40,91341000,91341000,"['12', '13', '23', '24', '41', '43']",[34]
21,[],38,93768000,120120000,"['12', '13', '14', '23', '24', '43']","[35, 36, 37, 38]"
