count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,14,null,[],1,3,1545000,1545000,['14'],"[1, 0, 0, 0]","[0, 0, 0, 1]",[1],"[1.0, 0.0, 0.0, -1.0]"
1,12,null,[],2,2,1560000,1560000,"['14', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[2.0, -1.0, 0.0, -1.0]"
3,41,41,[],3,2,1566000,1576000,"['41', '12']","[1, 0, 0, 2]","[2, 1, 0, 0]","[2, 1]","[0.6666666666666665, -1.6666666666666665, 0.0, 0.9999999999999999]"
5,13,null,[],7,1,1600000,2938000,"['41', '12', '13']","[5, 0, 0, 0]","[0, 3, 2, 0]","[0, 3, 2]","[1.666666666666667, -1.6666666666666665, -1.6666666666666665, 1.666666666666667]"
1,21,21,[],8,2,3215000,3215000,"['41', '21', '13']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1, 0]","[1.3333333333333337, -1.0, -1.8333333333333333, 1.5000000000000002]"
1,12,12,[],7,1,4471000,4471000,"['41', '12', '13']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0]","[1.380952380952381, -1.0952380952380951, -1.8095238095238095, 1.523809523809524]"
4,14,14,[],6,1,6260000,6806000,"['14', '12', '13']","[4, 0, 0, 0]","[0, 0, 0, 4]","[4, 0, 0]","[2.1428571428571432, -0.7142857142857142, -1.4285714285714286, 0.0]"
4,41,41,[],7,1,7106000,7133000,"['41', '12', '13']","[2, 0, 0, 2]","[2, 0, 2, 0]","[2, 0, 2]","[1.825396825396826, -0.8730158730158728, -1.5873015873015872, 0.6349206349206351]"
1,14,14,[],6,1,7135000,7135000,"['14', '12', '13']","[1, 0, 0, 0]","[0, 0, 0, 1]","[1, 0, 0]","[1.9142857142857146, -0.8285714285714285, -1.542857142857143, 0.4571428571428573]"
1,23,null,[],16,6,8443000,8443000,"['14', '12', '13', '23']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 1]","[2.7714285714285714, 0.17142857142857137, -3.4, 0.4571428571428573]"
7,24,null,[],28,3,8663000,12635000,"['14', '12', '13', '23', '24']","[6, 1, 0, 0]","[0, 0, 0, 7]","[6, 0, 0, 0, 1]","[3.6785714285714284, 1.5714285714285714, -3.25, -2.0]"
3,21,21,[],28,10,12641000,12652000,"['14', '21', '13', '23', '24']","[1, 2, 0, 0]","[2, 0, 0, 1]","[1, 2, 0, 0, 0]","[2.9607843137254903, 2.333333333333333, -3.235294117647059, -2.0588235294117645]"
6,12,12,[],28,3,12658000,12670000,"['14', '12', '13', '23', '24']","[6, 0, 0, 0]","[0, 3, 2, 1]","[1, 3, 2, 0, 0]","[3.333333333333333, 2.0, -3.2222222222222223, -2.111111111111111]"
1,21,21,[],28,10,12687000,12687000,"['14', '21', '13', '23', '24']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1, 0, 0, 0]","[3.102564102564102, 2.2307692307692304, -3.2222222222222223, -2.111111111111111]"
12,12,12,[],28,3,12690000,16732000,"['14', '12', '13', '23', '24']","[12, 0, 0, 0]","[0, 6, 0, 6]","[6, 6, 0, 0, 0]","[3.6578947368421053, 1.8421052631578942, -3.1666666666666665, -2.333333333333334]"
9,21,21,[],28,10,16734000,16762000,"['14', '21', '13', '23', '24']","[3, 6, 0, 0]","[5, 0, 1, 3]","[3, 5, 0, 1, 0]","[3.0555555555555562, 2.5, -3.148148148148148, -2.4074074074074074]"
27,12,12,[],28,3,16769000,20911000,"['14', '12', '13', '23', '24']","[19, 8, 0, 0]","[0, 19, 0, 8]","[0, 19, 0, 0, 8]","[3.718346253229974, 1.837209302325581, -3.148148148148148, -2.4074074074074074]"
16,21,21,[],28,10,20919000,21402000,"['14', '21', '13', '23', '24']","[4, 12, 0, 0]","[2, 0, 1, 13]","[3, 2, 1, 0, 10]","[3.622222222222222, 1.9777777777777779, -3.1333333333333333, -2.466666666666667]"
28,12,12,[],28,3,21417000,109147000,"['14', '12', '13', '23', '24']","[12, 16, 0, 0]","[0, 11, 2, 15]","[1, 11, 0, 2, 14]","[3.827188940092166, 1.785714285714285, -3.129032258064516, -2.4838709677419355]"
6,34,null,[],38,1,111458000,118123000,"['14', '12', '13', '23', '24', '34']","[2, 2, 2, 0]","[0, 0, 2, 4]","[2, 0, 0, 2, 0, 2]","[4.729437229437229, 2.785714285714285, -2.0, -5.515151515151516]"
