count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,42,null,[],1,10,84000,84000,['42'],"[0, 0, 0, 1]","[0, 1, 0, 0]",[1],"[0.0, -1.0, 0.0, 1.0]"
2,21,null,[],3,8,87000,94000,"['42', '21']","[0, 2, 0, 0]","[2, 0, 0, 0]","[0, 2]","[-2.0, 0.0, 0.0, 2.0]"
1,34,null,[],15,22,96000,96000,"['42', '21', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 0, 1]","[-2.0, -1.0, 2.0, 1.0]"
2,31,null,[],26,17,103000,129000,"['42', '21', '34', '31']","[0, 0, 1, 1]","[1, 1, 0, 0]","[1, 0, 0, 1]","[-3.0, -1.0, 3.0, 1.0]"
1,41,null,[],32,22,132000,132000,"['42', '21', '34', '31', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 0, 1]","[-5.0, -1.0, 4.0, 2.0]"
24,43,43,[],30,12,138000,270000,"['42', '21', '43', '31', '41']","[0, 1, 0, 23]","[11, 12, 1, 0]","[12, 1, 1, 0, 10]","[-5.0, -0.5, 2.0, 3.5]"
3,12,12,[],29,24,284000,314000,"['42', '12', '43', '31', '41']","[3, 0, 0, 0]","[0, 3, 0, 0]","[0, 3, 0, 0, 0]","[-3.5, -2.5, 2.5, 3.5]"
2,13,13,[],28,12,316000,318000,"['42', '12', '43', '13', '41']","[2, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 0, 1, 0]","[-1.7857142857142858, -2.2857142857142856, 0.5714285714285712, 3.5]"
29,14,14,[],28,1,321000,499000,"['42', '12', '43', '13', '14']","[29, 0, 0, 0]","[0, 11, 11, 7]","[0, 11, 0, 11, 7]","[1.8247863247863247, -2.9102564102564106, -0.8589743589743593, 1.9444444444444446]"
111,24,24,[],29,1,508000,1234000,"['24', '12', '43', '13', '14']","[96, 15, 0, 0]","[0, 28, 45, 38]","[15, 28, 0, 45, 23]","[3.679452956448606, -1.1874062968515744, -1.5134932533733134, -0.9785534062237176]"
