start,end,count,Attacker,Victim,1,2,3,4
73000,73000,1,3,1,-1.0,0.0,1.0,0.0
123000,123000,1,2,4,-1.0,1.0,1.0,-1.0
125000,125000,1,1,3,0.0,1.0,0.0,-1.0
128000,128000,1,2,1,-1.0,2.5,-0.5,-1.0
133000,133000,1,4,1,-3.0,3.5,-1.0,0.5
136000,136000,1,4,3,-3.5,4.5,-3.0,2.0
151000,183000,2,1,3,-2.75,4.75,-4.0,2.0
196000,196000,1,4,1,-2.75,4.75,-4.0,2.0
207000,227000,2,1,2,-0.7500000000000002,2.0833333333333335,-3.3333333333333335,2.0
232000,233000,2,1,3,-0.5,2.1666666666666665,-3.666666666666667,2.0000000000000004
239000,239000,1,2,3,-2.220446049250313e-16,3.333333333333333,-5.333333333333334,2.0000000000000004
248000,249000,2,1,2,0.5333333333333334,2.8,-5.333333333333334,1.9999999999999998
253000,253000,1,2,1,-2.220446049250313e-16,3.333333333333333,-5.333333333333334,2.0000000000000004
256000,256000,1,1,2,0.1904761904761909,3.142857142857143,-5.333333333333334,2.0
257000,257000,1,1,3,0.2857142857142856,3.1428571428571423,-5.428571428571429,2.0
259000,264000,2,1,2,0.5396825396825395,2.8888888888888893,-5.428571428571429,2.0
315000,315000,1,3,2,0.5396825396825398,0.8888888888888888,-3.428571428571429,2.0
324000,324000,1,1,2,0.6285714285714281,0.8000000000000003,-3.428571428571429,1.9999999999999998
375000,395000,2,2,1,0.09523809523809512,1.3333333333333326,-3.428571428571429,1.9999999999999996
403000,403000,1,1,2,0.19780219780219777,1.23076923076923,-3.428571428571429,1.9999999999999993
421000,421000,1,4,3,0.19780219780219777,1.23076923076923,-3.428571428571429,1.9999999999999993
430000,430000,1,2,1,2.220446049250313e-16,1.4285714285714284,-3.4285714285714284,1.9999999999999996
1872000,1872000,1,4,1,2.220446049250313e-16,1.4285714285714284,-3.4285714285714284,1.9999999999999996
2783000,2783000,1,2,4,2.220446049250313e-16,1.4285714285714284,-3.4285714285714284,1.9999999999999996
3090000,4096000,4,3,1,-1.2467532467532467,1.4285714285714284,-2.1818181818181817,1.9999999999999996
4345000,4474000,2,4,1,-1.2467532467532467,1.4285714285714284,-2.1818181818181817,1.9999999999999996
4639000,4639000,1,4,2,-1.2467532467532467,0.0952380952380949,-2.1818181818181817,3.333333333333333
4643000,4643000,1,2,4,-1.2467532467532472,0.4285714285714284,-2.1818181818181817,3.0000000000000004
4651000,4651000,1,4,2,-1.2467532467532467,-0.1714285714285717,-2.1818181818181817,3.600000000000001
5394000,5394000,1,2,3,-1.2467532467532467,0.49523809523809526,-2.8484848484848486,3.5999999999999996
5459000,5629000,6,3,1,-2.0168067226890756,0.4952380952380957,-2.0784313725490193,3.6000000000000005
5899000,5899000,1,1,3,-1.873015873015873,0.4952380952380948,-2.222222222222222,3.6000000000000005
6152000,6299000,2,4,1,-1.873015873015873,0.4952380952380948,-2.222222222222222,3.6000000000000005
6770000,7326000,7,3,1,-2.3085714285714287,0.49523809523809437,-1.786666666666667,3.6000000000000005
7336000,7336000,1,1,3,-2.1978021978021975,0.4952380952380957,-1.8974358974358974,3.6000000000000005
7628000,8122000,7,3,1,-2.4588744588744587,0.4952380952380948,-1.6363636363636362,3.6000000000000005
8179000,8179000,1,3,4,-2.4588744588744587,0.4952380952380948,-0.3030303030303032,2.2666666666666666
8185000,8204000,2,1,4,-1.5699855699855698,0.4952380952380948,-0.30303030303030276,1.3777777777777782
8407000,8509000,3,3,1,-1.6507936507936498,0.49523809523809526,-0.22222222222222188,1.377777777777778
8762000,8762000,2,4,3,-1.6507936507936503,0.4952380952380957,-0.7555555555555553,1.9111111111111123
8763000,9175000,3,4,1,-1.873015873015873,0.49523809523809437,-0.7555555555555553,2.1333333333333337
9218000,9668000,3,3,1,-1.9413919413919412,0.4952380952380957,-0.6871794871794872,2.133333333333333
9669000,9669000,1,1,3,-1.861904761904762,0.49523809523809437,-0.7666666666666664,2.133333333333333
9672000,9835000,2,3,1,-1.9047619047619047,0.49523809523809526,-0.7238095238095237,2.1333333333333337
10040000,10044000,3,4,1,-2.038095238095238,0.4952380952380948,-0.7238095238095237,2.2666666666666666
10512000,10512000,1,3,1,-2.0580287929125136,0.4952380952380948,-0.7038759689922478,2.2666666666666666
10532000,10534000,2,1,3,-1.9174603174603173,0.49523809523809526,-0.8444444444444446,2.2666666666666666
10541000,10541000,1,4,1,-1.950793650793651,0.49523809523809526,-0.844444444444445,2.3
10773000,10773000,1,1,3,-1.8850931677018636,0.4952380952380948,-0.9101449275362326,2.3000000000000007
10777000,10777000,1,3,1,-1.9072948328267476,0.49523809523809526,-0.8879432624113477,2.3
10821000,10821000,1,1,3,-1.8452380952380953,0.49523809523809526,-0.95,2.3000000000000007
10823000,10823000,1,3,1,-1.8673469387755102,0.49523809523809526,-0.9278911564625847,2.3000000000000007
10825000,11162000,9,1,3,-1.4113300492610836,0.49523809523809526,-1.3839080459770112,2.3000000000000007
11166000,11166000,1,2,3,-1.4113300492610836,0.8285714285714287,-1.7172413793103452,2.3000000000000003
11272000,11330000,5,1,3,-1.2142857142857146,0.8285714285714292,-1.9142857142857146,2.3000000000000007
11331000,11331000,1,2,3,-1.2142857142857142,1.0285714285714285,-2.1142857142857143,2.3
11336000,11556000,14,1,3,-0.7987012987012989,1.0285714285714287,-2.52987012987013,2.3000000000000007
11560000,11560000,1,1,4,-0.5928189457601216,1.0285714285714287,-2.5298701298701296,2.0941176470588228
11603000,11607000,2,2,4,-0.5928189457601221,1.4857142857142858,-2.5298701298701296,1.6369747899159666
11617000,11617000,1,1,4,-0.40981240981240985,1.4857142857142849,-2.5298701298701296,1.453968253968254
11621000,11621000,1,1,3,-0.38583638583638624,1.4857142857142862,-2.553846153846154,1.4539682539682532
11622000,11628000,2,1,4,-0.0747252747252749,1.4857142857142855,-2.553846153846154,1.1428571428571426
11704000,11711000,3,1,3,-0.006349206349206327,1.4857142857142855,-2.6222222222222227,1.1428571428571426
11712000,11712000,1,2,3,-0.006349206349206327,1.6190476190476193,-2.755555555555556,1.1428571428571428
11838000,11843000,3,1,3,0.05714285714285694,1.6190476190476186,-2.819047619047619,1.1428571428571428
11843000,11843000,1,1,4,0.1904761904761898,1.6190476190476197,-2.819047619047619,1.0095238095238093
11844000,11844000,1,1,3,0.21064425770308048,1.6190476190476193,-2.83921568627451,1.0095238095238095
11847000,11850000,3,1,4,0.5439775910364149,1.6190476190476186,-2.83921568627451,0.6761904761904765
11853000,11853000,1,2,4,0.5439775910364149,1.7619047619047623,-2.83921568627451,0.5333333333333337
11855000,11857000,2,1,4,0.7234647705235946,1.7619047619047623,-2.8392156862745095,0.3538461538461539
11858000,11859000,2,2,4,0.7234647705235941,1.961904761904762,-2.8392156862745095,0.15384615384615374
11892000,11892000,1,1,4,0.8032368502956744,1.9619047619047618,-2.8392156862745095,0.0740740740740744
11900000,11902000,2,1,3,0.8421820835613936,1.9619047619047623,-2.87816091954023,0.07407407407407396
