count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,13,null,[],1,2,1448000,1448000,['13'],"[1, 0, 0, 0]","[0, 0, 1, 0]",[1],"[1.0, 0.0, -1.0, 0.0]"
3,12,null,[],2,1,1460000,1474000,"['13', '12']","[3, 0, 0, 0]","[0, 2, 1, 0]","[1, 2]","[2.0, -1.0, -1.0, 0.0]"
1,21,21,[],3,3,1475000,1475000,"['13', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1]","[1.3333333333333335, 0.0, -1.3333333333333333, 0.0]"
9,14,null,[],7,3,1484000,1684000,"['13', '21', '14']","[9, 0, 0, 0]","[0, 0, 1, 8]","[1, 0, 8]","[2.333333333333333, 0.33333333333333326, -1.3333333333333333, -1.3333333333333333]"
1,12,12,[],6,1,1692000,1692000,"['13', '12', '14']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0]","[2.5, 0.0, -1.25, -1.25]"
1,21,21,[],7,3,1725000,1725000,"['13', '21', '14']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1, 0]","[2.2, 0.6, -1.4, -1.4]"
2,12,12,[],6,1,1726000,1787000,"['13', '12', '14']","[2, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 0]","[2.333333333333333, 0.33333333333333326, -1.3333333333333333, -1.3333333333333333]"
2,21,21,[],7,3,1877000,2083000,"['13', '21', '14']","[1, 1, 0, 0]","[1, 0, 0, 1]","[0, 1, 1]","[2.142857142857143, 0.7142857142857143, -1.4285714285714286, -1.4285714285714286]"
9,12,12,[],6,1,2097000,2991000,"['13', '12', '14']","[9, 0, 0, 0]","[0, 2, 3, 4]","[3, 2, 4]","[2.333333333333333, 0.33333333333333326, -1.3333333333333333, -1.3333333333333333]"
12,34,null,[],16,2,3167000,3892000,"['13', '12', '14', '34']","[6, 0, 6, 0]","[0, 0, 1, 11]","[1, 0, 5, 6]","[3.333333333333333, 0.33333333333333326, -0.3333333333333333, -3.333333333333333]"
27,24,null,[],30,1,4046000,5580000,"['13', '12', '14', '34', '24']","[18, 9, 0, 0]","[0, 0, 16, 11]","[16, 0, 2, 0, 9]","[4.0, 1.3333333333333335, -0.3333333333333333, -5.0]"
7,23,null,[],38,1,5589000,5994000,"['13', '12', '14', '34', '24', '23']","[4, 3, 0, 0]","[0, 0, 5, 2]","[4, 0, 0, 0, 2, 1]","[4.666666666666666, 3.3333333333333326, -2.0, -6.0]"
4,43,43,[],38,2,5995000,6393000,"['13', '12', '14', '43', '24', '23']","[3, 0, 0, 1]","[0, 3, 1, 0]","[0, 3, 0, 1, 0, 0]","[5.0, 3.0, -2.571428571428571, -5.428571428571429]"
4,21,21,[],38,8,6417000,8517000,"['13', '21', '14', '43', '24', '23']","[3, 1, 0, 0]","[1, 0, 1, 2]","[1, 1, 2, 0, 0, 0]","[4.769230769230769, 3.23076923076923, -2.571428571428571, -5.428571428571429]"
6,12,12,[],38,2,8588000,9390000,"['13', '12', '14', '43', '24', '23']","[5, 1, 0, 0]","[0, 5, 0, 1]","[0, 5, 0, 0, 1, 0]","[5.111111111111111, 2.8888888888888893, -2.571428571428571, -5.428571428571429]"
23,34,34,[],38,1,9476000,12868000,"['13', '12', '14', '34', '24', '23']","[21, 0, 2, 0]","[0, 18, 1, 4]","[1, 18, 2, 2, 0, 0]","[5.555555555555555, 2.4444444444444446, -2.4444444444444446, -5.555555555555555]"
1,21,21,[],38,7,12870000,12870000,"['13', '21', '14', '34', '24', '23']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[5.459459459459459, 2.540540540540541, -2.4444444444444446, -5.555555555555555]"
25,12,12,[],38,1,13046000,15685000,"['13', '12', '14', '34', '24', '23']","[15, 6, 4, 0]","[0, 12, 3, 10]","[2, 12, 1, 4, 5, 1]","[5.591836734693877, 2.4081632653061225, -2.3076923076923075, -5.6923076923076925]"
3,21,21,[],38,7,15686000,15695000,"['13', '21', '14', '34', '24', '23']","[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 3, 0, 0, 0, 0]","[5.384615384615384, 2.615384615384615, -2.3076923076923075, -5.6923076923076925]"
6,12,12,[],38,1,15897000,16144000,"['13', '12', '14', '34', '24', '23']","[6, 0, 0, 0]","[0, 4, 0, 2]","[0, 4, 2, 0, 0, 0]","[5.428571428571429, 2.571428571428571, -2.3076923076923075, -5.6923076923076925]"
2,21,21,[],38,7,16165000,16170000,"['13', '21', '14', '34', '24', '23']","[1, 1, 0, 0]","[1, 0, 0, 1]","[0, 1, 1, 0, 0, 0]","[5.368421052631579, 2.631578947368421, -2.3076923076923075, -5.6923076923076925]"
15,12,12,[],38,1,16182000,18244000,"['13', '12', '14', '34', '24', '23']","[10, 3, 2, 0]","[0, 7, 4, 4]","[3, 7, 0, 2, 2, 1]","[5.4375, 2.5625, -2.2666666666666666, -5.733333333333334]"
1,21,21,[],38,7,18607000,18607000,"['13', '21', '14', '34', '24', '23']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[5.384615384615384, 2.615384615384615, -2.2666666666666666, -5.733333333333334]"
