count,intransitive,stateMatch,start,end,states,idxs
10,[],38,35308000,35534000,"['12', '13', '14', '23', '24', '43']","[107, 108, 109, 110]"
1,"[['12', '24', '41']]",39,35540000,35540000,"['12', '13', '14', '24', '32', '43']",[111]
1,"[['13', '34', '41'], ['12', '24', '41']]",41,35572000,35572000,"['12', '13', '24', '32', '41', '43']",[112]
1,"[['12', '24', '41']]",39,35586000,35586000,"['12', '13', '14', '24', '32', '43']",[113]
8,"[['12', '23', '31'], ['12', '24', '41']]",41,35618000,35720000,"['12', '13', '24', '32', '41', '43']","[114, 115]"
4,[],38,35721000,35752000,"['12', '13', '14', '23', '24', '43']",[116]
1,"[['12', '23', '31']]",40,35825000,35825000,"['12', '13', '23', '24', '41', '43']",[117]
82,[],38,35878000,37704000,"['12', '13', '14', '23', '24', '43']",[118]
1,"[['12', '23', '31']]",40,37716000,37716000,"['12', '13', '23', '24', '41', '43']",[119]
247,[],38,37804000,40644000,"['12', '13', '14', '23', '24', '43']","[120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131]"
3,"[['24', '32', '43']]",39,40644000,40648000,"['12', '13', '14', '24', '32', '43']",[132]
2,[],38,40650000,40651000,"['12', '13', '14', '23', '24', '43']",[133]
2,"[['24', '32', '43']]",39,40661000,40674000,"['12', '13', '14', '24', '32', '43']",[134]
2,"[['14', '31', '43'], ['24', '32', '43']]",41,40681000,40702000,"['12', '13', '24', '32', '41', '43']",[135]
22,"[['24', '32', '43']]",39,40705000,40857000,"['12', '13', '14', '24', '32', '43']",[136]
90,[],38,40871000,42037000,"['12', '13', '14', '23', '24', '43']","[137, 138, 139, 140, 141, 142, 143, 144]"
5,"[['23', '34', '42']]",39,42054000,42085000,"['12', '13', '14', '24', '32', '43']",[145]
5,[],38,42088000,42235000,"['12', '13', '14', '23', '24', '43']",[146]
2,"[['12', '23', '31'], ['14', '31', '43']]",41,42243000,42243000,"['12', '13', '24', '32', '41', '43']","[147, 148]"
207,[],38,42295000,91388000,"['12', '13', '14', '23', '24', '43']","[149, 150, 151, 152, 153, 154, 155, 156, 157]"
1,"[['24', '32', '43']]",39,91472000,91472000,"['12', '13', '14', '24', '32', '43']",[158]
11,[],38,91587000,91810000,"['12', '13', '14', '23', '24', '43']","[159, 160]"
1,"[['13', '34', '41'], ['12', '24', '41']]",41,91823000,91823000,"['12', '13', '24', '32', '41', '43']",[161]
220,[],38,91826000,96771000,"['12', '13', '14', '23', '24', '43']","[162, 163, 164, 165, 166, 167, 168, 169, 170, 171]"
5,"[['12', '24', '41']]",40,96772000,96877000,"['12', '13', '23', '24', '41', '43']",[172]
22,[],38,97001000,97302000,"['12', '13', '14', '23', '24', '43']","[173, 174, 175, 176]"
1,"[['23', '34', '42']]",39,97308000,97308000,"['12', '13', '14', '24', '32', '43']",[177]
22,[],38,97308000,98034000,"['12', '13', '14', '23', '24', '43']","[178, 179, 180, 181]"
1,"[['13', '34', '41'], ['12', '24', '41']]",41,98035000,98035000,"['12', '13', '24', '32', '41', '43']",[182]
11,[],38,98037000,98161000,"['12', '13', '14', '23', '24', '43']","[183, 184, 185, 186]"
7,"[['23', '34', '42']]",39,98221000,98392000,"['12', '13', '14', '24', '32', '43']",[187]
57,[],38,98430000,99351000,"['12', '13', '14', '23', '24', '43']","[188, 189, 190, 191, 192, 193, 194, 195]"
7,"[['24', '32', '43']]",39,99410000,99501000,"['12', '13', '14', '24', '32', '43']",[196]
164,[],38,99503000,101928000,"['12', '13', '14', '23', '24', '43']","[197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210]"
1,"[['23', '34', '42']]",39,101930000,101930000,"['12', '13', '14', '24', '32', '43']",[211]
3,[],38,101932000,101939000,"['12', '13', '14', '23', '24', '43']","[212, 213]"
1,"[['24', '32', '43']]",39,101947000,101947000,"['12', '13', '14', '24', '32', '43']",[214]
45,[],38,101974000,102497000,"['12', '13', '14', '23', '24', '43']","[215, 216, 217, 218, 219, 220, 221]"
2,"[['24', '32', '43']]",39,102555000,102566000,"['12', '13', '14', '24', '32', '43']",[222]
161,[],38,102569000,104342000,"['12', '13', '14', '23', '24', '43']","[223, 224, 225, 226]"
1,"[['12', '23', '31']]",40,104352000,104352000,"['12', '13', '23', '24', '41', '43']",[227]
38,[],38,104353000,104699000,"['12', '13', '14', '23', '24', '43']","[228, 229, 230, 231, 232, 233]"
1,"[['24', '32', '43']]",39,104729000,104729000,"['12', '13', '14', '24', '32', '43']",[234]
113,[],38,104730000,106319000,"['12', '13', '14', '23', '24', '43']","[235, 236, 237, 238, 239, 240, 241, 242]"
4,"[['12', '23', '31']]",40,106359000,106432000,"['12', '13', '23', '24', '41', '43']",[243]
33,[],38,106443000,107109000,"['12', '13', '14', '23', '24', '43']","[244, 245, 246, 247, 248, 249, 250]"
1,"[['23', '34', '42']]",39,107110000,107110000,"['12', '13', '14', '24', '32', '43']",[251]
4,[],38,107129000,107136000,"['12', '13', '14', '23', '24', '43']",[252]
3,"[['23', '34', '42']]",39,107138000,107168000,"['12', '13', '14', '24', '32', '43']",[253]
17,[],38,107171000,107331000,"['12', '13', '14', '23', '24', '43']","[254, 255, 256, 257, 258, 259, 260]"
2,"[['23', '34', '42']]",39,107341000,107360000,"['12', '13', '14', '24', '32', '43']",[261]
10,[],38,107363000,107378000,"['12', '13', '14', '23', '24', '43']",[262]
2,"[['23', '34', '42']]",39,107393000,107395000,"['12', '13', '14', '24', '32', '43']",[263]
1,[],38,107400000,107400000,"['12', '13', '14', '23', '24', '43']",[264]
8,"[['23', '34', '42']]",39,107400000,107469000,"['12', '13', '14', '24', '32', '43']",[265]
1,[],38,107482000,107482000,"['12', '13', '14', '23', '24', '43']",[266]
3,"[['23', '34', '42']]",39,107494000,107496000,"['12', '13', '14', '24', '32', '43']",[267]
4,[],38,107496000,107512000,"['12', '13', '14', '23', '24', '43']",[268]
12,"[['23', '34', '42']]",39,107530000,107587000,"['12', '13', '14', '24', '32', '43']",[269]
27,[],38,107602000,108182000,"['12', '13', '14', '23', '24', '43']","[270, 271, 272]"
