count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,12,null,[],1,1,34575300,34575300,['12'],"[1, 0, 0, 0]","[0, 1, 0, 0]",[1],"[1.0, -1.0, 0.0, 0.0]"
1,21,21,[],1,4,34582100,34582100,['21'],"[0, 1, 0, 0]","[1, 0, 0, 0]",[1],"[0.0, 0.0, 0.0, 0.0]"
1,12,12,[],1,1,34593100,34593100,['12'],"[1, 0, 0, 0]","[0, 1, 0, 0]",[1],"[0.33333333333333337, -0.33333333333333326, 0.0, 0.0]"
1,13,null,[],2,1,34675000,34675000,"['12', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 1]","[1.3333333333333335, 0.0, -1.3333333333333333, 0.0]"
2,31,31,[],3,1,34677700,34680800,"['12', '31']","[0, 0, 2, 0]","[2, 0, 0, 0]","[0, 2]","[0.0, -0.6666666666666666, 0.6666666666666667, 0.0]"
1,13,13,[],2,1,34684400,34684400,"['12', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 1]","[0.33333333333333337, -0.5, 0.16666666666666663, 0.0]"
8,24,null,[],14,1,34708300,35411200,"['12', '13', '24']","[2, 6, 0, 0]","[0, 0, 2, 6]","[0, 2, 6]","[1.3333333333333337, 0.6666666666666667, -0.33333333333333337, -1.6666666666666665]"
1,21,21,[],14,8,35453700,35453700,"['21', '13', '24']","[0, 1, 0, 0]","[1, 0, 0, 0]","[1, 0, 0]","[0.8333333333333334, 1.1666666666666665, -0.5, -1.5]"
2,12,12,[],14,1,35455500,36293700,"['12', '13', '24']","[2, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 0]","[1.2285714285714289, 0.9142857142857141, -0.5428571428571429, -1.6]"
126,14,null,[],16,5,36295800,51804800,"['12', '13', '24', '14']","[100, 26, 0, 0]","[0, 36, 13, 77]","[36, 13, 26, 51]","[3.6536585365853655, 0.09512195121951234, -0.6487804878048781, -3.1]"
116,23,null,[],28,3,51973700,123139700,"['12', '13', '24', '14', '23']","[70, 46, 0, 0]","[0, 10, 18, 88]","[10, 12, 40, 48, 6]","[4.6556372549019605, 1.1568627450980389, -2.75, -3.0625]"
212,34,null,[],38,1,123144200,141735500,"['12', '13', '24', '14', '23', '34']","[107, 57, 48, 0]","[0, 16, 54, 142]","[16, 43, 46, 48, 11, 48]","[5.773930348258706, 2.119402985074627, -1.8933333333333333, -6.0]"
