count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
6,24,null,[],1,8,1028000,1041000,['24'],"[0, 6, 0, 0]","[0, 0, 0, 6]",[6],"[0.0, 1.0, 0.0, -1.0]"
2,23,null,[],2,10,1044000,1047000,"['24', '23']","[0, 2, 0, 0]","[0, 0, 2, 0]","[0, 2]","[0.0, 2.0, -1.0, -1.0]"
15,14,null,[],12,20,1071000,1303000,"['24', '23', '14']","[2, 13, 0, 0]","[0, 0, 3, 12]","[10, 3, 2]","[1.0, 2.0, -1.0, -2.0]"
11,21,null,[],16,19,1306000,5219000,"['24', '23', '14', '21']","[8, 3, 0, 0]","[1, 0, 1, 9]","[1, 1, 8, 1]","[0.0, 4.0, -1.0, -3.0]"
3,12,12,[],17,19,5224000,5242000,"['24', '23', '14', '12']","[1, 2, 0, 0]","[0, 1, 0, 2]","[2, 0, 0, 1]","[2.0, 2.5, -1.5, -3.0]"
1,21,21,[],16,19,5244000,5244000,"['24', '23', '14', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 1]","[1.3333333333333335, 2.9999999999999996, -1.3333333333333333, -3.0]"
3,12,12,[],17,19,5257000,5271000,"['24', '23', '14', '12']","[1, 2, 0, 0]","[0, 1, 0, 2]","[2, 0, 0, 1]","[2.0, 2.5, -1.5, -3.0]"
19,21,21,[],16,19,5273000,6807000,"['24', '23', '14', '21']","[4, 15, 0, 0]","[4, 0, 5, 10]","[6, 5, 4, 4]","[1.0, 3.25, -1.25, -3.0]"
8,12,12,[],17,19,6826000,6868000,"['24', '23', '14', '12']","[8, 0, 0, 0]","[0, 7, 0, 1]","[0, 0, 1, 7]","[2.4000000000000004, 2.2, -1.6, -3.0]"
8,13,null,[],28,3,6875000,6975000,"['24', '23', '14', '12', '13']","[3, 5, 0, 0]","[0, 1, 3, 4]","[3, 2, 1, 1, 1]","[3.5, 2.5, -3.0, -3.0]"
2,32,32,[],29,5,6982000,6989000,"['24', '32', '14', '12', '13']","[0, 1, 1, 0]","[0, 1, 0, 1]","[1, 1, 0, 0, 0]","[3.5, 2.2857142857142865, -2.7142857142857144, -3.071428571428571]"
