count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
4,14,null,[],1,3,36378300,39187200,['14'],"[4, 0, 0, 0]","[0, 0, 0, 4]",[4],"[1.0, 0.0, 0.0, -1.0]"
1,34,null,[],4,9,39264400,39264400,"['14', '34']","[0, 0, 1, 0]","[0, 0, 0, 1]","[0, 1]","[1.0, 0.0, 1.0, -2.0]"
4,13,null,[],10,5,43842700,43859500,"['14', '34', '13']","[2, 0, 2, 0]","[0, 0, 2, 2]","[0, 2, 2]","[3.0, 0.0, 0.0, -3.0]"
11,12,null,[],16,2,43865600,44249100,"['14', '34', '13', '12']","[9, 0, 2, 0]","[0, 3, 2, 6]","[4, 2, 2, 3]","[4.0, -1.0, 0.0, -3.0]"
3,24,null,[],30,1,44316300,44566900,"['14', '34', '13', '12', '24']","[0, 1, 2, 0]","[0, 0, 0, 3]","[0, 2, 0, 0, 1]","[5.0, 0.0, 0.0, -5.0]"
73,23,null,[],38,1,44787500,51766500,"['14', '34', '13', '12', '24', '23']","[6, 49, 18, 0]","[0, 0, 30, 43]","[3, 18, 3, 0, 22, 27]","[6.0, 2.0, -2.0, -6.0]"
24,21,21,[],38,7,52074700,122669300,"['14', '34', '13', '21', '24', '23']","[13, 3, 8, 0]","[1, 0, 5, 18]","[8, 8, 5, 1, 2, 0]","[5.0, 3.0, -2.0, -6.0]"
72,12,12,[],38,1,122779200,131904300,"['14', '34', '13', '12', '24', '23']","[33, 10, 29, 0]","[0, 2, 19, 51]","[17, 29, 14, 2, 5, 5]","[5.333333333333333, 2.666666666666667, -2.0, -6.0]"
1,31,31,"[['12', '23', '31']]",40,2,132044400,132044400,"['14', '34', '31', '12', '24', '23']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[5.185185185185185, 2.6666666666666665, -1.8518518518518516, -6.0]"
62,13,13,[],38,1,132118700,143811500,"['14', '34', '13', '12', '24', '23']","[30, 12, 20, 0]","[0, 1, 17, 44]","[16, 20, 13, 1, 8, 4]","[5.328571428571428, 2.571428571428571, -1.9000000000000001, -6.0]"
