count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,34,null,[],1,11,1287000,1287000,['34'],"[0, 0, 1, 0]","[0, 0, 0, 1]",[1],"[0.0, 0.0, 1.0, -1.0]"
2,14,null,[],4,9,1298000,1299000,"['34', '14']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 2]","[1.0, 0.0, 1.0, -2.0]"
2,13,null,[],10,5,1311000,1372000,"['34', '14', '13']","[1, 0, 1, 0]","[0, 0, 1, 1]","[1, 0, 1]","[3.0, 0.0, 0.0, -3.0]"
1,31,31,[],10,11,1412000,1412000,"['34', '14', '31']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1]","[1.5, 0.0, 1.5, -3.0]"
2,41,41,[],10,17,1418000,1616000,"['34', '41', '31']","[0, 0, 1, 1]","[2, 0, 0, 0]","[0, 1, 1]","[0.0, 0.0, 1.9999999999999998, -2.0]"
3,13,13,"[['13', '34', '41']]",11,5,1966000,2102000,"['34', '41', '13']","[3, 0, 0, 0]","[0, 0, 3, 0]","[0, 0, 3]","[1.0000000000000004, 0.0, 0.9999999999999998, -2.0]"
2,14,14,[],10,5,2112000,2113000,"['34', '14', '13']","[2, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1]","[1.392857142857143, 0.0, 0.8571428571428568, -2.25]"
1,31,31,[],10,11,2118000,2118000,"['34', '14', '31']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1]","[1.125, 0.0, 1.125, -2.25]"
1,41,41,[],10,17,2279000,2279000,"['34', '41', '31']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 1, 0]","[0.6749999999999998, 0.0, 1.125, -1.7999999999999998]"
1,13,13,"[['13', '34', '41']]",11,5,2752000,2752000,"['34', '41', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1]","[0.7999999999999995, 0.0, 1.0, -1.8]"
2,14,14,[],10,5,2755000,2776000,"['34', '14', '13']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 2, 0]","[1.1428571428571426, 0.0, 0.9999999999999999, -2.1428571428571432]"
