count,intransitive,stateMatch,start,end,states,idxs
4,[],1,1012000,1048000,['12'],[1]
1,[],3,1394000,1394000,"['12', '31']",[2]
3,[],2,1424000,2437000,"['12', '13']",[3]
1,[],6,2463000,2463000,"['12', '13', '14']",[4]
9,[],16,2470000,3234000,"['12', '13', '14', '43']",[5]
11,[],17,3250000,3374000,"['12', '13', '41', '43']",[6]
20,[],28,3381000,5578000,"['12', '13', '14', '42', '43']","[7, 8, 9]"
6,[],38,5599000,5841000,"['12', '13', '14', '23', '24', '43']","[10, 11]"
1,"[['12', '23', '31']]",40,5843000,5843000,"['12', '13', '23', '24', '41', '43']",[12]
12,[],38,5847000,5899000,"['12', '13', '14', '23', '24', '43']","[13, 14, 15, 16]"
1,"[['13', '21', '32']]",40,6158000,6158000,"['12', '13', '23', '24', '41', '43']",[17]
25,[],38,6164000,6610000,"['12', '13', '14', '23', '24', '43']","[18, 19, 20, 21, 22]"
45,"[['13', '21', '32']]",40,6614000,11584000,"['12', '13', '23', '24', '41', '43']",[23]
2,[],38,12372000,12403000,"['12', '13', '14', '23', '24', '43']",[24]
3,"[['13', '21', '32']]",40,12407000,12420000,"['12', '13', '23', '24', '41', '43']",[25]
220,[],38,12425000,122304000,"['12', '13', '14', '23', '24', '43']","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68]"
