count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
3,14,null,[],1,3,34318000,34361700,['14'],"[3, 0, 0, 0]","[0, 0, 0, 3]",[3],"[1.0, 0.0, 0.0, -1.0]"
12,34,null,[],4,9,34405600,34503400,"['14', '34']","[0, 0, 12, 0]","[0, 0, 0, 12]","[0, 12]","[1.0, 0.0, 1.0, -2.0]"
2,43,43,[],3,18,34522200,34524000,"['14', '43']","[0, 0, 0, 2]","[0, 0, 2, 0]","[0, 2]","[1.1428571428571428, 0.0, 0.5714285714285714, -1.7142857142857142]"
1,13,null,[],10,6,34815400,34815400,"['14', '43', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1]","[3.0, 0.0, -0.42857142857142855, -2.571428571428571]"
8,23,null,[],22,21,34823900,35243700,"['14', '43', '13', '23']","[0, 8, 0, 0]","[0, 0, 8, 0]","[0, 0, 0, 8]","[3.0, 1.8571428571428572, -1.4285714285714286, -3.4285714285714284]"
1,12,null,[],30,2,35246000,35246000,"['14', '43', '13', '23', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0, 1]","[5.0, 0.8571428571428572, -2.428571428571429, -3.4285714285714284]"
1,21,21,[],32,4,35273100,35273100,"['14', '43', '13', '23', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 0, 1]","[3.5, 2.857142857142857, -2.428571428571429, -3.9285714285714284]"
2,32,32,"[['13', '21', '32']]",35,4,35294500,35300800,"['14', '43', '13', '32', '21']","[0, 0, 2, 0]","[0, 2, 0, 0]","[0, 0, 0, 2, 0]","[3.4999999999999996, 2.057142857142857, -1.8285714285714287, -3.7285714285714286]"
1,23,23,[],32,4,35334100,35334100,"['14', '43', '13', '23', '21']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 1, 0]","[3.5, 2.12987012987013, -1.8831168831168834, -3.746753246753247]"
1,31,31,"[['14', '31', '43']]",37,21,35355200,35355200,"['14', '43', '31', '23', '21']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0]","[1.4999999999999996, 2.12987012987013, 0.11688311688311659, -3.7467532467532467]"
5,13,13,[],32,4,35415300,35874300,"['14', '43', '13', '23', '21']","[4, 0, 0, 1]","[0, 0, 5, 0]","[0, 1, 4, 0, 0]","[2.833333333333334, 2.072727272727273, -1.3878787878787882, -3.5181818181818185]"
11,34,34,[],31,2,35875900,36324800,"['14', '34', '13', '23', '21']","[0, 0, 11, 0]","[0, 0, 0, 11]","[0, 11, 0, 0, 0]","[2.833333333333334, 2.1573426573426575, -1.1340326340326339, -3.8566433566433567]"
2,32,32,"[['13', '21', '32']]",34,2,36359300,36366400,"['14', '34', '13', '32', '21']","[0, 0, 2, 0]","[0, 2, 0, 0]","[0, 0, 0, 2, 0]","[2.833333333333334, 1.6538461538461537, -0.7564102564102564, -3.7307692307692304]"
3,23,23,[],31,2,36367200,36398400,"['14', '34', '13', '23', '21']","[0, 3, 0, 0]","[0, 0, 3, 0]","[0, 0, 0, 3, 0]","[2.833333333333334, 1.8846153846153848, -0.92948717948718, -3.7884615384615383]"
1,32,32,"[['13', '21', '32']]",34,2,36402500,36402500,"['14', '34', '13', '32', '21']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 1, 0]","[2.833333333333334, 1.7081447963800906, -0.797134238310709, -3.744343891402715]"
55,12,12,[],28,2,36475600,37712900,"['14', '34', '13', '32', '12']","[42, 0, 13, 0]","[0, 8, 12, 35]","[22, 13, 12, 0, 8]","[4.477777777777778, 0.14660633484162888, -1.126194067370538, -3.498190045248869]"
69,24,null,[],38,3,37731400,44391400,"['14', '34', '13', '32', '12', '24']","[38, 8, 23, 0]","[0, 4, 14, 51]","[20, 23, 14, 0, 4, 8]","[5.589285714285714, 1.1092436974789914, -0.8920777988614801, -5.806451612903226]"
260,23,23,[],38,1,44558800,126190100,"['14', '34', '13', '23', '12', '24']","[177, 31, 52, 0]","[0, 40, 63, 157]","[87, 52, 50, 13, 40, 18]","[5.8771454381210475, 1.4074074074074077, -1.3898160034231926, -5.894736842105264]"
1,42,42,"[['23', '34', '42']]",39,2,126235500,126235500,"['14', '34', '13', '23', '12', '42']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[5.8771454381210475, 1.2592592592592595, -1.3898160034231923, -5.746588693957115]"
440,24,24,[],38,1,126239000,142080300,"['14', '34', '13', '23', '12', '24']","[340, 48, 52, 0]","[0, 107, 46, 287]","[196, 52, 37, 9, 107, 39]","[5.941541834124955, 1.4514181470703207, -1.5258551984278421, -5.867104782767434]"
