count,intransitive,stateMatch,start,end,states,idxs
2,[],1,2466000.0,2469000.0,['12'],[1]
2,[],2,2471000.0,2478000.0,"['12', '13']",[2]
1,[],3,2494000.0,2494000.0,"['12', '31']",[3]
1,[],2,2496000.0,2496000.0,"['12', '13']",[4]
1,[],3,2497000.0,2497000.0,"['12', '31']",[5]
9,[],7,2534000.0,3041000.0,"['12', '13', '41']",[6]
1,[],6,3049000.0,3049000.0,"['12', '13', '14']",[7]
15,[],16,3052000.0,3490000.0,"['12', '13', '14', '43']","[8, 9]"
154,[],28,3499000.0,10416000.0,"['12', '13', '14', '42', '43']","[10, 11, 12]"
499,[],38,10443000.0,92053000.0,"['12', '13', '14', '23', '24', '43']","[13, 14, 15, 16, 17, 18, 19]"
15,"[['24', '32', '43']]",39,92388000.0,98425000.0,"['12', '13', '14', '24', '32', '43']",[20]
1,[],38,98981000.0,98981000.0,"['12', '13', '14', '23', '24', '43']",[21]
25,"[['24', '32', '43']]",39,99594000.0,107182000.0,"['12', '13', '14', '24', '32', '43']",[22]
1,"[['12', '24', '41'], ['24', '32', '43']]",41,107183000.0,107183000.0,"['12', '13', '24', '32', '41', '43']",[23]
18,"[['24', '32', '43']]",39,107222000.0,112451000.0,"['12', '13', '14', '24', '32', '43']",[24]
41,[],38,112849000.0,134555000.0,"['12', '13', '14', '23', '24', '43']",[25]
1,"[['12', '23', '31'], ['14', '31', '43']]",41,166257000.0,166257000.0,"['12', '13', '24', '32', '41', '43']",[26]
1,[],38,170741000.0,170741000.0,"['12', '13', '14', '23', '24', '43']",[27]
