count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,31,null,[],1,5,73000,73000,['31'],"[0, 0, 1, 0]","[1, 0, 0, 0]",[1],"[-1.0, 0.0, 1.0, 0.0]"
1,24,null,[],5,9,123000,123000,"['31', '24']","[0, 1, 0, 0]","[0, 0, 0, 1]","[0, 1]","[-1.0, 1.0, 1.0, -1.0]"
1,13,13,[],5,3,125000,125000,"['13', '24']","[1, 0, 0, 0]","[0, 0, 1, 0]","[1, 0]","[0.0, 1.0, 0.0, -1.0]"
1,21,null,[],14,8,128000,128000,"['13', '24', '21']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1]","[-1.0, 2.5, -0.5, -1.0]"
1,41,null,[],18,5,133000,133000,"['13', '24', '21', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 1]","[-3.0, 3.5, -1.0, 0.5]"
4,43,null,[],31,22,136000,196000,"['13', '24', '21', '41', '43']","[2, 0, 0, 2]","[1, 0, 3, 0]","[2, 0, 0, 1, 1]","[-2.75, 4.75, -4.0, 2.0]"
4,12,12,"[['12', '24', '41']]",34,22,207000,233000,"['13', '24', '12', '41', '43']","[4, 0, 0, 0]","[0, 2, 2, 0]","[2, 0, 2, 0, 0]","[-0.5, 2.1666666666666665, -3.666666666666667, 2.0000000000000004]"
3,23,null,"[['12', '24', '41']]",40,1,239000,249000,"['13', '24', '12', '41', '43', '23']","[2, 1, 0, 0]","[0, 2, 1, 0]","[0, 0, 2, 0, 0, 1]","[0.5333333333333334, 2.8, -5.333333333333334, 1.9999999999999998]"
1,21,21,[],38,14,253000,253000,"['13', '24', '21', '41', '43', '23']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[-2.220446049250313e-16, 3.333333333333333, -5.333333333333334, 2.0000000000000004]"
4,12,12,"[['12', '24', '41']]",40,1,256000,264000,"['13', '24', '12', '41', '43', '23']","[4, 0, 0, 0]","[0, 3, 1, 0]","[1, 0, 3, 0, 0, 0]","[0.5396825396825395, 2.8888888888888893, -5.428571428571429, 2.0]"
2,32,32,"[['12', '24', '41'], ['24', '32', '43']]",41,1,315000,324000,"['13', '24', '12', '41', '43', '32']","[1, 0, 1, 0]","[0, 2, 0, 0]","[0, 0, 1, 0, 0, 1]","[0.6285714285714281, 0.8000000000000003, -3.428571428571429, 1.9999999999999998]"
