count,intransitive,stateMatch,start,end,states,idxs
1,[],1,1226000,1226000,['12'],[1]
1,[],2,1246000,1246000,"['12', '13']",[2]
1,[],12,1312000,1312000,"['12', '13', '42']",[3]
3,[],14,1717000,1726000,"['12', '13', '24']",[4]
1,"[['14', '31', '43']]",19,1754000,1754000,"['12', '14', '31', '43']",[5]
1,"[['14', '31', '43']]",34,1758000,1758000,"['13', '14', '21', '42', '43']",[6]
1,[],29,1777000,1777000,"['12', '13', '14', '24', '43']",[7]
77,[],28,2102000,24030000,"['12', '13', '14', '42', '43']","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3,[],29,24139000,24145000,"['12', '13', '14', '24', '43']",[25]
1,[],28,24170000,24170000,"['12', '13', '14', '42', '43']",[26]
13,[],29,24172000,24443000,"['12', '13', '14', '24', '43']",[27]
7,[],31,24445000,26546000,"['13', '14', '21', '24', '43']",[28]
8,[],29,26699000,26930000,"['12', '13', '14', '24', '43']",[29]
4,[],31,26937000,27289000,"['13', '14', '21', '24', '43']",[30]
1,"[['13', '21', '32']]",34,27345000,27345000,"['13', '14', '21', '42', '43']",[31]
4,[],31,27352000,27963000,"['13', '14', '21', '24', '43']",[32]
92,[],38,30768000,39734000,"['12', '13', '14', '23', '24', '43']","[33, 34]"
1,"[['23', '34', '42']]",39,45349000,45349000,"['12', '13', '14', '24', '32', '43']",[35]
26,[],38,45815000,170237000,"['12', '13', '14', '23', '24', '43']","[36, 37, 38, 39, 40, 41]"
