count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
3,34,null,[],1,11,60000,69000,['34'],"[0, 0, 3, 0]","[0, 0, 0, 3]",[3],"[0.0, 0.0, 1.0, -1.0]"
1,32,null,[],2,11,82000,82000,"['34', '32']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1]","[0.0, -1.0, 2.0, -1.0]"
5,31,null,[],6,3,88000,117000,"['34', '32', '31']","[0, 0, 5, 0]","[2, 2, 0, 1]","[1, 2, 2]","[-1.0, -1.0, 3.0, -1.0]"
2,13,13,[],7,11,117000,120000,"['34', '32', '13']","[1, 0, 1, 0]","[0, 1, 1, 0]","[0, 1, 1]","[0.33333333333333326, -1.3333333333333333, 2.333333333333333, -1.3333333333333333]"
1,31,31,[],6,3,146000,146000,"['34', '32', '31']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1]","[0.0, -1.25, 2.5, -1.25]"
1,13,13,[],7,11,151000,151000,"['34', '32', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1]","[0.6, -1.4, 2.2, -1.4]"
2,12,null,[],17,23,154000,156000,"['34', '32', '13', '12']","[2, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 1, 1]","[2.0, -3.0, 2.5, -1.5]"
1,14,null,[],28,2,159000,159000,"['34', '32', '13', '12', '14']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1]","[3.0, -3.0, 3.0, -3.0]"
1,31,31,[],28,11,165000,165000,"['34', '32', '31', '12', '14']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0]","[2.714285714285715, -3.0, 3.2857142857142856, -3.0]"
1,13,13,[],28,2,168000,168000,"['34', '32', '13', '12', '14']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0, 0]","[3.0, -3.0, 3.0, -3.0]"
3,43,43,[],29,4,193000,673000,"['43', '32', '13', '12', '14']","[2, 0, 0, 1]","[0, 0, 2, 1]","[1, 0, 1, 0, 1]","[3.2222222222222223, -3.2, 2.1777777777777776, -2.2]"
2,31,31,"[['14', '31', '43']]",34,23,778000,938000,"['43', '32', '31', '12', '14']","[0, 0, 2, 0]","[2, 0, 0, 0]","[0, 0, 2, 0, 0]","[2.8181818181818183, -3.2, 2.581818181818182, -2.2]"
5,42,null,"[['14', '31', '43']]",40,4,1202000,1259000,"['43', '32', '31', '12', '14', '42']","[0, 0, 2, 3]","[0, 4, 1, 0]","[1, 2, 0, 0, 0, 2]","[3.818181818181818, -6.0, 2.848484848484848, -0.6666666666666665]"
1,21,21,"[['14', '31', '43'], ['14', '21', '42']]",41,9,1284000,1284000,"['43', '32', '31', '21', '14', '42']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 1, 0, 0]","[1.8181818181818175, -4.0, 2.8484848484848486, -0.6666666666666665]"
2,41,41,[],38,24,1287000,1290000,"['43', '32', '31', '21', '41', '42']","[0, 0, 0, 2]","[2, 0, 0, 0]","[0, 0, 0, 0, 2, 0]","[-0.1818181818181821, -4.0, 2.848484848484848, 1.333333333333333]"
16,23,23,[],38,22,1314000,1379000,"['43', '23', '31', '21', '41', '42']","[0, 13, 1, 2]","[15, 0, 1, 0]","[0, 1, 1, 12, 2, 0]","[-2.714285714285714, -1.714285714285714, 2.428571428571428, 2.0]"
1,32,32,[],38,24,1380000,1380000,"['43', '32', '31', '21', '41', '42']","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[-2.714285714285714, -1.7857142857142856, 2.5, 2.0]"
1,23,23,[],38,22,1381000,1381000,"['43', '23', '31', '21', '41', '42']","[0, 1, 0, 0]","[0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[-2.714285714285714, -1.396825396825397, 2.1111111111111107, 2.0]"
5,32,32,[],38,24,1383000,1390000,"['43', '32', '31', '21', '41', '42']","[0, 2, 3, 0]","[4, 1, 0, 0]","[0, 1, 2, 2, 0, 0]","[-2.9880952380952377, -1.45, 2.4380952380952383, 2.0]"
4,23,23,[],38,22,1391000,1397000,"['43', '23', '31', '21', '41', '42']","[0, 4, 0, 0]","[2, 0, 2, 0]","[0, 2, 0, 2, 0, 0]","[-3.015873015873016, -0.8888888888888888, 1.9047619047619042, 1.9999999999999998]"
19,12,12,"[['12', '23', '31']]",39,8,1468000,1622000,"['43', '23', '31', '12', '41', '42']","[18, 0, 0, 1]","[0, 19, 0, 0]","[0, 0, 0, 18, 0, 1]","[-1.126984126984127, -2.7777777777777777, 1.9047619047619044, 1.9999999999999998]"
