count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
4,32,null,[],1,9,2964000.0,3641000.0,['32'],"[0, 0, 4, 0]","[0, 4, 0, 0]",[4],"[0.0, -1.0, 1.0, 0.0]"
2,34,null,[],2,11,3645000.0,4184000.0,"['32', '34']","[0, 0, 2, 0]","[0, 1, 0, 1]","[1, 1]","[0.0, -1.0, 2.0, -1.0]"
1,12,null,[],12,21,4679000.0,4679000.0,"['32', '34', '12']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 1]","[1.0, -2.0, 2.0, -1.0]"
2,21,21,[],14,21,4686000.0,4690000.0,"['32', '34', '21']","[0, 2, 0, 0]","[2, 0, 0, 0]","[0, 0, 2]","[-0.9999999999999999, -0.6666666666666666, 2.6666666666666665, -1.0]"
1,13,null,"[['13', '21', '32']]",19,17,5398000.0,5398000.0,"['32', '34', '21', '13']","[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 1]","[2.0, -1.0000000000000002, 0.9999999999999999, -2.0]"
1,31,31,[],16,17,5403000.0,5403000.0,"['32', '34', '21', '31']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 0, 1]","[0.0, -1.0, 2.5, -1.5]"
3,12,12,[],16,23,5486000.0,5493000.0,"['32', '34', '12', '31']","[3, 0, 0, 0]","[0, 3, 0, 0]","[0, 0, 3, 0]","[1.0, -1.9999999999999998, 2.5, -1.5]"
1,21,21,[],16,17,5498000.0,5498000.0,"['32', '34', '21', '31']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0]","[0.7142857142857143, -1.7142857142857144, 2.5, -1.5]"
1,12,12,[],16,23,5601000.0,5601000.0,"['32', '34', '12', '31']","[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 1, 0]","[0.875, -1.875, 2.5, -1.5]"
2,14,null,[],28,11,8445000.0,8448000.0,"['32', '34', '12', '31', '14']","[2, 0, 0, 0]","[0, 0, 0, 2]","[0, 0, 0, 0, 2]","[1.875, -1.5, 3.0, -3.375]"
4,41,41,[],29,23,8459000.0,8800000.0,"['32', '34', '12', '31', '41']","[3, 0, 0, 1]","[1, 3, 0, 0]","[0, 0, 3, 0, 1]","[1.181818181818182, -2.242424242424242, 3.0, -1.9393939393939392]"
1,42,null,[],38,17,8807000.0,8807000.0,"['32', '34', '12', '31', '41', '42']","[0, 0, 0, 1]","[0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[1.5757575757575761, -4.909090909090909, 4.0, -0.6666666666666667]"
3,13,13,"[['13', '34', '41']]",40,3,8909000.0,8917000.0,"['32', '34', '12', '13', '41', '42']","[3, 0, 0, 0]","[0, 0, 3, 0]","[0, 0, 0, 3, 0, 0]","[2.775757575757577, -4.909090909090909, 2.8000000000000003, -0.6666666666666663]"
1,31,31,[],38,17,8921000.0,8921000.0,"['32', '34', '12', '31', '41', '42']","[0, 0, 1, 0]","[1, 0, 0, 0]","[0, 0, 0, 1, 0, 0]","[2.242424242424242, -4.909090909090909, 3.333333333333334, -0.6666666666666665]"
9,13,13,"[['13', '34', '41']]",40,3,8957000.0,9418000.0,"['32', '34', '12', '13', '41', '42']","[9, 0, 0, 0]","[0, 2, 7, 0]","[0, 0, 2, 7, 0, 0]","[3.1282051282051277, -5.076923076923077, 2.615384615384615, -0.6666666666666667]"
9,14,14,[],38,5,9498000.0,10183000.0,"['32', '34', '12', '13', '14', '42']","[9, 0, 0, 0]","[0, 4, 1, 4]","[0, 0, 4, 1, 4, 0]","[4.151260504201679, -5.294117647058823, 2.571428571428571, -1.4285714285714284]"
3,41,41,"[['13', '34', '41']]",40,3,10188000.0,10710000.0,"['32', '34', '12', '13', '41', '42']","[2, 0, 0, 1]","[1, 1, 1, 0]","[0, 0, 1, 1, 1, 0]","[3.8000000000000003, -5.333333333333334, 2.533333333333333, -1.0]"
6,43,43,[],38,12,10776000.0,11009000.0,"['32', '43', '12', '13', '41', '42']","[5, 0, 0, 1]","[0, 5, 1, 0]","[0, 1, 5, 0, 0, 0]","[3.944927536231884, -5.478260869565217, 0.533333333333333, 1.0]"
1,21,21,"[['13', '21', '32']]",39,6,11012000.0,11012000.0,"['32', '43', '21', '13', '41', '42']","[0, 1, 0, 0]","[1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[3.8000000000000007, -5.333333333333334, 0.533333333333333, 0.9999999999999998]"
10,12,12,[],38,12,11434000.0,11975000.0,"['32', '43', '12', '13', '41', '42']","[10, 0, 0, 0]","[0, 6, 4, 0]","[0, 0, 6, 4, 0, 0]","[4.045614035087719, -5.466666666666667, 0.42105263157894735, 1.0]"
13,14,14,[],38,6,12242000.0,13138000.0,"['32', '43', '12', '13', '14', '42']","[13, 0, 0, 0]","[0, 5, 7, 1]","[0, 0, 5, 7, 1, 0]","[4.346275946275947, -5.542857142857143, 0.3076923076923075, 0.8888888888888893]"
5,34,34,[],38,5,13147000.0,13496000.0,"['32', '34', '12', '13', '14', '42']","[4, 0, 1, 0]","[0, 4, 0, 1]","[0, 1, 4, 0, 0, 0]","[4.393162393162393, -5.589743589743589, 0.9743589743589745, 0.2222222222222221]"
2,21,21,"[['14', '21', '42'], ['13', '21', '32']]",41,21,13499000.0,13606000.0,"['32', '34', '21', '13', '14', '42']","[1, 1, 0, 0]","[1, 0, 1, 0]","[0, 0, 1, 1, 0, 0]","[4.314814814814815, -5.5, 0.9629629629629626, 0.22222222222222188]"
13,12,12,[],38,5,13711000.0,15068000.0,"['32', '34', '12', '13', '14', '42']","[13, 0, 0, 0]","[0, 8, 0, 5]","[0, 0, 8, 0, 5, 0]","[4.715608465608465, -5.583333333333334, 0.9629629629629624, -0.09523809523809512]"
1,41,41,"[['13', '34', '41']]",40,3,15071000.0,15071000.0,"['32', '34', '12', '13', '41', '42']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 0, 1, 0]","[4.4870370370370365, -5.583333333333334, 0.9629629629629625, 0.13333333333333286]"
1,14,14,[],38,5,15076000.0,15076000.0,"['32', '34', '12', '13', '14', '42']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0, 1, 0]","[4.537037037037038, -5.583333333333334, 0.9629629629629625, 0.08333333333333304]"
1,41,41,"[['13', '34', '41']]",40,3,15078000.0,15078000.0,"['32', '34', '12', '13', '41', '42']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 0, 1, 0]","[4.345860566448802, -5.583333333333334, 0.9629629629629626, 0.274509803921569]"
