count,intransitive,stateMatch,start,end,states,idxs
3,[],1,13000,17000,['12'],"[1, 2, 3]"
2,[],3,19000,20000,"['12', '23']",[4]
2,[],2,21000,23000,"['12', '13']",[5]
1,[],3,24000,24000,"['12', '23']",[6]
4,[],2,30000,43000,"['12', '13']",[7]
1,[],3,44000,44000,"['12', '23']",[8]
1,[],2,45000,45000,"['12', '13']",[9]
4,[],3,46000,61000,"['12', '23']",[10]
1,[],4,63000,63000,"['12', '32']",[11]
1,[],10,64000,64000,"['12', '13', '42']",[12]
2,"[['13', '21', '32']]",11,67000,70000,"['12', '23', '31']",[13]
4,[],10,72000,88000,"['12', '13', '42']","[14, 15, 16]"
1,"[['13', '21', '32']]",11,89000,89000,"['12', '23', '31']",[17]
2,[],10,94000,101000,"['12', '13', '42']",[18]
1,"[['13', '21', '32']]",11,102000,102000,"['12', '23', '31']",[19]
1,[],10,107000,107000,"['12', '13', '42']",[20]
2,"[['13', '21', '32']]",11,112000,114000,"['12', '23', '31']",[21]
1,[],10,115000,115000,"['12', '13', '42']",[22]
2,"[['13', '21', '32']]",11,116000,118000,"['12', '23', '31']",[23]
1,[],10,127000,127000,"['12', '13', '42']",[24]
3,"[['13', '21', '32']]",11,128000,132000,"['12', '23', '31']",[25]
6,[],10,133000,150000,"['12', '13', '42']","[26, 27, 28, 29]"
4,"[['12', '23', '31']]",11,151000,164000,"['12', '23', '31']",[30]
7,[],10,165000,180000,"['12', '13', '42']","[31, 32]"
1,"[['13', '21', '32']]",11,183000,183000,"['12', '23', '31']",[33]
14,[],10,187000,229000,"['12', '13', '42']","[34, 35, 36, 37, 38, 39, 40, 41, 42, 43]"
2,"[['12', '23', '31']]",11,231000,234000,"['12', '23', '31']",[44]
5,[],10,235000,250000,"['12', '13', '42']",[45]
2,"[['12', '23', '31']]",11,256000,261000,"['12', '23', '31']",[46]
1,[],10,262000,262000,"['12', '13', '42']",[47]
2,"[['12', '23', '31']]",11,265000,269000,"['12', '23', '31']",[48]
1,[],10,272000,272000,"['12', '13', '42']",[49]
1,"[['12', '23', '31']]",11,273000,273000,"['12', '23', '31']",[50]
2,[],10,274000,276000,"['12', '13', '42']",[51]
2,"[['12', '23', '31']]",11,277000,281000,"['12', '23', '31']",[52]
2,[],10,284000,286000,"['12', '13', '42']",[53]
1,"[['12', '23', '31']]",11,289000,289000,"['12', '23', '31']",[54]
1,[],10,290000,290000,"['12', '13', '42']",[55]
2,"[['12', '23', '31']]",11,294000,296000,"['12', '23', '31']",[56]
1,[],10,298000,298000,"['12', '13', '42']",[57]
2,"[['12', '23', '31']]",11,299000,307000,"['12', '23', '31']",[58]
11,[],10,312000,360000,"['12', '13', '42']","[59, 60, 61, 62, 63, 64, 65]"
1,[],16,364000,364000,"['12', '13', '14', '23']",[66]
