count,new,rev,intransitive,stateMatch,stateVariant,start,end,states,committed,recieved,weights,ranks
1,31,null,[],1,5,35716700,35716700,['31'],"[0, 0, 1, 0]","[1, 0, 0, 0]",[1],"[-1.0, 0.0, 1.0, 0.0]"
1,13,13,[],1,2,35719800,35719800,['13'],"[1, 0, 0, 0]","[0, 0, 1, 0]",[1],"[0.0, 0.0, 0.0, 0.0]"
3,23,null,[],4,6,36062400,36098800,"['13', '23']","[2, 1, 0, 0]","[0, 0, 3, 0]","[2, 1]","[0.25, 1.25, -1.5, 0.0]"
5,34,null,[],8,6,36135100,36868600,"['13', '23', '34']","[0, 0, 5, 0]","[0, 0, 0, 5]","[0, 0, 5]","[1.0, 2.25, -0.5, -2.75]"
1,31,31,[],7,8,36930800,36930800,"['31', '23', '34']","[0, 0, 1, 0]","[1, 0, 0, 0]","[1, 0, 0]","[0.3999999999999999, 2.4, -0.20000000000000018, -2.6]"
2,41,null,[],20,15,37013800,37015500,"['31', '23', '34', '41']","[0, 0, 0, 2]","[2, 0, 0, 0]","[0, 0, 0, 2]","[-1.6, 2.4, 0.19999999999999962, -1.0]"
1,43,43,[],21,15,37023900,37023900,"['31', '23', '43', '41']","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1, 0]","[-1.6, 2.2333333333333334, -0.2999999999999998, -0.3333333333333335]"
1,14,14,"[['14', '31', '43']]",23,21,37113000,37113000,"['31', '23', '43', '14']","[1, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 1]","[-0.6000000000000003, 2.2333333333333334, -0.30000000000000016, -1.3333333333333337]"
1,41,41,[],21,15,37115400,37115400,"['31', '23', '43', '41']","[0, 0, 0, 1]","[1, 0, 0, 0]","[0, 0, 0, 1]","[-0.8500000000000003, 2.2333333333333334, -0.2999999999999998, -1.083333333333334]"
6,14,14,"[['14', '31', '43']]",23,21,37117600,38901900,"['31', '23', '43', '14']","[2, 3, 0, 1]","[0, 0, 4, 2]","[0, 3, 1, 2]","[-0.10000000000000009, 2.1142857142857143, -0.6571428571428568, -1.3571428571428572]"
1,13,13,[],22,21,38914600,38914600,"['13', '23', '43', '14']","[1, 0, 0, 0]","[0, 0, 1, 0]","[1, 0, 0, 0]","[0.16666666666666674, 2.0476190476190474, -0.8571428571428568, -1.3571428571428572]"
1,31,31,"[['14', '31', '43']]",23,21,38916700,38916700,"['31', '23', '43', '14']","[0, 0, 1, 0]","[1, 0, 0, 0]","[1, 0, 0, 0]","[-0.2142857142857144, 2.142857142857143, -0.5714285714285718, -1.3571428571428572]"
2,34,34,[],20,21,39045600,39048200,"['31', '23', '34', '14']","[0, 0, 2, 0]","[0, 0, 0, 2]","[0, 0, 2, 0]","[-0.2142857142857142, 2.2063492063492065, -0.38095238095238093, -1.6111111111111112]"
