Calories,Protein,Total Fat,Saturated Fat,Trans Fat,Mono Fat,Poly Fat,Carbohydrate,Dietary Fiber,Sugars,Calcium,Iron,Sodium,Vitamin C,Vitamin A,Cholesterol,GmWt 1,GmWt 2,Potassium,Vitamin D
KCal,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,IU,mg,g,g,mg,mcg
